CHEMICAL_NAME,SAM000203_tp1,SAM000269_tp1,SAM000268_tp1,SAM000266_tp1,SAM000257_tp1,SAM000260_tp1,SAM000259_tp1,SAM000253_tp1,SAM000254_tp1,SAM000258_tp1,SAM000247_tp1,SAM000256_tp1,SAM000249_tp1,SAM000248_tp1,SAM000246_tp1,SAM000237_tp1,SAM000241_tp1,SAM000234_tp1,SAM000250_tp1,SAM000236_tp1,SAM000213_tp1,SAM000245_tp1,SAM000201_tp1,SAM000204_tp1,SAM000208_tp1,SAM000261_tp1,SAM000255_tp1,SAM000251_tp1,SAM000290_tp1,SAM000291_tp1,SAM000272_tp1,SAM000288_tp1,SAM000265_tp1,SAM000284_tp1,SAM000263_tp1,SAM000286_tp1,SAM000281_tp1,SAM000273_tp1,SAM000287_tp1,SAM000280_tp1,SAM000270_tp1,SAM000275_tp1,SAM000279_tp1,SAM000380_tp1,SAM000395_tp1,SAM000370_tp1,SAM000387_tp1,SAM000367_tp1,SAM000388_tp1,SAM000366_tp1,SAM000384_tp1,SAM000371_tp1,SAM000393_tp1,SAM000372_tp1,SAM000216_tp2,SAM000373_tp1,SAM000378_tp1,SAM000368_tp1,SAM000382_tp1,SAM000364_tp1,SAM000379_tp1,SAM000362_tp1,SAM000383_tp1,SAM000343_tp1,SAM000348_tp1,SAM000302_tp1,SAM000311_tp1,SAM000342_tp1,SAM000347_tp1,SAM000341_tp1,SAM000277_tp1,SAM000349_tp1,SAM000357_tp1,SAM000350_tp1,SAM000356_tp1,SAM000326_tp1,SAM000358_tp1,SAM000351_tp1,SAM000360_tp1,SAM000208_tp2,SAM000361_tp1,SAM000331_tp1,SAM000363_tp1,SAM000201_tp2,SAM000314_tp1,SAM000315_tp1,SAM000301_tp1,SAM000295_tp1,SAM000327_tp1,SAM000325_tp1,SAM000296_tp1,SAM000333_tp1,SAM000217_tp2,SAM000337_tp1,SAM000329_tp1,SAM000335_tp1,SAM000332_tp1,SAM000340_tp1,SAM000336_tp1,SAM000316_tp1,SAM000330_tp1,SAM000345_tp1,SAM000346_tp1,SAM000312_tp1,SAM000293_tp1,SAM000323_tp1,SAM000320_tp1,SAM000318_tp1,SAM000317_tp1,SAM000309_tp1,SAM000321_tp1,SAM000307_tp1,SAM000308_tp1,SAM000282_tp1,SAM000283_tp1,SAM000305_tp1,SAM000303_tp1,SAM000306_tp1,SAM000299_tp1,SAM000304_tp1,SAM000276_tp1,SAM000271_tp1,SAM000213_tp2,SAM000210_tp2,SAM000285_tp1,SAM000415_tp1,SAM000240_tp2,SAM000433_tp1,SAM000439_tp1,SAM000319_tp1,SAM000246_tp2,SAM000431_tp1,SAM000440_tp1,SAM000428_tp1,SAM000422_tp1,SAM000429_tp1,SAM000376_tp1,SAM000430_tp1,SAM000436_tp1,SAM000421_tp1,SAM000427_tp1,SAM000227_tp2,SAM000404_tp1,SAM000410_tp1,SAM000223_tp2,SAM000313_tp1,SAM000211_tp2,SAM000412_tp1,SAM000425_tp1,SAM000352_tp1,SAM000426_tp1,SAM000420_tp1,SAM000417_tp1,SAM000411_tp1,SAM000419_tp1,SAM000205_tp2,SAM000424_tp1,SAM000353_tp1,SAM000202_tp2,SAM000401_tp1,SAM000416_tp1,SAM000394_tp1,SAM000418_tp1,SAM000396_tp1,SAM000407_tp1,SAM000220_tp2,SAM000359_tp1,SAM000390_tp1,SAM000354_tp1,SAM000400_tp1,SAM000399_tp1,SAM000405_tp1,SAM000398_tp1,SAM000406_tp1,SAM000212_tp2,SAM000397_tp1,SAM000375_tp1,SAM000203_tp2,SAM000250_tp2,SAM000470_tp1,SAM000467_tp1,SAM000466_tp1,SAM000236_tp2,SAM000256_tp2,SAM000462_tp1,SAM000463_tp1,SAM000464_tp1,SAM000226_tp2,SAM000260_tp2,SAM000243_tp2,SAM000253_tp2,SAM000238_tp2,SAM000235_tp2,SAM000386_tp1,SAM000434_tp1,SAM000448_tp1,SAM000447_tp1,SAM000446_tp1,SAM000452_tp1,SAM000214_tp2,SAM000403_tp1,SAM000450_tp1,SAM000451_tp1,SAM000445_tp1,SAM000385_tp1,SAM000444_tp1,SAM000225_tp2,SAM000209_tp1,SAM000471_tp1,SAM000248_tp2,SAM000245_tp2,SAM000481_tp1,SAM000233_tp2,SAM000408_tp1,SAM000477_tp1,SAM000222_tp2,SAM000490_tp1,SAM000491_tp1,SAM000495_tp1,SAM000241_tp2,SAM000475_tp1,SAM000497_tp1,SAM000487_tp1,SAM000496_tp1,SAM000476_tp1,SAM000498_tp1,SAM000273_tp2,SAM000484_tp1,SAM000458_tp1,SAM000270_tp2,SAM000500_tp1,SAM000501_tp1,SAM000502_tp1,SAM000499_tp1,SAM000258_tp2,SAM000266_tp2,SAM000485_tp1,SAM000251_tp2,SAM000284_tp2,SAM000291_tp2,SAM000287_tp2,SAM000247_tp2,SAM000283_tp2,SAM000261_tp2,SAM000299_tp2,SAM000309_tp2,SAM000265_tp2,SAM000275_tp2,SAM000242_tp2,SAM000307_tp2,SAM000288_tp2,SAM000255_tp2,SAM000518_tp1,SAM000523_tp1,SAM000286_tp2,SAM000526_tp1,SAM000320_tp2,SAM000529_tp1,SAM000515_tp1,SAM000524_tp1,SAM000201_tp3,SAM000306_tp2,SAM000304_tp2,SAM000530_tp1,SAM000314_tp2,SAM000537_tp1,SAM000276_tp2,SAM000527_tp1,SAM000535_tp1,SAM000332_tp2,SAM000329_tp2,SAM000539_tp1,SAM000536_tp1,SAM000317_tp2,SAM000312_tp2,SAM000293_tp2,SAM000337_tp2,SAM000316_tp2,SAM000553_tp1,SAM000308_tp2,SAM000538_tp1,SAM000263_tp2,SAM000290_tp2,SAM000349_tp2,SAM000202_tp3,SAM000356_tp2,SAM000363_tp2,SAM000336_tp2,SAM000209_tp3,SAM000217_tp3,SAM000212_tp3,SAM000407_tp2,SAM000395_tp2,SAM000210_tp3,SAM000271_tp2,SAM000340_tp2,SAM000305_tp2,SAM000361_tp2,SAM000348_tp2,SAM000311_tp2,SAM000321_tp2,SAM000364_tp2,SAM000350_tp2,SAM000333_tp2,SAM000301_tp2,SAM000433_tp2,SAM000327_tp2,SAM000396_tp2,SAM000220_tp3,SAM000426_tp2,SAM000313_tp2,SAM000351_tp2,SAM000398_tp2,SAM000326_tp2,SAM000410_tp2,SAM000302_tp2,SAM000378_tp2,SAM000240_tp3,SAM000216_tp3,SAM000452_tp2,SAM000385_tp2,SAM000422_tp2,SAM000379_tp2,SAM000266_tp3,SAM000490_tp2,SAM000436_tp2,SAM000315_tp2,SAM000228_tp2,SAM000393_tp2,SAM000368_tp2,SAM000491_tp2,SAM000496_tp2,SAM000397_tp2,SAM000415_tp2,SAM000476_tp2,SAM000499_tp2,SAM000445_tp2,SAM000400_tp2,SAM000429_tp2,SAM000352_tp2,SAM000375_tp2,SAM000248_tp3,SAM000245_tp3,SAM000247_tp3,SAM000384_tp2,SAM000444_tp2,SAM000261_tp3,SAM000434_tp2,SAM000330_tp2,SAM000353_tp2,SAM000447_tp2,SAM000260_tp3,SAM000319_tp2,SAM000466_tp2,SAM000329_tp3,SAM000386_tp2,SAM000253_tp3,SAM000354_tp2,SAM000411_tp2,SAM000370_tp2,SAM000485_tp2,SAM000214_tp3,SAM000440_tp2,SAM000405_tp2,SAM000462_tp2,SAM000417_tp2,SAM000332_tp3,SAM000270_tp3,SAM000425_tp2,SAM000394_tp2,SAM000495_tp2,SAM000501_tp2,SAM000526_tp2,SAM000498_tp2,SAM000223_tp3,SAM000408_tp2,SAM000464_tp2,SAM000416_tp2,SAM000497_tp2,SAM000515_tp2,SAM000523_tp2,SAM000276_tp3,SAM000418_tp2,SAM000427_tp2,SAM000273_tp3,SAM000299_tp3,SAM000484_tp2,SAM000293_tp3,SAM000481_tp2,SAM000288_tp3,SAM000448_tp2,SAM000530_tp2,SAM000251_tp3,SAM000337_tp3,SAM000320_tp3,SAM000286_tp3,SAM000201_tp4,SAM000524_tp2,SAM000538_tp2,SAM000308_tp3,SAM000312_tp3,SAM000475_tp2,SAM000225_tp3,SAM000537_tp2,SAM000536_tp2,SAM000529_tp2,SAM000283_tp3,SAM000500_tp2,SAM000250_tp3,SAM000306_tp3,SAM000309_tp3,SAM000470_tp2,SAM000458_tp2,SAM000304_tp3
S-1-pyrroline-5-carboxylate,0.7337449,1.4763249,1.4118303,0.5664038,1.4811654,0.4966031,1.1684071,0.585473,0.9642755,1.0882044,0.8241205,1.1664793,1.0522979,1.6403017,0.858728,0.9833759,1.3333142,0.9981907,1.4771696,1.094589,1.1793462,1.339322,1.2285478,0.7694337,0.8189018,1.2337745,0.8803929,0.8701532,0.7594118,1.2166425,1.4064129,1.308449,0.9326148,0.7479805,1.5508535,1.4867011,0.3445386,1.6112859,1.4539975,0.5518078,1.2548345,1.127409,1.17009,1.5008366,1.3759615,1.6130795,1.0304646,0.6424905,1.4942104,0.8605478,1.2606095,0.9381028,0.5745984,1.2620035,1.0835434,1.0302968,0.9447469,2.000014,1.0954197,0.5738323,0.8001229,1.4876631,0.8985243,1.2325049,0.9292963,1.2766706,1.3324082,1.3750145,1.0681233,2.4864138,0.722861,1.4471404,1.1289034,1.3622303,0.9823704,1.0216236,1.2461056,1.0066087,0.8534364,0.820241,1.4774697,1.2532096,1.2175784,0.6581991,1.3585206,1.2797764,1.1818896,1.0268638,1.0877823,1.5537611,0.9620293,1.1805733,1.3215337,0.9920497,1.5129102,1.7764416,1.1515725,1.1798389,1.121504,1.2253635,1.3847325,1.0051563,0.9244993,1.6415512,1.1377988,2.7540654,1.487579,1.1874333,1.647817,1.7570766,0.83172,1.2782567,1.3555312,0.9077184,1.9540664,3.1153728,1.2491736,1.4084145,1.5768214,0.5427181,0.9335834,1.188054,1.2618717,0.5664534,1.3564231,1.229135,1.0423503,0.9606854,1.3244062,0.8258735,1.3283633,1.6594301,1.2572794,0.8208828,1.1894804,0.7590563,1.2032859,0.8637079,1.0997847,1.0400322,0.8010947,0.8141925,1.2207036,0.6271096,1.3515165,1.3464216,1.5651078,0.6348869,0.7799359,0.5835251,1.2171773,1.3004184,0.9353882,0.5971613,0.8035043,0.9008251,1.2570508,1.4576986,1.2425345,1.4579558,0.9900095,2.2562898,0.898191,1.1824988,1.2308869,1.2151133,1.0970591,1.0136222,0.8273435,1.1407286,1.1173987,0.9208181,1.0110227,1.1274615,1.5295839,1.7339739,1.5879801,1.2945187,1.1902067,1.0903196,0.7000196,0.599361,1.1012213,1.1425489,1.2127007,0.7918045,1.3336654,1.4553885,0.9882881,1.0940563,1.4839559,1.4237504,0.9865878,1.0791427,1.0709726,0.999232,1.2495553,0.9532403,1.3609062,0.6222468,1.3049954,1.4322847,0.9518635,0.8516383,0.8794458,1.3493144,0.8531734,1.5920413,1.2864406,1.2917108,1.5010204,1.3270514,1.2322849,1.2243951,1.2358874,0.4946412,0.6518252,0.6284049,0.8554037,1.9078242,0.7201508,0.8210886,1.3010257,1.0759533,0.5837399,0.915648,0.5924504,0.9937369,0.6967747,0.9011078,2.06886,1.0511524,0.9789919,1.0220609,1.0573299,1.0731607,0.7754993,0.2792027,0.9172456,1.0512086,1.0956841,0.6250594,1.6260901,1.1734813,1.0552389,1.2918298,0.8955194,0.8157268,0.8684073,0.8929038,1.2069079,1.1515617,0.8441578,0.6939951,1.0043441,0.8602112,0.6568512,1.0634539,0.7989647,1.1764751,0.6346171,1.0749702,0.8314095,0.7443642,0.5664864,1.0934807,0.8833655,0.8677111,0.903881,0.6927617,0.9488137,0.9365146,1.0827346,0.8479989,0.7673352,0.9682888,0.6779031,0.3231359,0.8601472,0.8049523,0.7103798,0.4120525,0.8121042666666667,1.0026727,0.762741,0.651039,0.7468458,0.7913509666666666,1.6222084,0.6432139,0.719507,1.1551699,0.7057833,0.4162184,0.9937785,0.7123347,1.4057795,0.6981317,0.8567478,0.8998208,0.771316,0.8689406499999999,0.7945663,0.8320396,0.5784046,0.8912166,0.4359246,0.6407792,0.3164903,0.9140656,0.8056836,0.4461134,1.0069031,0.7824843,0.8646263,0.550819,0.5973707,0.9700164,1.1804874,0.8194189,0.6325935,0.5299806,1.0263801,0.785963,0.7432339,0.6190248,0.9101229,0.8560843,0.7091057,0.630718,0.6072732,0.7044952,1.3021615,0.8536524,0.2975311,0.3360902,0.4306798,1.2047047,0.7624072666666666,0.8372074499999999,0.1988619,1.1208793,0.6790213,0.8935683,0.9932588,0.7564165,1.6068473,0.7351285,0.7731256,0.87454,0.8916449,0.5329939,0.6705638,0.5559361,0.9151314,0.2389165,1.3825018,1.1527078,0.6306178,0.9690916,0.5729873,0.8057764,0.6346048666666667,0.6854057,1.273408,0.8108662,0.5676075,0.8243216,0.8332094,1.2980879,0.7641293,0.7897675,0.9591645,0.7191014,0.930816,0.3283017,0.8547438,1.4132919,0.6936549,0.6609025,0.6189420833333333,0.636056,0.5426978,0.7492925,1.0529426,0.8847675,0.9342807,0.6178801,0.653586,0.717038,0.6631037,0.5408196,0.9838044,0.8002062,1.4091739,0.8847402,0.8008346,0.4453935,0.8410771,1.1997211,0.7956366,0.6080503,0.6717704,1.0150129,0.8244624,0.9284355,1.7137932,0.7234864,1.169712,0.8395579,0.9161993,0.4828811,0.8131093,0.6389291
spermidine,0.45217736,0.46840327,0.87330965,0.89663745,0.66075393,0.60266852,0.96011727,1.15148568,0.51561133,0.5860704,0.6165065,0.75194598,0.58576005,0.58275462,0.58098954,0.43871586,1.52002722,0.6822228,0.53100215,0.51918627,0.69300417,0.75609791,0.66627312,0.39756132,0.92556017,0.86023848,0.99877191,0.31746951,0.67352647,0.59928981,1.51132555,0.77988218,0.44656005,1.37225353,0.60400806,0.81589721,0.77091709,0.90010574,0.7401685,0.3866989,0.71684923,0.32684201,0.46512694,0.30100044,0.65402957,0.74807775,0.84851219,0.95665644,0.65888647,1.16844427,0.82467459,0.6144812,0.77509355,0.37691899,0.44046813,0.73653063,0.75056378,0.8440627,0.71282421,0.50390743,0.98884696,0.60739743,0.78861158,0.44477791,0.98066362,0.51306236,0.64245366,0.42847735,0.68806942,0.62623735,0.57230281,0.53726791,0.47317377,1.02102147,0.52398664,0.89005601,0.55754549,0.66635525,0.60489433,0.42101497,0.65272416,0.75852316,1.15355044,0.68378524,0.80352674,0.70384312,0.29981981,0.52752106,0.6906845,0.68579348,0.64367695,0.65616046,1.14067872,0.76433351,0.55297549,0.92845575,0.30525262,1.50630868,0.51496289,1.07256277,0.61839956,0.81474324,0.87400608,0.57725249,1.40824936,0.50004666,0.79579133,0.90128957,0.40251633,0.61509338,0.38519938,0.59539704,0.56671749,0.6398919,1.25810802,0.56516678,0.67927816,0.7886649,0.44973505,0.47631145,1.03202574,0.74761275,0.72671872,0.5661533,0.39495689,0.82939924,0.56186699,0.70764097,0.9936132,0.47074853,0.65842467,0.70711731,0.78581514,0.43219132,1.02772017,0.64055959,0.25555997,0.65627523,0.9889533,0.7146796,0.73082743,0.73928049,0.44988784,0.68922405,0.3925221,0.49292699,0.74825724,0.70689429,0.61801843,0.97005657,0.85194445,1.06717427,0.86285439,0.63372725,1.04639205,0.79259102,0.80524043,0.67468818,0.35335127,0.68039623,1.02281226,0.62612301,0.57682778,0.90644351,0.40420784,0.56203395,0.53212118,0.58158189,0.56740423,0.68264967,1.04168563,0.61034604,0.75209051,0.65036179,0.83111454,0.60763024,0.93305059,0.40804403,1.14287995,0.47556726,0.64761289,1.30005193,0.73915784,1.02952876,0.72263914,0.68921432,0.92406313,0.91767078,0.85792311,0.45537104,0.74438406,1.12053249,0.8133635,1.17861368,0.26545075,0.63412538,0.76615623,0.77574233,0.57008889,0.8057135,0.98249962,0.46883421,0.93207134,0.5012535,0.52041598,0.6427079,0.6443588,0.60243809,0.50073857,0.62592443,0.58406992,0.70883527,0.85011542,0.99659259,0.54807434,0.4539324,0.7300653,0.402018,0.6796402,0.9823085,0.7982984,0.749143,0.6675856,0.4416288,0.4572776,0.5340662,0.6669609,0.5822121,0.6248898,0.7880206,0.650366,0.4636919,0.8123832,0.5460868,0.6491099,0.696699,0.4924976,0.4748163,0.7496116,0.6635229,0.6126609,0.9727821,0.9700254,0.8612172,0.7246219,0.854271,0.6243557,0.2909804,0.8113172,0.8471744,0.8741745,0.7047912,1.0099376,1.1638167,0.8600182,0.7710892,0.5744815,0.8031689,0.9813484,0.9079461,0.8181515,0.5932743,1.0199079,0.5400107,0.5548438,0.5732308,1.0820799,0.8003571,0.9751135,0.5639691,0.6946115,0.933529,0.9965572,0.8362375,1.2076222,1.2608913,0.9391695,0.985024,0.9308742,0.7330532,0.7635942,0.8236704,0.944995,0.6399458,0.9220593,0.5918946,0.6148657,0.6924409,0.6722498,1.1143596,1.3701442,0.5793667,0.7726148,0.6763759,0.6662261,0.8159678,1.0402374,0.7416027,0.8444673,0.4209128,0.7543362,0.772841,1.1456895,0.8403318,1.0880886,0.8402982,0.800387,0.7989549,0.6352495,1.0545283,0.6149592,0.8993835,1.2500853,0.7994017,0.775363,0.4475109,0.9625501,1.0422098,0.6496245,0.5075834,1.0450048,0.5313173,0.775664,1.6673263,0.7579799,0.6931327,0.8047057,0.7248777,0.7484527,1.0144881,0.5782244,0.6272927,0.3712575,0.9015784,0.8379538,0.5499942,1.1479442,0.3394583,0.4782557,0.9207918,1.0901115,0.877764,0.8037241,2.6384913,0.9761903,0.5609292,0.4670197,0.5222986,0.5654329,0.8031708,1.0625131,0.5381992,0.5202402,0.9540754,0.8202547,0.7318492,1.0949648,0.6020612,0.6305999,0.653257,0.8039691,0.5651974,0.8153883,0.6836391,0.5191054,0.7599,0.3394826,0.6751326,0.6952359,0.5699086,0.7177416,0.6094291,0.6138506,0.5083648,0.5563095,0.6765984,0.7001173,0.9155607,1.009803,0.5988287,1.7211544,0.5956262,0.5321848,0.9691533,0.8909425,0.7815416,1.0445043,1.2469395,0.4747476,0.9515768,0.3762767,0.5645293,0.4244088,1.0005133,0.8488677,0.7870099,0.5997496,0.730968,1.0141075,0.8152187,0.6798341,0.8617826,0.8313577,0.9708616,0.6114438,0.8914156,0.620662,0.6548243,0.7812098,0.5470538,0.9535801,0.6506018,0.7562282,0.834613
1-methylnicotinamide,0.3823654,0.3875592,1.3836254,0.8407687,0.8465192,0.4784529,0.7683541,0.9281836,0.700113,0.9927168,0.7282297,0.653135,0.4108837,0.9954044,1.3571482,0.6641077,1.1468945,2.2565538,1.2464566,0.7967092,1.0040638,0.7816444,2.2100193,0.8529371,12.8104967,0.9080378,1.2749159,1.0627361,0.2654171,1.2297196,0.4592862,1.3845527,1.2562818,0.948667,3.0616922,0.9847895,1.0980838,1.4362541,0.8694386,1.6418827,1.4587057,1.6276248,0.8323393,1.5802774,1.0994043,0.4421049,0.7762218,2.2388115,0.7120385,1.1240224,0.4093636,0.6032173,0.4705643,0.58714,4.3922578,0.4003042,4.092223,0.9712669,0.9203064,1.1703182,0.4299921,1.3617858,17.4948185,1.175138,0.7790622,0.6382224,1.016372,0.4783395,0.8750314,3.3296917,1.4457685,0.6349529,0.7154979,0.8792483,2.1393982,0.9262461,0.7457559,0.5141482,0.3471971,1.0227652,0.4750212,0.4643071,1.3914717,2.831097,0.9572946,1.6833505,0.5014206,1.1191319,2.0175598,0.571636,1.5728074,1.1107433,1.0179051,2.7860285,1.4821594,1.6995261,0.5163036,0.388249,0.492905,0.4951879,1.0193467,0.5576119,1.1524877,0.7145277,1.0857282,2.3198497,0.7470652,1.4075817,0.8939134,1.7596377,0.8572879,1.008378,0.374913,1.5055742,0.6593587,0.8632599,50.4415946,0.838186,1.4522973,1.5401693,0.800423,9.1493705,0.7960623,0.7952447,0.9918628,0.9550672,1.3645076,0.9978647,1.0228166,13.0825858,0.8917678,1.7332161,0.4552353,0.7772769,3.3207417,1.2088211,2.7738301,1.0454426,0.4010146,1.4783595,0.8425003,0.6432698,1.4255938,1.1958901,0.3323897,0.7119281,1.472144,0.6630275,2.1420055,0.9982092,1.1555019,1.7939828,0.9740222,1.8137982,1.0538294,0.9996101,0.9302102,1.4184535,1.7337902,2.1492791,1.2071445,11.0118602,0.6863219,1.2260705,0.8049928,4.8557174,4.1866864,0.5860366,0.8380014,1.0605286,0.7787593,1.2770572,1.3135915,1.241028,0.9843967,1.0388174,2.0390836,0.568169,2.8093789,0.6971355,1.0512917,1.3924348,2.5193709,1.5810418,0.6363159,1.3081122,1.24615,0.4604274,1.1202149,0.5625005,0.4866182,0.8789452,0.6847931,2.0866273,0.7109326,0.7557876,0.6356278,0.8339318,1.9461246,1.0159611,1.4170589,1.2498424,1.2313295,0.8014226,1.6333296,1.9932591,1.5620115,1.8147945,0.6572784,1.0321176,0.9301504,0.6454505,1.1720672,1.0498857,2.1452078,0.780449,0.371684,0.2781528,2.1020557,0.4639524,1.1219846,0.7918524,0.8276582,1.2982277,1.1158607,5.4019112,0.9982178,0.5493346,0.7531813,0.8907113,1.7197875,0.6634286,0.678327,3.4814807,0.5666894,0.3149807,1.9484592,2.0151781,0.8494057,0.5630501,1.018499,0.5268162,0.8912563,0.6552963,0.4327844,1.5775653,2.4704328,0.8942107,1.1860307,1.2375789,2.0135874,1.4119142,1.1757849,1.6588712,0.9301291,0.7438272,1.8523067,0.9643482,1.4241303,2.6233139,1.4641892,0.7475907,1.9943514,3.6611652,0.9407125,1.0871274,4.0375494,0.9220404,0.7240406,1.910493,1.1871831,1.506728,2.2726159,1.3882356,0.8976651,1.2439095,3.7760897,0.5707076,1.7828373,0.8072547,1.695763,0.6427537,0.6784792,1.0577944,0.6965351,3.3300951,1.0464839,1.1757657,1.0652867,1.4131136,1.0504209,0.3724236,1.0957505,0.1097033,5.400586,0.9855446,2.1299652,0.4555277,0.7705009,0.5852737,0.626887,1.2932557,1.1623391,0.6260995,2.0498629,1.9738164,1.3177299,1.2905226,2.838689,1.0462308,0.5391632,0.5621679,4.1215444,1.0870898,1.1366382,0.4043163,4.0545394,1.2006776,0.4332154,1.3303438,4.2156917,3.3579143,0.8830406,0.8967092,1.1661934,0.5306118,6.4465482,1.8121216,0.5704743,2.1089836,0.6676227,3.4012223,1.9102236,0.964966,0.7664274,1.7814364,1.022502,2.262482,0.9223135,1.3773754,1.0583007,1.1684372,3.0970576,0.8579782,1.2203262,1.7442302,1.4281646,3.0592122,0.9561252,1.3928243,1.5600614,1.0314823,12.5081621,1.9639024,1.366285,1.2716069,0.7203752,0.7355769,3.4016673,1.1529108,2.5061435,0.9219695,0.8300984,1.3758122,0.3268077,1.1931092,0.9613376,2.2076008,1.2236505,1.7370804,1.7220197,1.090482,0.8183658,2.5700861,1.7044082,0.5613973,1.1412897,2.5479944,1.5532777,1.1809655,2.0509235,1.931141,1.7035867,0.8693358,1.9046474,0.468448,2.3284875,1.8395129,0.9878278,0.8195776,0.6229436,2.4575995,1.3587729,1.8230325,0.7087469,0.5016933,0.6596292,1.3791753,0.6312051,0.7154752,0.519867,2.4924776,0.5768687,0.949599,1.2233167,1.0118418,1.0567486,0.4987446,0.9675185,0.98272,0.6774289,1.1205313,0.8173882,2.692711
