"","Specie.brown","Specie.yellow","Specie.green","Specie.turquoise","Specie.black","Specie.blue","Specie.red"
"SAM000228_tp2",0.0344142849001477,-0.0094247787691232,-0.0285776780902128,-0.0212365562746431,-0.00886123709339166,0.0313599970158376,0.0118119142357328
"SAM000230_tp1",-0.0110705249931488,-0.00907814518484413,-0.00573936408838043,-0.0230845710295307,-0.0148132351033294,-0.0237704206882472,0.00454659732074238
"SAM000231_tp1",-0.0113371354070371,-0.00630915108591296,-0.0384050542359291,-0.012854864423907,-0.0124169884482188,0.0106171127625146,-0.0031577343200201
"SAM000232_tp1",-0.0107489859452202,-0.0113096569221035,-0.0158260300553586,-0.0306113057458724,-0.00744580446498102,-0.00992804710592569,0.000670076213554902
"SAM000233_tp1",-0.0111560046583182,-0.00846056677916318,-0.0076772968504594,-0.0339810715582898,-0.0115839478034893,-0.0274042628351032,-0.0200738033944849
"SAM000233_tp2",-0.0114438032488978,-0.0103028331107667,-0.0148980903649175,-0.0312959213286901,-0.00413220460568963,-0.00723333651086547,-0.0226944935476228
"SAM000233_tp3",-0.0113334350104076,-0.00862847911280038,0.0550042412815347,0.107824983814703,0.0036991886023699,-0.00514629536491646,-0.0208394777800695
"SAM000234_tp1",-0.0110704843664857,-0.00869018539023132,-0.0282538988215544,-0.0319112040700946,-0.00832442760493086,0.0489562654531011,-0.0123913219627528
"SAM000235_tp1",-0.0109468939781851,-0.00567178222691887,-0.00521466471989571,-0.0351623097682638,-0.0143363108912793,-0.0219234311345067,-0.00728392389358699
"SAM000235_tp2",-0.0114588893053684,-0.0093130217735395,-0.0259996350924351,-0.0329222588628622,-0.0126773470485632,-0.035836409497394,-0.0104478480141587
"SAM000236_tp1",-0.0089288121696357,-0.0100333145075013,-0.0251540603072083,-0.0201507822249554,-0.0136716707244712,-0.0278303820143723,-0.00881788730617703
"SAM000236_tp2",-0.0111196679725339,-0.0121268609288645,-0.0248342943709257,-0.0368518498833079,-0.00825399495170812,-0.0233191704960616,-0.00298205157534647
"SAM000237_tp1",-0.00667861103425511,-0.00464438723783928,-0.0121386888375229,-0.030844731489232,-0.00633448373473631,-0.019247615672814,-0.00146532994586697
"SAM000238_tp1",0.00353675692702793,-0.008593719196324,-0.0190598838120716,-0.0021623189437623,-0.00452838970139187,-0.0254941980114941,-0.00923139439377056
"SAM000238_tp2",0.000966783865129317,-0.00893604967692928,-0.0246811387091769,-0.0194941885454013,-0.0140219262547039,-0.0341922893916994,-0.0234348751858155
"SAM000240_tp1",-0.0109982736445341,0.00109969352537057,0.000126923538952621,-0.0354950670972682,-0.00771214601837543,-0.00426724630178995,-0.0179427689087134
"SAM000240_tp2",-0.0110704843664857,-0.00440261933533174,0.0344887582314526,-0.028273265951304,0.0075452763663679,0.00180122490813015,0.0012955507706416
"SAM000240_tp3",-0.0110704843664857,0.00899197343007648,-0.0127039729702733,-0.0418101336303486,-0.0102705188420532,0.015365676883648,-0.00681802840583837
"SAM000240_tp4",-0.0110704843664857,-0.00353215935764447,0.00815682821915321,-0.0341651642154686,-0.00993564487323671,-0.00933428641316949,-0.0123252992528606
"SAM000241_tp1",-0.0110704843664857,-0.00797526746416455,-0.0153585373284802,-0.0241788869083575,-0.0155102960645153,0.00387373162085548,-0.0257469765237465
"SAM000241_tp2",-0.0110704843664857,0.000346141143622218,-0.00711193672957845,-0.035734120094138,-0.00751110357503883,0.0124919666801693,-0.0306680462963573
"SAM000242_tp1",-0.0110770291496247,-0.00774186143569014,-0.0125822796360645,-0.0294395894747243,0.0187441808908614,0.0253557016172288,0.0121456286702822
"SAM000243_tp1",-0.0110704843664857,-0.00275256804841313,-0.03562961597629,-0.0568903067630569,-0.0061724612545237,0.0147534085093876,-0.0097420665970323
"SAM000243_tp2",-0.0110704843664857,-0.00845732673568892,-0.0292264344597808,-0.0406450595582397,-0.00613483327873681,0.0400519239399817,-0.000511677482988967
"SAM000245_tp1",-0.0110704843664857,-0.00641339101608845,-0.0286314808494734,-0.0214713606255911,-0.0113672729957873,0.000500875370882625,-0.00971485010960586
"SAM000245_tp2",-0.000377383418367256,-0.00814189997870514,-0.0167036341659578,-0.0211271959532443,-0.0125591472271095,-0.0019399210132236,-0.00833378229928496
"SAM000245_tp3",-0.0110704843664857,0.00854192877598518,-0.0242682472467567,-0.0305580463219936,0.0143849477155847,0.0467144806645128,-0.0149540834392876
"SAM000246_tp1",-0.0109488029664964,-0.00443612124872921,0.00759317499520166,-0.00833177294301071,-0.00294522401023887,0.0160855577604399,0.0215873007520626
"SAM000246_tp2",-0.0109556315827447,-0.00749799836885546,-0.014814672851268,-0.00445783920250999,-0.0154444199622229,-0.018541340680692,-0.00979958713616773
"SAM000247_tp1",-0.011106187472115,-0.00921041299118184,-0.0101644466873464,-0.0380631140323333,-0.0152355644861067,-0.0199675284603867,-0.0264932746370874
"SAM000247_tp2",-0.0111786451642181,-0.0105629323248211,-0.0228196217946029,-0.0370272913914765,-0.0140893407679708,-0.0140311474047729,-0.0229570996910086
"SAM000247_tp3",-0.0111103629120113,-0.00813090990604168,0.0113693742206054,0.0768781286666819,-0.014661776845342,-0.0288379682014596,-0.0148645271991586
"SAM000248_tp1",-0.0112991206193173,-0.00915863895343891,-0.0259288565852101,-0.0129882446526768,-0.0133566744044611,-0.0496029198646199,-0.0195111502368281
"SAM000248_tp2",-0.0111639109411643,-0.00952982597272848,-0.0284690917586885,-0.0355809267973497,-0.0142460083958033,-0.0327708639099324,-0.0217704916690724
"SAM000248_tp3",-0.011041891079007,-0.00889115065559521,-0.00996466007988929,0.118602598441794,-0.0115102828647181,-0.0517166261113092,-0.0129390408442388
"SAM000249_tp1",-0.00272217274216892,-0.00386708727130453,-0.0186807630180828,-0.0180257622455559,-0.0153150255770089,-0.044382663018185,-0.00824388113660129
"SAM000250_tp1",-0.0110704843664857,-0.0116583974479506,-0.0283305961877789,-0.0325012559996264,-0.0118558464025615,0.0263386200221815,0.00214125877808256
"SAM000250_tp2",-0.0110704843664857,-0.00557300312363426,-0.0161094089725329,-0.0314295167488024,0.000635458393657274,0.0261841240819662,0.00287236360418646
"SAM000250_tp3",-0.0108595639820569,-0.00156465568529624,0.140689315827881,0.0687800459256621,-0.00359849203541563,-0.0250111755163978,0.00299344297969791
"SAM000251_tp1",0.00719020372748509,-0.00116629180210941,0.00913505535675432,-0.0215589474262573,-0.0123743647819901,0.00396185776417094,-0.0045565281723764
"SAM000251_tp2",0.000213605791191273,0.00124883590494493,-0.00736155208695481,0.0296325645685696,-0.0127261599720078,-0.000699327177785682,-0.0159379198459099
"SAM000251_tp3",-0.0103817166275879,0.132096515420158,0.131834792549169,0.00377918885408878,0.0668471833948578,0.0251580459345726,-0.0166470891205791
"SAM000253_tp1",-0.00624232524290243,0.0119904696979092,0.00845791592268522,-0.0134941472839818,-0.0148631877644517,-0.0149436164446034,-0.0211342309908118
"SAM000253_tp2",-0.00161944170744275,-0.00374963600951259,0.0316229551655556,0.0114597205373431,0.00270137523275463,-0.0167914080613157,-0.0167840698787781
"SAM000253_tp3",0.00197379094352614,0.00432426077902898,0.025833868873698,0.0513424125117049,-0.012922640275924,-0.0113796891305332,-0.0265802256968479
"SAM000254_tp1",-0.0111510573204192,-0.00926493606712309,-0.0102745593438222,-0.0401129150526496,-0.0143269196123032,-0.0213905067793819,-0.0170417488887857
"SAM000255_tp1",-0.0110704843664857,-0.0070621904409267,-0.0124107016057911,-0.0179390600765218,-0.00977968215098125,-0.00348829902892567,0.00625845856707707
"SAM000255_tp2",0.000918658168357735,0.00855737693989921,-0.0188329102849321,0.0129443876661599,0.000451761644539972,0.0532897049799089,0.00289490519970337
"SAM000255_tp3",0.00245420178473502,-0.00956899705960489,0.00873666047531913,0.292515757024334,-0.00364683636300316,0.0183360818697278,-0.00527771108956243
"SAM000256_tp1",-0.00121202930125045,-0.00817661451785652,-0.0324132997185299,-0.0328170573657675,-0.0136772937925503,0.000607436585365153,-0.00601701142297385
"SAM000256_tp2",-0.0110704843664857,-0.00515703432972343,-0.0337766208129998,-0.0251467638768531,0.00062957686007474,0.046495057205477,0.022140373282867
"SAM000257_tp1",-0.00871101310687546,-0.00930495684747503,-0.0179020005374637,-0.0316357439427918,-0.0115864433190389,-0.0167144671969223,-0.0194080310016973
"SAM000258_tp1",-0.0110704843664857,0.00285363153314397,-0.0422986485526309,-0.0403646038536777,0.00576774704661683,0.0216750297688092,0.0482373880390301
"SAM000258_tp2",-0.0110704843664857,0.0202870128378028,-0.0371405192579208,-0.0331865554529265,0.0249058489509718,0.0396620777252239,0.0235002795025127
"SAM000259_tp1",-0.0110704843664857,-0.00678598005813624,0.0152182545967414,0.000316772638384755,-0.000943358222654483,0.0310318531671647,0.0355012331811613
"SAM000260_tp1",-0.0110704843664857,-0.00603322594022581,-0.0213165428819473,-0.00840297111328977,-0.00797720014402253,0.0179527521407887,0.00802081908407424
"SAM000260_tp2",-0.0113968877167183,-0.00613445350097739,-0.0127912481467267,0.0210264922764674,-0.0106837598241164,0.00734561639525002,0.0294563239424906
"SAM000260_tp3",-0.0113298357248852,-0.00943029128977177,-0.00827769202867762,0.0402730463780971,-0.0052934057804038,0.0068745387239859,0.0711350790281307
"SAM000261_tp1",-0.0110736181527041,0.000388202047094266,-0.0169294735407402,0.0107867457320904,-0.0152335319674277,-0.0229565999384318,0.000202192773602901
"SAM000261_tp2",-0.011070681383953,-0.0087997654232955,-0.0254802884974864,0.0120475804810559,-0.0153424605696226,-0.0250713716151935,0.0165766393977439
"SAM000261_tp3",-0.0110704843664857,-0.00380300593444606,0.0134612874614228,0.124661004707035,-0.0153424605696226,-0.021681690097147,0.0125249364395162
"SAM000263_tp1",-0.0112737602039637,-0.00950271281693805,-0.0148731296733543,-0.000686863140954224,-0.0136032637884627,-0.0151171541847822,-0.00915895853626721
"SAM000263_tp2",-0.0117973597234678,-0.00227709896040838,0.0984327568772959,0.0483443566144576,0.0149762165763133,-0.00708236817281952,0.00749490120740127
"SAM000263_tp3",-0.0112503749035372,-0.00956383142926818,-0.0120431428884887,0.151665965057381,-0.0115922892141291,-0.0157168240316309,-0.00745304612873204
"SAM000265_tp1",-0.00451679637360455,0.0926638170325719,-0.0317297834020366,-0.0197252580101337,-0.0109127617046314,-0.0175453760414939,-0.0219375728712187
"SAM000265_tp2",-0.0110704843664857,0.0450887855023483,-0.0164649787465659,0.000160925322990524,-0.0024307073596784,-0.0179244408207337,-0.0150272596647759
"SAM000265_tp3",-0.0110704843664857,0.0294369636280716,-0.0318704478975447,-0.0452362854217181,0.0100425372490962,-0.0125800083456605,-0.0218981132932743
"SAM000266_tp1",0.000944734915887058,0.0226251895143446,-0.0202521489432637,-0.00366622920037737,-0.0143587558927265,-0.0558816063471143,-0.0120010101954704
"SAM000266_tp2",0.00131504481629274,-0.00704366291204109,-0.0320615745273764,-0.0374719264699936,-0.0148575578635322,-0.0134953410067683,-0.0244950073138584
"SAM000266_tp3",-0.00386016422509611,-0.00690478229047835,-0.00809752109724102,-0.00688696918984097,-0.0153955367502439,-0.0359099679597857,-0.0150527180366376
"SAM000268_tp1",-0.0111024634852393,-0.00827202456393127,-0.0205448160438325,-0.0138538340758995,-0.013256933011819,-0.0322883890986843,-0.0212847499359636
"SAM000270_tp1",-0.00242328656542348,-0.00516496847063971,-0.00568415930494109,-0.0168735728990685,-0.00775336461952324,-0.0306313059634372,-0.0108063015851784
"SAM000270_tp2",-0.00163876946305544,-0.00453529390499388,-1.01331474975392e-05,-0.028316724584164,-0.00939183663671996,-0.0272562957833527,-0.0114490577993735
"SAM000270_tp3",-0.00591642359075556,-0.0048754775280289,0.00286555095529374,0.0225020164562678,-0.00970806889462449,-0.0270662262731157,-0.010798562261985
"SAM000271_tp1",-0.0110655832314192,0.0694660336441045,0.0206275881259904,-0.023758302711888,0.00747988752747158,0.00463640681610415,-0.000315088340165528
"SAM000271_tp2",-0.011051248158206,0.180693005592272,0.00147150307004585,-0.0321735269577862,0.00431720289073955,0.0624427131106966,-0.00997541845000078
"SAM000271_tp3",-0.0110704843664857,0.108143227267251,0.00242663908374445,-0.0278017317445907,0.00992066225314673,0.0126592498817677,-0.00747517875060816
"SAM000272_tp1",-0.00031753481130782,-0.00518528337427767,-0.00053144054260902,-0.00647418327367019,-0.0096601511014302,-0.0257305400280129,-0.0201281627178684
"SAM000273_tp1",-0.0109680355546261,-0.00212845177648523,0.0398110163034012,-0.0249512885402656,0.0449746519399697,0.048247369684028,0.0277989333147206
"SAM000273_tp2",-0.0109970555145009,0.00129225163572189,-0.0216662816929432,-0.0426926200102614,0.00927004747907487,0.0531634575881554,0.00931810670447721
"SAM000273_tp3",-0.0110135023339412,-0.00530367166997608,0.049552939754883,0.053713543683314,0.0213267267886993,0.0184352108413088,0.00874818158529842
"SAM000275_tp1",-0.0110704843664857,-0.00151233587302583,0.00670518560843047,-0.0128218503309725,0.0128864586529487,0.0229334176490856,0.062344517109419
"SAM000275_tp2",-0.0110704843664857,0.00871475652255472,-0.0142503727283102,-0.0292600136357017,-0.00211640359792284,0.0251500870762425,0.014531639248462
"SAM000275_tp3",-0.0110704843664857,0.00163169297961027,0.0469270398040573,0.121896242355284,0.000922139643838831,0.0319105558869482,0.055808860052566
"SAM000276_tp1",0.00561462696320704,-0.0101567537886535,-0.00504980340027167,-0.0237734797487172,-0.014602600765538,-0.0176993990101863,-0.0195422996153775
"SAM000276_tp2",-0.00523172748219262,-0.0083422559254845,-0.00681818131303527,-0.0250465768858292,0.0163864000555618,-0.0325129995393695,-0.0167423433307718
"SAM000276_tp3",0.00366729731175379,-0.00937212014179618,0.00601687217430567,0.010613927673889,-0.0114081618061266,-0.0238604399957323,-0.0173555461339065
"SAM000277_tp1",0.00556526400349136,-0.00232439573149337,0.00341390645964148,-0.0199363739943084,-0.0135933348017821,-0.0231907685179542,-0.0156528067228337
"SAM000277_tp3",-0.00737637953049936,-0.00923138501298798,0.0167008969774698,-0.0174340075621933,-0.0152587820306882,-0.0150916444497164,-0.0277124449996891
"SAM000280_tp1",-0.00965207175980818,0.00593373531597746,0.00879639572458101,-0.026690299306243,0.143708724504464,0.0875949166120861,0.0848009002880821
"SAM000281_tp1",-0.0113838542696957,0.000773139422082,0.0568375600163911,-0.0303707349774019,0.0024162957400711,-0.013158921579698,-0.0176520037849355
"SAM000282_tp1",-0.0110704843664857,0.932116741386344,-0.0268233733172869,-0.0355998034163493,-0.0123880354694905,-0.011459799233223,-0.0152376783203851
"SAM000283_tp1",-0.0103697369648661,-0.00868186018382334,-0.0128237291191965,-0.00673456351884837,-0.0136416135467068,-0.045116907589117,-0.010341628397326
"SAM000283_tp2",-0.0112941528311266,-0.00978101354863541,0.00612465513205615,-0.023168296877682,-0.0121304792532612,-0.0397044914646333,-0.0271630722308349
"SAM000283_tp3",-0.011457533136553,-0.00823663508056425,0.0683186919636126,0.011383541133415,-0.00875524252952844,-0.0301893935814575,-0.0155106878959518
"SAM000284_tp1",-0.00274200321256607,-0.0030075469298613,-0.0103719480673039,-0.0277015978047005,-0.0124077884511236,-0.0333857853342456,-0.0212602950268889
"SAM000284_tp2",0.0998041727424968,-0.00873479422522166,-0.00703603647918729,-0.019267707137451,-0.0119822866700881,-0.0242448592547179,-0.00421134149656118
"SAM000284_tp3",0.236120366011588,-0.00815552930053816,-3.65888459750545e-05,0.0525534087690556,-0.0152811157708707,-0.0192677332373718,-0.0201104746979507
"SAM000285_tp1",0.0872100017887758,-0.00778599344686279,0.00983661756795377,-0.0200597978530653,-0.0147680850413755,-0.0118076041393803,-0.020350391759149
"SAM000286_tp1",0.252127068990044,-0.0079354435180716,-0.0180713268484218,-0.0366802852697212,-0.0153424605696226,-0.0271043925641296,-0.0178899646536167
"SAM000286_tp2",0.213185812356397,0.00502550300186083,-0.0220360214653024,-0.0273343961397825,-0.0153424605696226,-0.0242183957959758,-0.0174993521796102
"SAM000286_tp3",0.124540523897233,-0.00666179920534567,0.0202200121818992,0.0425140239397788,-0.0153424605696226,-0.0346135529601468,-0.0113882995753809
"SAM000287_tp1",-0.00758744902824846,-0.00812173885903729,-0.0143169148241348,-0.0300907962412509,-0.0150161580861879,0.00990207078993928,-0.0173070288271227
"SAM000287_tp2",-0.00636717150924165,-0.00831345258668405,-0.0117771308006197,-0.021804668260996,-0.00493789748146557,0.0101744726351588,-0.0125941896250186
"SAM000287_tp3",-0.0116262820175483,0.0219789823496824,-0.0367423154321724,-0.0329393849627197,0.00845988003975602,0.0181505223686991,0.0238400240088558
"SAM000288_tp1",-0.0112125924403345,0.00530730468407457,0.0305317332165727,0.00363944308615114,0.0454518587371919,0.0317349644045056,-0.0165658231843333
"SAM000288_tp2",-0.0111605745484797,0.0215339210578598,0.049908821246447,0.0664595414207278,0.0135490377317302,0.0480056635586156,-0.00232465739235503
"SAM000290_tp1",-0.00401312480873544,-0.00886473926683781,-0.0139682906017404,-0.0262729835955171,-0.0123027748084226,0.0223776611272358,-0.00601670958171731
"SAM000290_tp2",-0.0112780065576197,-0.00948498018729805,-0.0268231955551011,-0.0121731511200898,-0.0124093627276551,0.0159276565221994,-0.00584370432152658
"SAM000290_tp3",-0.011121845074265,-0.00806607568638617,-0.0190468633156159,0.00828624630034562,-0.0127461190674613,0.0234542273786051,0.0516746300251473
"SAM000291_tp1",-0.0112070654276371,-0.00943715003608931,-0.0361387878072367,-0.0275845693036535,-0.0152787083967525,0.0121866837746769,0.00152617128158296
"SAM000291_tp2",-0.0113425478279962,-0.00947795511169624,-0.0328568855045046,-0.0338214025748727,-0.0150164879198736,-0.00386282897300622,-0.0150488043565736
"SAM000293_tp1",-0.00145606126840942,0.0135191925233447,0.0528187994168076,0.00184114048912761,0.00498273195927449,-0.00482300763483794,-0.0211235649857719
"SAM000293_tp2",0.000463212118903368,-0.00221699789975391,0.0733623733061896,-0.00347406658527772,-0.00808146602140346,-0.0322780102481022,-0.0300893669217617
"SAM000295_tp1",-0.00402166363325922,-0.00899247722205879,0.00400209836730101,0.0273715171501982,-0.00975748984365102,-0.0270272065685461,0.00254988240308763
"SAM000296_tp1",-0.00528572151585056,-0.00963529046393405,0.0213919630489829,0.0105021813531126,-0.00404513150217353,-0.0253352424549999,-0.00775714427115333
"SAM000299_tp1",-0.011239337964131,-0.00893928724629298,-0.0118009870782494,-0.0244156122243326,-0.0125830826160406,-0.0105108939648421,-0.0150750843273156
"SAM000299_tp2",-0.0116429048997282,-0.00944235022643967,-0.015304970871174,-0.0310393320369607,-0.00659605471642788,-0.0062983522783267,-0.0149459316492378
"SAM000299_tp3",-0.0115231359058228,-0.00103133602715524,0.00456885297508295,0.0290182201807672,0.0213906233311467,-0.00703477094915152,0.00225493392217224
