"","Immune.mergedColors","Immune.magenta","Immune.blue","Immune.black","Immune.red","Immune.greenyellow","Immune.pink","Immune.purple","Immune.turquoise","Immune.brown","Immune.yellow","Immune.magenta.p","Immune.blue.p","Immune.black.p","Immune.red.p","Immune.greenyellow.p","Immune.pink.p","Immune.purple.p","Immune.turquoise.p","Immune.brown.p","Immune.yellow.p"
"% CD4+ M CCR6+ CXCR3+ d0","yellow",-0.107300110876569,0.220641101894949,-0.0398766130897236,0.0354893019695371,0.184709910185551,0.148648353556267,0.0784919603716687,-0.16834377438245,0.121278043559761,0.342914130839352,0.0176181068740317,8.3296437331761e-07,0.378914279864047,0.433612210237772,3.9649322108304e-05,0.000977114230889396,0.0829263160387538,0.000184137372454096,0.00725478942338229,6.12456484159173e-15
"CD4+ CCR6+ as % of RO+","yellow",-0.0986559395724244,0.283937857250388,-0.011361328642741,-0.00990844112911942,0.0461497402156087,0.184850587358923,-0.0317839412619298,-0.263166079940759,-0.0162193658001489,0.333121450213856,0.0291572942335151,1.6072926293847e-10,0.802121770705269,0.826997970304191,0.308461287885708,3.91060854354039e-05,0.483160954670002,3.44057918907481e-09,0.720515409170672,3.88743523267698e-14
"% CD4+ RO+ CCR6+ CD161+ d6","yellow",-0.0961775979032798,0.190344799359743,0.198076788357749,0.0749078392435406,-0.13445193382894,0.164443094520682,-0.154294983317911,-0.172163884909201,0.174539979758574,0.330222288861684,0.0334785694293934,2.26336997624762e-05,1.02076902312696e-05,0.0980160672288644,0.00289086612194643,0.000260235344151864,0.000617588183344949,0.000130252456674427,0.000104626609597667,6.63499156884407e-14
"% CD8+ M CCR7+ CXCR5- d0","yellow",0.39448226073348,0.0493087422520889,-0.138504751784914,-0.323927904411221,0.0265580612049631,-0.0938393849181652,-0.176647122535878,-0.376829229208079,-0.0890919667031441,0.264025631642787,1.17405788493289e-19,0.276483562880217,0.00214221622173787,2.07728489248365e-13,0.557950856811065,0.0380448555673059,8.5945292394144e-05,6.03558140230271e-18,0.0489535238030425,3.04642241728563e-09
"% CD4+ M FOXP3+ d1","yellow",-0.0607056491899531,0.19939346621168,-0.0549586406227108,-0.0461844094002717,0.209107796583553,0.125210752640678,-0.0217779516288266,-0.152699212496269,0.155209157911761,0.263064468672456,0.180178497637629,8.88533313870608e-06,0.225081629997047,0.308097612092978,3.10277085129768e-06,0.00555999028203178,0.630937426307654,0.000704204188855012,0.000572531202046842,3.49032346955153e-09
"% CD4+ M CCR6+ CXCR3- d0","yellow",-0.0548439888807647,0.158661554652179,0.0337927580131683,-0.0843108538352629,-0.00985891300438446,0.135300750723664,-0.0515299006384618,-0.235014001138176,-0.193155312306199,0.236849664633859,0.226052012634047,0.000428479079947345,0.455926363728469,0.0624704902995511,0.827849196358897,0.00271675395411459,0.255397058671271,1.46060519011307e-07,1.70069745186286e-05,1.15976146343615e-07
"CD8+ MAIT % RO- CD27- d0","yellow",0.0125478458754717,0.0249898243625117,0.0623691566695835,0.075278715180585,-0.0186773115650283,-0.0457191268470924,-0.0304265817624722,-0.00728463657902848,-0.0296870457847403,0.0655147837450606,0.781952412761211,0.581441453840302,0.168511690179413,0.0963597164132972,0.680341807176277,0.313001955150285,0.502050477531228,0.872347375403761,0.512503721348735,0.148009619199193
"CD8+ DN+ MAIT % RO- CD27- d0","yellow",0.0152983413701989,0.0229123519669795,0.0610170729974679,0.0679786659049242,-0.0170761692766554,-0.0455252528607464,-0.0360420501053451,-0.0144916105125228,-0.0357863097344483,0.0589443673933465,0.735776603230804,0.613250957030471,0.177950027948789,0.133323143739129,0.706417167818228,0.315060540055094,0.426480353717971,0.749230157749371,0.429771543316657,0.193171921811632
"% CD4+ M CD25+ CD27+ d0","yellow",0.00601116442486186,-0.0698909950129934,0.162967360605091,0.159451679519809,0.0357688863290395,-0.0947005641323854,-0.0175475137724477,0.0013057533104988,-0.188384397238702,-0.418318917583579,0.894519259746841,0.12272014448238,0.000296028934926912,0.000400646164949259,0.42999630352817,0.0363051144029025,0.698703688380889,0.977023552414255,2.75598664434951e-05,3.89117154846856e-22
"% CD4+ RO- CCR7+ d0","yellow",0.0524983189935334,0.053780460521215,0.00510116625960609,-0.171147157012644,0.0424836002643085,-0.226004197929368,-0.272822564037058,-0.417667917143491,-0.378904743436508,-0.85508156125753,0.246561563414401,0.235195494723725,0.910414375149537,0.00014292790829063,0.348515058221936,4.40866234379886e-07,8.55193407067101e-10,4.57592012435903e-22,3.8449879788602e-18,5.07714685756345e-141
"% CD4+  RO- CD27+ (TN) d0","yellow",0.0498197945616718,0.0697164760212126,0.0209273747078677,-0.146588340372774,0.0489568860619992,-0.250191028447692,-0.296084506499987,-0.450624270257557,-0.336822786177256,-0.868719520482108,0.271530121580307,0.123659672396773,0.644339182820282,0.00115064649648633,0.27992945975371,2.04877965748142e-08,2.37246614134976e-11,7.89883460874173e-26,1.94829136502203e-14,1.05079058082574e-150
"% CD4+ RO+ total IL-17+ d6","blue",-0.0306407081390488,0.958273154270237,0.233971908081226,0.147559823041029,0.014293675027478,0.132303161402024,-0.157353892024207,-0.284858209971751,0.0207888406457493,0.158443512961755,0.499044962598164,5.23255215555356e-267,1.66352750425324e-07,0.00106554789601516,0.752542891918118,0.00337793781669842,0.000478528203364328,1.39483263162661e-10,0.646533043463135,0.000436470796941184
"% CD4+ IL-17+ IL-22- d6","blue",-0.02683920574546,0.947483890789598,0.244489716612196,0.137845831531045,0.0148420221384184,0.12645405073672,-0.156801400294527,-0.280706191094151,0.0212940018838974,0.168716589298357,0.553788755021489,2.88006414500667e-243,4.351237232665e-08,0.00225039946482596,0.743376847966499,0.00510369185280792,0.000501265106058897,2.633406477151e-10,0.638548104613347,0.000178077701625032
"% CD4+ RO+ CD161- total IL-17+ d6","blue",-0.0432059095202336,0.935883165435483,0.170209642555771,0.157109829410136,0.0357061982201149,0.12107506493009,-0.105914983725214,-0.220628617538661,0.0536426033489094,0.120462910342706,0.340373639146823,8.69713917008831e-223,0.000155633882341565,0.000488451316006797,0.430805536597348,0.0073536509689374,0.0191430591479773,8.34183597364059e-07,0.236399536585627,0.00765914013351123
"% CD4+ RO+ CCR6+ total IL-17+  d6","blue",-0.0511338151922688,0.9165432397949,0.22410159636297,0.162431908666033,-0.0838095488305497,0.140389740181888,-0.221364393568854,-0.254914156243044,0.0191607935698523,0.0923869967100266,0.25907326704559,5.81829374770026e-196,5.53503301360672e-07,0.00031011603196872,0.0640508983758163,0.00185845333889105,7.65175647678459e-07,1.08231338895486e-08,0.672540677334675,0.0411390164979583
"% CD4+ RO+ CCR6+ CD161- total IL-17+ d6","blue",-0.0389051888200033,0.912006000296589,0.186687840541711,0.13511388553049,-0.0542654861704453,0.160377757295982,-0.172899826092472,-0.228742836753775,0.0416406397128842,0.0894473743416553,0.390645632426124,1.30235041257729e-190,3.26277382163639e-05,0.00275424310402717,0.230993710435161,0.000370170213096136,0.000121744869648446,3.16626655201945e-07,0.358171004067631,0.0480549054293932
"% CD4+ RO+ IL-17+ INFg+ d6","blue",-0.128782787639571,0.889223675892058,0.19570120270275,0.234212568255695,0.0251706318008562,0.179947513777285,-0.0832128704782895,-0.228851002005215,0.218564515500445,0.192541444560934,0.00433882163640054,1.60894827255718e-167,1.30807567140808e-05,1.61438100875605e-07,0.578709766775216,6.28704288309558e-05,0.0659747284393404,3.12487392141489e-07,1.06114931581967e-06,1.81089104111219e-05
"% CD4+ RO+ CD161- IL-17+ INFg- d6","blue",-0.00250034216804694,0.888523884927516,0.172286889287724,0.122489899864733,0.0171495926349092,0.0971566152540516,-0.131068512413677,-0.224105964337259,-0.0295204345102465,0.0834603706052115,0.956019352548376,6.81782416809335e-167,0.000128792680539729,0.00668890465195333,0.705213603507809,0.0317103225919399,0.00369040051297381,5.53215517540594e-07,0.514874265395398,0.0651710451102605
"% CD4+ RO+ IL-17+ INFg- d6","blue",0.0333462403315757,0.885782345902078,0.229430838401237,0.0766115704500476,0.00589512617508328,0.0871568440611581,-0.184045272956363,-0.285114203392037,-0.103245429399781,0.118487035709739,0.461904561632888,1.78082548345466e-164,2.91171197624723e-07,0.0905906624133737,0.89654391077621,0.0540964700329432,4.23138375261e-05,1.34077446765591e-10,0.0224089519357374,0.00872402320447453
"% CD4+ RO+ CD161- IL-17+ INFg+ d6","blue",-0.117503374866802,0.873391729112608,0.137423284689793,0.200058075224904,0.0668841189657309,0.148640277209464,-0.0377021584127309,-0.176557881668212,0.211258680374926,0.174348187620394,0.00930180945708543,2.8251888158983e-154,0.00232237651038176,8.28149078698664e-06,0.139702307446346,0.000977744642149729,0.40547504057992,8.66681940852158e-05,2.44125134461616e-06,0.000106504565829729
"% CD4+ RO+ CCR6+ CD161+ total IL-17+ d6","blue",-0.0101438229123696,0.865404057353711,0.154806041688769,0.121128805699575,-0.0388050218773762,0.0634984900866999,-0.232026847417172,-0.247228243415837,-0.0961293201437101,-0.0647682431393091,0.822955315151386,2.97116027816192e-148,0.000592009753267408,0.00732735972284037,0.391867678669242,0.160919575710179,2.11726714407567e-07,3.03736021702114e-08,0.0335678995826981,0.152694385355031
"% CD4+ RO+ CCR6+ CD161- IL-17+ INFg+ d6","blue",-0.11898795880775,0.858969739754463,0.140483185434056,0.18413661422586,-0.00322103202494894,0.179831476428654,-0.0847813866803244,-0.191285313523655,0.194148619318693,0.130724226115918,0.00844225870330278,1.11948070939899e-143,0.0018453255637984,4.19378685150723e-05,0.943361395891414,6.35713283564149e-05,0.0610164837986113,2.05786483550766e-05,1.53577271271239e-05,0.00378208479395241
"% CD4+ RO+ CD161+ total IL-17+ d6","blue",0.0196329149124577,0.855308034315433,0.204239540479696,0.0949591326739064,-0.0432226300868488,0.0440771164803981,-0.200898061436572,-0.252120386140843,-0.141964282109538,-0.0586300343337819,0.664956610641414,3.57291272618076e-141,5.29013877327841e-06,0.0357961396113063,0.34018662556473,0.330716967845821,7.57412164591385e-06,1.58110652132973e-08,0.00164828106281659,0.195561246650565
"% CD4+ RO+ CCR6+ CD161- IL-17+ INFg- d6","blue",0.00412476249175688,0.853549336363317,0.192122636632752,0.098453057893665,-0.0743615222629252,0.13593035469306,-0.200246084503536,-0.225972153653044,-0.0372958544638399,0.0608340105936295,0.927509082319149,5.38575472235177e-140,1.88992546817678e-05,0.0294920964501953,0.100497160150274,0.00259383765561269,8.1178977587374e-06,4.42566228565817e-07,0.410558210188631,0.17925748485233
"% CD4+ RO+ CCR6+ IL-17+ INFg+ d6","blue",-0.142068394745197,0.848448135154718,0.180643093095043,0.241089296549851,-0.0606539393069731,0.194319830680437,-0.129345569369172,-0.218838639775071,0.219791705815158,0.12282888370421,0.00163518367634776,1.15671224139811e-136,5.88194504118302e-05,6.75896349934461e-08,0.180550512709947,1.50892767612961e-05,0.00417026277285436,1.02790878312104e-06,9.19941559309928e-07,0.00653785956636438
"% CD4+ RO+ CCR6+ IL-17+ INFg- d6","blue",0.0119173383299142,0.826890043209696,0.218608184109903,0.0909500536775157,-0.0859850322795277,0.0872194798013558,-0.246019394739437,-0.240479964028313,-0.106525324716298,0.0604903081696188,0.792653017226081,7.91562635066976e-124,1.05578582901109e-06,0.0444067911246429,0.0574238493122401,0.0539232278253627,3.56155007286776e-08,7.30891451146443e-08,0.0184574776074309,0.181731467032208
"% CD4+ RO+ CCR6+ CD161+ IL-17+ INFg+ d6","blue",-0.123953721296697,0.815880167180006,0.15004720887648,0.249101633993466,-0.0278860242607775,0.150470474672975,-0.135005632469522,-0.225998835556602,0.197260957491842,0.0212596114955419,0.00605831804297649,6.10379871580639e-118,0.000873414094401492,2.36932975903906e-08,0.538426124557313,0.000844101584695016,0.0027761758943003,4.41150277649155e-07,1.11188991513769e-05,0.639090393709645
"% CD4+ RO+ CD161+ IL-17+ INFg+ d6","blue",-0.116446921209993,0.805807806594876,0.206924867338726,0.243466840888488,-0.0308966385657147,0.128066369323931,-0.122945647872207,-0.203468820296131,0.177334323895859,0.0380955948342032,0.00996003486663974,6.84218409812713e-113,3.94760629025357e-06,4.97104604449595e-08,0.495465220420136,0.00456229582806607,0.00648654408402538,5.74972189891303e-06,8.05658474184367e-05,0.400588759729004
"% CD4+ RO+ CCR6- IL-17+ INFg+ d6","blue",-0.125624806476555,0.695175537071194,0.269220167888194,0.292715510281195,-0.0688046366949482,0.0436987979312687,-0.0764901107089982,-0.100187141391912,0.142962666193971,0.0487900909271911,0.00540410877202177,7.84906414790496e-72,1.44682411655444e-09,4.07041583232784e-11,0.128659886480204,0.334888427347694,0.0911046366552937,0.026734038975656,0.00152655448948165,0.281573087374396
"% CD4+ RO+ CCR6- total IL-17+ d6","blue",-0.0334693890342055,0.693570963661943,0.288066850215652,0.213010739024688,-0.09030189780901,-0.0136667611451254,-0.119455284438735,-0.134068408772427,-0.0341669893678991,-0.0117360797663683,0.460251443171808,2.24321489609429e-71,8.4741081938697e-11,2.00439736188724e-06,0.0459507289568968,0.763064948323221,0.00818673784210265,0.00297281729075357,0.450949574020728,0.795736546788312
"% CD4+ RO+ CCR6+ CD161+ IL-17+ INFg- d6","blue",0.0707616210819161,0.684569603462551,0.119633883363973,0.00290294366790153,-0.0366872708813484,-0.0121743852341451,-0.241220298552724,-0.200444846592941,-0.2743243535151,-0.107932745303599,0.118115909416934,7.15497256669878e-69,0.00809092205277434,0.948946625869957,0.418242250249032,0.788285741383908,6.64606027330133e-08,7.94829916406514e-06,6.85285758633957e-10,0.0169576680193448
"% CD4+ RO+ CD161+ IL-17+ INFg- d6","blue",0.109468117395199,0.683033003317821,0.153020131046261,-0.0312041468657108,-0.0413451039396256,-0.0249487245287254,-0.2065316197816,-0.225011511831527,-0.329581236961334,-0.111689567368486,0.0154441448615482,1.87489581103659e-68,0.00068592955343405,0.49118219518213,0.361595655522345,0.582063238659897,4.1215097202733e-06,4.96559284032896e-07,7.46185434088622e-14,0.0134643374495466
"% CD4+ RO+ CCR6- IL-17+ INFg- d6","blue",0.0162971804378689,0.63936301981103,0.275544343734668,0.155799964456841,-0.0943592569797397,-0.0419901592636075,-0.132261762682022,-0.141098444185894,-0.122240417109699,-0.041826553146672,0.719231007881763,1.48228910053084e-57,5.71867890869943e-10,0.000545056237837487,0.0369863590586196,0.3541471421637,0.00338801313863701,0.00176098939253956,0.00680205959819774,0.356027108955898
"% CD8+ MAIT total IL-17+ d6","blue",-0.108529067758607,0.616640537966624,0.0644481606705243,-0.0126794399584408,-0.0166172958166146,0.041479021109868,-0.104760439428239,-0.134024900058401,0.12863787922788,0.178748716269083,0.0163550720600591,1.48583304692256e-52,0.154737113069738,0.779724181689889,0.713955557743997,0.360041303202413,0.0205008044293316,0.00298224641573028,0.00438320852012062,7.04765511328358e-05
"% CD8+ MAIT IL-17+ INFg+ d6","blue",-0.126712178906393,0.608147027237623,0.0391195722455676,-0.0308199430098167,0.00733668510505296,0.0589440456351283,-0.0904860496269261,-0.116037358320068,0.15228608531169,0.165447916977341,0.00501329771689281,8.6746188007414e-51,0.388037902463816,0.496536537705788,0.871443182396259,0.193174356597145,0.0455075535930422,0.0102261371548168,0.000728393786473187,0.000238224401162542
"% CD8+ IL-17+ IL-22- d6","blue",-0.0930163688593439,0.585348735771704,0.0682739310751996,0.0239157518474541,-0.0381629675485081,0.588739425231395,0.0525266105236612,-0.156117813657375,0.145875193218008,0.269987276320046,0.0397730446948698,2.66103583873895e-46,0.131641386829488,0.597791402393433,0.399755575980993,6.02844750807843e-47,0.2463066922722,0.000530786526644394,0.00121705429638045,1.29440913453271e-09
"% CD8+ total IL-17+ d6","blue",-0.0962010147581336,0.578988162042784,0.0648275299541378,0.0247875817777556,-0.0194800892065439,0.591105390624898,0.0611506304864392,-0.157034307222651,0.14417096695065,0.263306599377439,0.03343531341032,4.11584363414638e-45,0.152318279739916,0.584504092409797,0.66740788071054,2.11697290595671e-47,0.17700061633267,0.000491560447257835,0.00139029350243593,3.37291945131109e-09
"% CD8+ IL-17+ INFg+ d6","blue",-0.118925750331501,0.56679829069505,0.0452714685007005,0.0113354022609682,0.0046763945620351,0.596772985620848,0.0733496002315194,-0.143235053556702,0.166150233432438,0.252231166187563,0.00847680344287461,6.64368466378615e-43,0.317768636733007,0.802564012124684,0.917846594088435,1.66570599244088e-48,0.105224399109063,0.00149480813780628,0.000223887466045047,1.55765520063301e-08
"% CD8+ IL-17+ INFg- d6","blue",0.0596149764315397,0.371568214083357,0.130796660237568,0.0793061608987937,-0.128932236475193,0.290536672375262,-0.0268816058203652,-0.152226166928964,-0.0301268112138202,0.196101362010534,0.188146046017742,1.86566277720052e-17,0.00376262573891674,0.0797744004392774,0.00429346989505726,5.7494111428375e-11,0.553162376357411,0.000731965370254403,0.506274094940304,1.254818113897e-05
"% CD8+ MAIT IL-17+ INFg- d6","blue",0.0393326794445819,0.319265147671355,0.152012301113589,0.0823431313793631,-0.123773210219874,-0.0660787937166954,-0.116527749399695,-0.147747585668763,-0.0567953046652554,0.145161914749649,0.385456203392079,4.75666772506481e-13,0.000744846035814479,0.0688637683618055,0.00613308044872581,0.144543495660848,0.00990825147216883,0.00104978532718689,0.20993941369543,0.00128698844534506
"% CD4+ IL-17+ IL-22+ d6","blue",-0.0340981922247522,0.319200672163164,0.00325729183758137,0.0955055655549904,-0.00646653671773201,0.0859082688534819,-0.0495939454618515,-0.113494239998448,-0.0158659707003244,-0.041625279586436,0.451862179939433,4.81099097209075e-13,0.94272489042309,0.0347404547145239,0.886580602023531,0.0576476154989368,0.27371167130947,0.012024191620433,0.726358366068725,0.358348493587887
"CD8+ MAIT % RO+ CD27- d0","blue",-0.203130218412546,0.291620516779427,0.163773480039129,0.228571656755388,-0.154401397771379,0.00907022915229704,0.0849507843816756,0.197862287758354,0.135813915204967,0.169621174711197,5.96345963578627e-06,4.84367302101667e-11,0.000275943712458504,3.23285409637408e-07,0.000612179114664395,0.841430606259539,0.0604999132256978,1.04401259179848e-05,0.00261618062086128,0.000164142781001534
"% CD8+ IL-17+ IL-22+ d6","blue",-0.0729521525753019,0.268909668770954,0.0200765023055434,0.0203475463252471,0.101690081062355,0.25376939879804,0.0668858276767639,-0.0837203406025137,0.0378490368516311,0.0620502340313493,0.107128531334886,1.51335402770796e-09,0.657861903318311,0.653541864643922,0.0245261775492258,1.26485015965292e-08,0.139692169505542,0.0643355557638568,0.403646745957475,0.170703473596088
"% CD4+ N Treg (FOXP3+ HELIOS+) d1","blue",-0.131164823857509,0.255766825511884,0.186090461646287,0.283802695104204,-0.050388986038537,0.120182629672166,-0.074226340983847,-0.0395434291937194,0.0232111966498719,0.117359265630368,0.00366511564670408,9.63213886855658e-09,3.4613512120935e-05,1.64103756722201e-10,0.266084886980602,0.00780275802118922,0.101118722906218,0.38291338057253,0.60862821566554,0.00938925590213489
"CD8+ DN+ MAIT % RO+ CD27- d0","blue",-0.19765303026881,0.25120504662048,0.139232148777988,0.168755173225744,-0.147382755390242,-0.0126334237134122,0.0755908480734,0.207113427437111,0.101943338188977,0.130351263760271,1.06717294072866e-05,1.78840773912763e-08,0.00202832608670811,0.00017746135408683,0.00108061232447035,0.780503152653276,0.09498308436899,3.86672896508989e-06,0.0241700795317045,0.00388373007281178
"% CD8+ IL-17- IL-22+ d6","blue",0.0670946934298866,0.0491409270876891,-0.0779543967544107,-0.0365561825721155,0.198821778691796,0.155803543368868,0.0943177744264036,-0.0465454991589189,-0.0825965282797366,-0.00908023857591232,0.138457195935844,0.278123444961553,0.0850619159581662,0.41990836730343,9.43809165697067e-06,0.000544893599533887,0.0370698926337728,0.304326638570213,0.0680115485485026,0.841257936428454
"% CD4+ IL-17- IL-22+ d6","blue",-0.0698338624132321,0.00584354389655762,-0.0707364001778527,0.0751953179341245,0.0255692524158165,0.0101677155006278,0.01006456091415,0.00546617997585215,-0.0271059401435078,-0.0688622131382575,0.123027105407361,0.897444141809736,0.118247360868857,0.0967302134424073,0.572708632438862,0.822545222549362,0.824316113479743,0.904033952489798,0.549854046452971,0.12833959367396
"% CD4+ RO+ INFg+ IL-17- d1","brown",-0.433840434188544,-0.0373032360317869,0.0921762053732133,0.244438790435125,0.135338177780599,0.0658826577387824,0.221210086369407,0.283829330094083,0.934001842032097,0.307769384067796,7.33555678744381e-24,0.410465525903905,0.0416052801812152,4.38024426820369e-08,0.0027093013892013,0.145741747055067,7.79177561025646e-07,1.63433366482245e-10,7.86543894805653e-220,3.45164907620002e-12
"% CD4+ RO+ total INFg+ d1 P8","brown",-0.434942357415748,-0.0326640292130598,0.105077189711072,0.247393491297097,0.134763204079039,0.0657136363063389,0.220296129543305,0.282798733547734,0.933292230804361,0.307654154378919,5.48996163107433e-24,0.471122008802534,0.0201202157882701,2.97177807201952e-08,0.00282587148703981,0.146780416412019,8.67292130095497e-07,1.91422184788072e-10,9.73203971228967e-219,3.5193828398314e-12
"% CD4+ RO+ INFg+ TNFa+ d1","brown",-0.43364168976061,-0.0278724272090063,0.0762545393137408,0.223971914674613,0.137805586970549,0.0713438207587761,0.208001976254879,0.275193496128453,0.926687511025697,0.314286572209849,7.72831825788249e-24,0.538624294238117,0.0921081523599768,5.62113225451913e-07,0.00225716590976553,0.115113136522967,3.50645590678062e-06,6.02466101411212e-10,4.1044490054543e-209,1.13406463907601e-12
"% CD4+ RO+ INFg+ IL4- d1","brown",-0.430643507853681,-0.0570760078083511,0.104589593091185,0.240523051721398,0.124125294248176,0.0567771594121009,0.228190998294624,0.270674617695408,0.897193162710181,0.313253774780436,1.69040889976056e-23,0.207691530324987,0.0207086702075459,7.26864680789164e-08,0.00598801725550867,0.210085323528987,3.38579216153584e-07,1.17118373158054e-09,5.65419920187386e-175,1.35530459745536e-12
"% CD4+ RO+ IL-17- INFg+ d6","brown",-0.395238845255572,0.200442547627886,-0.0922470393303846,0.236088042222494,0.159239419804431,0.11833577164236,0.185394714385884,0.267188467944343,0.895605624076911,0.300574864475279,9.8632897059199e-20,7.95024136578931e-06,0.0414481025987185,1.27651776760561e-07,0.000407953006276439,0.00881073926554665,3.70704737795623e-05,1.93964248356678e-09,1.92808700661831e-173,1.14268233982956e-11
"% CD4+ RO+ CCR6- total INFg+ d1","brown",-0.417407351990644,-0.00416731639648282,0.127716113726506,0.259824876990105,0.126985424896825,-0.00261668053658387,0.19280389940553,0.287233505097157,0.892793982302756,0.259064278261341,4.88216524522841e-22,0.926763302490769,0.00467529061581056,5.4984741839586e-09,0.00491918417605506,0.953975191785574,1.76297335849007e-05,9.6509235505155e-11,8.70977368967903e-171,6.11217057530876e-09
"% CD4+ RO+ CCR6- INFg+ TNFa+ d1","brown",-0.415940563988275,-0.0014475901166585,0.120086824615858,0.254817661098161,0.13519079668724,-0.00179749853365012,0.191094584421867,0.290134570238708,0.891441829789256,0.261348828434128,7.02309058791043e-22,0.974528551167543,0.00785239803735998,1.09665805281935e-08,0.00273875640123801,0.968374548882639,2.09805201831658e-05,6.12580361915562e-11,1.5507637538007e-169,4.44351445473062e-09
"% CD4+ RO+ total INFg+ d6","brown",-0.392820645007854,0.296537770233265,-0.065015751056049,0.253222490771051,0.15510950716718,0.134312869008059,0.167295708771638,0.228237972179165,0.881472987597177,0.309910540043714,1.71865402869428e-19,2.2050758042873e-11,0.151128894662154,1.36225913987061e-08,0.000577290176653898,0.00292034072598478,0.000202223900284316,3.36654942280192e-07,8.45806047883003e-161,2.4017421000266e-12
"% CD4+ INFg+ TNFa+ d6","brown",-0.38545928524814,0.296773594008861,-0.0808714814251053,0.245466325042671,0.158386896341958,0.131843270333966,0.169250968469757,0.233097123766414,0.873341567859253,0.307559663786873,9.0613664186563e-19,2.12260287687263e-11,0.0739876817194854,3.8295888936526e-08,0.00043856849192579,0.00349140503206282,0.000169717307311117,1.85461010879677e-07,3.09122098049073e-154,3.57589384254702e-12
"% CD4+ RO+ CCR6+ IL-17- INFg+ d6","brown",-0.382843804360319,0.0485346210459234,-0.150433975913199,0.218235751029467,0.086214275357487,0.205761302848987,0.254588505692006,0.29101170987138,0.869209192747267,0.276864269538221,1.61944642441704e-18,0.284103164463943,0.000846592939857257,1.10237663472961e-06,0.0567598854556416,4.48360007782567e-06,1.13146556575364e-08,5.33374571495724e-11,4.50604168294527e-151,4.69726143546275e-10
"% CD4+ RO+ CCR6+ total INFg+ d6","brown",-0.384825505875983,0.2416074056214,-0.0963066999529786,0.256540572381623,0.0651485974690243,0.234216868535038,0.20393693096805,0.216630673120389,0.849848186155515,0.282961709485067,1.04353739706373e-18,6.32297615197977e-08,0.0332406824352729,8.66203556840742e-09,0.150293682972186,1.61351568368008e-07,5.46624145502959e-06,1.32671982982149e-06,1.44912140527625e-137,1.86704439748674e-10
"% CD4+ RO+ CCR6+ total INFg+ d1","brown",-0.38812338863367,-0.064964426234496,-0.0143723897142945,0.130644995657928,0.131315068975775,0.183775995023901,0.193230999431709,0.203251762920282,0.841795796162215,0.333939293973652,4.98878778044233e-19,0.151452518762268,0.751224940700886,0.00380347402066705,0.00362598489867625,4.34408484193992e-05,1.68756082400153e-05,5.88587863661588e-06,1.69148806692469e-132,3.33980355843252e-14
"% CD4+ RO+ CCR6+ INFg+ IL-17- d1","brown",-0.384630729987978,-0.0729099303602387,-0.0495357985744137,0.121710769989831,0.133897031820952,0.186864125935648,0.194257821786907,0.201914359491812,0.840066980381176,0.335774675861318,1.0897443318156e-18,0.10733240270211,0.274275258859599,0.0070479878615109,0.00301011543389048,3.20626753827938e-05,1.51859841042166e-05,6.7951566736416e-06,1.90193173808769e-131,2.37147269960653e-14
"% CD4+ RO+ CD161+ IL-17- INFg+ d6","brown",-0.339277740997448,0.0111094867268125,-0.0764594443435061,0.277179009315364,0.105126207912021,0.153186140476338,0.246828280924926,0.312684971141775,0.832183635036984,0.18243025060947,1.22583849030706e-14,0.806420238711581,0.0912347746603606,4.4812721402467e-10,0.0200618709919689,0.000676649587228939,3.20194018939909e-08,1.4946360163906e-12,8.26886466508703e-127,4.95115460852519e-05
"% CD4+ RO+ CCR6+ CD161- IL-17- INFg+ d6","brown",-0.373387856011304,0.0755136344340722,-0.177154065122873,0.169972402200679,0.121153788761293,0.131787344532981,0.250907978308137,0.279541337044135,0.823201664785937,0.273772600655572,1.26568968375617e-17,0.0953221567813913,8.19453712082975e-05,0.000159013196826014,0.00731516607450707,0.00350543666676693,1.86117119338759e-08,3.14144576359955e-10,8.24539071020488e-122,7.43499862836905e-10
"% CD4+ RO+ CCR6- IL-17- INFg+ d6","brown",-0.390645264134353,0.220228625864698,-0.0668659328528395,0.246419691932286,0.142242698336318,0.0572935593431207,0.135544667058577,0.263732890886619,0.817935241965912,0.208515250151449,2.82127821909992e-19,8.7416637425946e-07,0.139810242316516,3.37896246450858e-08,0.0016134698155416,0.205961377298065,0.00266851850656906,3.17546814517937e-09,5.21364892319836e-119,3.31320624993642e-06
"% CD4+ RO+ CCR6- total INFg+ d6","brown",-0.391377768853163,0.253787219153086,-0.0515574316047041,0.258214495869178,0.136428335033403,0.0587427444417222,0.129424088274822,0.254406203914985,0.81309463210192,0.207936598406594,2.38859129309922e-19,1.26179250367972e-08,0.255142884515387,6.87643438145549e-09,0.00250023206116582,0.194702037213445,0.0041472223755834,1.15991838126209e-08,1.63171582913998e-116,3.5318309881793e-06
"% CD4+ RO+ CCR6+ INFg+ IL4- d1","brown",-0.374979090662622,-0.0975993959843308,-0.00991888269514264,0.145133731280416,0.0903141414435126,0.194536960377986,0.203258460124492,0.175255099126064,0.795732246419899,0.34965015335837,8.9969981926624e-18,0.0309371949038402,0.826818539849395,0.00128982620276992,0.0459211516715139,1.47552403911442e-05,5.88163197222444e-06,9.78955083810534e-05,3.96416928158788e-108,1.65321460568681e-15
