"","Immune.mergedColors","Immune.magenta","Immune.blue","Immune.black","Immune.red","Immune.greenyellow","Immune.pink","Immune.purple","Immune.turquoise","Immune.brown","Immune.yellow","Immune.magenta.p","Immune.blue.p","Immune.black.p","Immune.red.p","Immune.greenyellow.p","Immune.pink.p","Immune.purple.p","Immune.turquoise.p","Immune.brown.p","Immune.yellow.p"
"% CD4+ RO+ CD161- IL-17- INFg+ d6","brown",-0.370602140712563,0.235330891957798,-0.158007881733896,0.158665433037312,0.179935659423002,0.079386327204508,0.131019109803097,0.227782372697032,0.793125990333724,0.261002028255246,2.29014470814145e-17,1.40378359634929e-07,0.000452854747288099,0.000428338169248682,6.2941696726953e-05,0.0794693836839174,0.00370343154903515,3.55770974468907e-07,6.11947098425025e-107,4.66478899623129e-09
"% CD4+ RO+ total GzA+ d1","brown",-0.306650462687061,-0.0986094906334818,0.0134488323305594,0.264408908868903,0.0738866429823099,0.0657854107168629,0.298360747769806,0.481435315779182,0.772931100023412,0.331946686340355,4.16701079211827e-12,0.0292336566622791,0.766733000293649,2.88514044145133e-09,0.102694130971659,0.14633866137351,1.64080329319629e-11,9.73352346268896e-30,2.81885128240021e-98,4.83103216973279e-14
"% CD4+ RO+ INFg+ IL4+ d1","brown",-0.315702420421729,-0.0100294250733623,0.0600355571165192,0.16043371683993,0.153507214800724,0.0482678647284841,0.209711490024753,0.316085583246028,0.76912729624675,0.160396021140268,8.87244057647041e-13,0.824919506866067,0.185043473841943,0.000368399722886981,0.000659030745828496,0.286761343709358,2.90155289940501e-06,8.3003902061746e-13,9.59192033029392e-97,0.000369591497952916
"% CD4+ RO+ INFg+ GMCSF- d1","brown",-0.386425758369044,-0.0760948746144605,-0.0484420658282673,0.159911294211173,0.0876257580094416,0.019961170288223,0.19628276082071,0.262562676413243,0.762579451157945,0.250538425636233,7.30190429647172e-19,0.0927933304853628,0.285023570614116,0.000385240102021565,0.0528106913316678,0.65970359522883,1.23136101917852e-05,3.74639239645341e-09,3.55587938116699e-94,1.95569575316618e-08
"% CD4+ RO+ CCR6+ CD161+ IL-17- INFg+ d6","brown",-0.304800925465473,-0.0573288154107967,-0.10574290579695,0.234058151533299,0.0665107010064591,0.208209239434619,0.249330711843571,0.294920431322428,0.752608811220563,0.166669096452283,5.67899550564653e-12,0.205681977059854,0.0193403168259337,1.64575172185387e-07,0.141931400999687,3.42715782925954e-06,2.29813257132245e-08,2.86122965466148e-11,2.02796649772608e-90,0.000213818566369009
"% CD4+ RO+ INFg+ GzA+ d1","brown",-0.290554963114927,-0.00689528898752158,0.0535415417546805,0.260308588769954,0.27602006543218,0.117359612155404,0.388912648256082,0.273186664067856,0.730250339976212,0.280887437686141,5.7328372360452e-11,0.879116362082079,0.237284962485593,5.13974036849354e-09,5.32783089566731e-10,0.00938904475452573,4.17590120116031e-19,8.10582013877238e-10,1.29483749878701e-82,2.56191808280388e-10
"% CD4+ RO+ total INFg+ d1 P13","brown",-0.305791614799463,0.0160348379476116,0.152697681387101,0.297803137620436,0.343060182996135,0.0850495502937715,0.461490127476987,0.218053646224415,0.725423755524072,0.263760528774578,4.81253751257828e-12,0.723564347570863,0.000704292448574945,1.79645981292335e-11,5.95509603032788e-15,0.0602004022808319,3.6645828666569e-27,1.12586954248147e-06,4.95583226184487e-81,3.16306151957307e-09
"% CD4+ RO+/- CD27+ CD161+ INFg+ d1","brown",-0.219501977992704,0.0634057003857095,0.0866693874755743,0.250150887294944,0.234475190764631,0.224950289556442,0.334315016438005,0.216668380498475,0.717617753920124,0.555212010482123,9.51555038238539e-07,0.16153348463678,0.055460596531117,2.05980774553682e-08,1.5623469087104e-07,5.00206904739143e-07,3.11430171826038e-14,1.32098003150961e-06,1.53016669705565e-78,6.87953545857726e-41
"% CD4+ RO+ CCR6+ INFg+ IL4+ d1","brown",-0.302114074166601,-0.0422369331855095,-0.0578803911445321,0.0667896598498046,0.212068714516008,0.0606681702537585,0.198029230840768,0.281854633905941,0.688633598181466,0.139742154741128,8.86949285809531e-12,0.351323361563249,0.201346500516169,0.140263620713684,2.22901543204901e-06,0.180448074703445,1.02587951287446e-05,2.21123454716582e-10,5.43916311986987e-70,0.00195180628292918
"% CD4+ RO+/- CD27+ CD161- INFg+ d1","brown",-0.256903319400802,0.0440304473815241,0.0413797305351446,0.275032980448352,0.282901015866482,0.0996251681062338,0.456260186146717,0.370580636119083,0.669577594135694,0.398445223606505,8.24050911290996e-09,0.331229736065008,0.361193349488012,6.16990473030461e-10,1.88447981982906e-10,0.0276024763237851,1.62875882937324e-26,2.30060100610301e-17,6.74831351677602e-65,4.69001520037635e-20
"% CD4+ RO+ INFg- GzA+ d1","brown",-0.263171435136428,-0.134222359635942,-0.011839373536854,0.221315492743571,-0.054653003734433,0.024922307459311,0.195187736538919,0.518037800923212,0.664549412610915,0.304157488762831,3.4379767035728e-09,0.00293967068088346,0.793978943498347,7.69586569182612e-07,0.227675063383578,0.582463056557151,1.37956716178508e-05,6.26862493786867e-35,1.29005311920203e-63,6.32152962945381e-12
"% CD4+ RO+ INFg+ GMCSF+ d1","brown",-0.3212237151463,-0.0268785119171966,0.277113839704253,0.222678543706943,0.116735835140445,0.0645507829982418,0.176495874334753,0.270224218410258,0.62737731342523,0.203905456006122,3.36454590476051e-13,0.553208071048729,4.52518603643608e-10,6.55332358255994e-07,0.00977603779415021,0.154079948364873,8.71738568255724e-05,1.25057109824484e-09,7.25319850725665e-55,5.48487611798211e-06
"% CD4+ RO+ CCR7- d0","brown",-0.250578719380269,0.00575562889390699,-0.00554571194768505,0.268579060619119,-0.109874930483027,0.201729653528201,0.156629358094811,0.419110559486122,0.603758285788331,0.527160840838914,1.94516789149933e-08,0.898978766308027,0.902644542132624,1.5874587540027e-09,0.0150635396308471,6.93079886389205e-06,0.00050854771269259,3.19349620524163e-22,6.76374622304564e-50,2.52578885602075e-36
"% CD4+ RO+ INFg+ GzA- d1","brown",-0.228971673505875,0.0516426942247353,0.278295938306263,0.263565966360683,0.346330035357017,-0.0017720768644272,0.434357147782605,0.045075087757985,0.469805555523796,0.143288353392838,3.07931007449672e-07,0.254356826917512,3.79003439243103e-10,3.25141067991962e-09,3.1650016592865e-15,0.968821592783283,6.40428265063679e-24,0.319874594259937,3.24115414098224e-28,0.00148866750646109
"% CD4+ M CCR4- CXCR3+ d0","brown",-0.157939126716755,0.131038067815141,-0.0643977399687757,0.0802064345023417,0.218327922397822,0.144030494338966,0.153500163108027,-0.0279807779325312,0.4311419477887,0.209195927929383,0.000455492284485986,0.00369842602918682,0.155060769694186,0.0764030294962572,1.09066580308739e-06,0.00140553938772682,0.000659413093936613,0.537046154165154,1.48497108026876e-23,3.07258556775299e-06
"% CD4+ M total CXCR3+ d0","brown",-0.0538372011518425,0.126749932031742,-0.0734314094041202,0.045670850365911,0.22770434419481,0.070955368066604,0.0913536956052505,-0.0612081241383173,0.289627580140762,0.141687415339605,0.234701182499387,0.00500019858106495,0.104835802655385,0.313513735098751,3.59147953225859e-07,0.117109906751265,0.0434675262243654,0.176593075193331,6.63474937502354e-11,0.00168358057417189
"% CD4+ M CCR6- CXCR3+ d0","brown",0.0421145917841472,0.0351258344025851,-0.13125142429717,0.0260337106971467,0.194639957782671,-0.0597131934572822,0.0663562537177858,0.0143968254296703,0.227773355998058,-0.0531227840044279,0.352721505604261,0.438339093673839,0.00364251442812027,0.565753701704918,1.45992567041488e-05,0.18741810888579,0.142861285982028,0.750815950740248,3.56159639316353e-07,0.240978688538675
"% pDcs d0","brown",-0.0898729473950607,-0.00839872430329262,-0.0480700708109384,0.0186690373426467,0.162549772146842,-0.0515192165823694,0.0344553689850135,-0.128581905201003,0.204386386610625,-0.0492950372971762,0.0469970989086209,0.853031512852672,0.288743100240238,0.680475614496361,0.000306962513555117,0.255495744332158,0.447135506987078,0.0044004634917921,5.20664642691933e-06,0.276617240123299
"% CD8+ MAIT total INFg+ d6","brown",-0.139726182735958,0.22884727832554,-0.175356518962128,0.0409934043450689,0.169922037758256,0.162661127787101,-0.0782085702938459,0.0305724528427478,0.200677924260865,0.0422494893780047,0.00195416203590393,3.12629020040488e-07,9.69745675310213e-05,0.36569769893735,0.000159739404207237,0.000304010640514076,0.0840466886581967,0.50000196978895,7.75372115933754e-06,0.351180065021018
"% CD4+ RO+ CCR6- INFg+ TNFa- d1","brown",-0.105657150051459,-0.0434345956826518,0.144823052207107,0.129911062905512,-0.103398701371198,-0.0133521815388386,0.0649687177720933,0.0114432535839655,0.19802276746352,0.0155224317905255,0.0194392804340808,0.337821558955115,0.00132149190496949,0.0040068791754346,0.022209149418098,0.768361445670329,0.151425438707891,0.800724745091774,1.02657593918722e-05,0.732053620804655
"% CD8+ MAIT INFg+ TNFa+ d6","brown",-0.139659894788082,0.216783321491582,-0.175336290270664,0.036161356635081,0.183106979873442,0.139492653644674,-0.10361133167865,0.00789180050641086,0.191333336314769,0.00386287074946599,0.00196396685715737,1.30363030868382e-06,9.71576002060902e-05,0.424949992733307,4.6365009449263e-05,0.00198890433783112,0.0219345269750794,0.861810301911869,2.04786204494046e-05,0.932100247686512
"% Dcs d0","brown",0.00930680265857386,0.0615897428129532,-0.119378357677535,-0.0258557081242069,0.0805066553054171,0.0173399795357977,-0.00805316270974148,-0.125119675327977,0.173927552426794,0.0759359312610002,0.837351592994303,0.173905645147921,0.00822831896528124,0.568414380205539,0.0753048519285426,0.702096189666819,0.859013968063549,0.00559481678410333,0.000110734872606791,0.0934794585160498
"% CD4+ RO+ INFg+ TNFa- d1","brown",-0.065860703680983,-0.0865845296179329,0.131718252206773,0.128909109179726,-0.121649439114971,-0.0563785336518292,0.151039004893947,0.0621826565161106,0.158331082344821,0.00772130837483067,0.145876341130049,0.0557009636032104,0.00352284237817261,0.0043004599600802,0.0070769734570939,0.213309238762998,0.000806159465470672,0.169790834468236,0.000440645629231718,0.864766729677147
"% CD4+ RO+ total TNFa+ d1","brown",-0.0418229778379819,0.108488924199575,-0.224300552757342,-0.0421656330540222,0.201417200139584,-0.0320007594654677,-0.0122488345295389,0.0122619253230412,0.152647099854129,0.137088819376589,0.356068262065546,0.0163950410243078,5.4053997266611e-07,0.35213776879238,7.16615143672119e-06,0.480179673234371,0.787022065111563,0.786799924249634,0.000707213953381004,0.00238083319143114
"% CD8+ MAIT IL-17- INFg+ d6","brown",-0.0873413849978709,-0.0444151506551697,-0.202333643442044,0.057442534557384,0.174891491237928,0.143122164768144,-0.0397335458450616,0.0863832655611664,0.139340017104821,-0.0330816771152619,0.053587377664692,0.327018175176281,6.49658155195899e-06,0.204782637256722,0.000101265349809106,0.00150789085522355,0.380628321784865,0.0562745222090948,0.00201191665023416,0.465467145085549
"% CD4+ INFg+ TNFa- d6","brown",-0.100509677485678,-0.193524576193888,0.123716633226534,0.0618988255114644,0.0566840076769747,-0.00947876625436446,0.0145788535609991,-0.00374331159509705,0.133554104095769,-0.0480898723761978,0.0262463170610279,1.637512666953e-05,0.00615668289320335,0.17175144526116,0.210835528536176,0.83438931385266,0.747771479493961,0.934196970658189,0.00308603015072895,0.288544288943797
"% CD4+ CCR7+ RO- CXCR5+ d0","brown",-0.0478391237379448,-0.131224618260143,-0.0548427511852094,-0.0906964390537988,0.077761891318618,0.0364141312771062,0.0864083389768122,-0.0327065726827719,0.114234370053099,0.223803935373056,0.29106864669532,0.00364949680177636,0.226062504382765,0.0450056357611428,0.0858373873929126,0.42171820504791,0.0562028022257938,0.470544256362649,0.0114740794942253,5.73457341837472e-07
"% CD4+ M CCR4+ CXCR3+ d0","brown",0.0441566515006289,0.0936452065857843,-0.063704261689549,0.0066701143026431,0.18224824127741,-0.00557324207228309,0.0190319123386532,-0.0741877304632733,0.105894713969517,0.053216634053778,0.329844271849538,0.0384467506555346,0.159564435258442,0.883035184011157,5.03916423252454e-05,0.902163664450529,0.674616825485561,0.101296813257467,0.0191662034628791,0.240147378348771
"% CD19+ CD3- CD27- IgG+ d0","brown",-0.0318647096435318,0.104913709443319,0.114466560362775,0.0834646599789983,-0.0520534367420239,-0.0512403648277536,-0.0495088337728382,0.0501881633059756,0.0597197657011882,-0.132898479189832,0.48204920826339,0.0203158695587246,0.0113061507909964,0.0651571879226617,0.250593632956935,0.258080768187937,0.274536882706692,0.267997460942369,0.187369472689046,0.00323603033212414
"% CD4+ RO+ FOXP3+ INFg- TNFa+ IL-17- d1","brown",0.0160285710182785,0.0558326927779089,-0.260781407260514,-0.0569810548870917,0.20033739856542,-0.0606399788960488,0.0597450608671376,0.00298179391561022,0.0410779814578631,0.178204566380869,0.72366797267054,0.217781291856913,4.81107926060705e-09,0.208449961424587,8.03955795781459e-06,0.180651045161427,0.187182369018016,0.947561871253171,0.36470860009915,7.42082551535316e-05
"% CD8+ MAIT INFg+ GzA- d1","brown",0.0271027693973056,-0.117604791276038,0.11245054667656,0.0617542911975185,-0.0456122223403088,-0.189404422509656,0.0500646776938271,-0.00163704720763037,-0.123329054777612,-0.0335847351982025,0.549900738655415,0.00924070436580517,0.0128395075703385,0.172756308339569,0.314135989779461,2.48821346467634e-05,0.269178164428203,0.971196270089359,0.0063205750650645,0.458706061559468
"% CD3- CD19- DR+ d0","brown",-0.0343474696034315,-0.0828272118259039,-0.0201712554473941,0.0486667242892003,-0.146658737747499,-0.0147452859368907,0.011516963979449,0.11229367346952,-0.161583021985489,-0.106123676174889,0.448560422738127,0.0672432549779499,0.656350374345893,0.282792954764121,0.00114427553065043,0.744991278283012,0.799468340759151,0.0129661798400381,0.000333737578936092,0.01890618364858
"% CD3- CD19- DR+ CD14+ d0","brown",-0.00871699931054793,-0.0280137560207909,0.0958020901825052,0.0437697725185226,-0.0744246837243754,0.00702829958818566,0.0266211484112909,0.142246821582254,-0.17328361976601,-0.0360959938937298,0.847528887596699,0.536566285106069,0.0341787593618611,0.334103274562979,0.100207786610184,0.876802895387911,0.557015586629687,0.00161295938077549,0.00011751812960962,0.425788012992962
"% CD8+ MAIT INFg- TNFa+ d6","brown",0.170952751847198,-0.129242516139319,0.277671101665043,0.065462827767407,-0.153376385196852,-0.0333660936438933,0.0881749997119049,-0.0581236276251763,-0.179643686652238,0.0835481820062067,0.000145479792655287,0.00420067813519343,4.1628059974443e-10,0.148332072243455,0.000666157998143384,0.461637832331714,0.0513371314895503,0.199455880067176,6.47212779922619e-05,0.0648878454174114
"% CD4+ RO+ INFg- IL4+ d1","brown",0.258440180860158,0.0191875280351706,0.0176677653131017,-0.110230498616839,-0.0283261592987826,-0.0862306544251277,-0.227149486137484,-0.122789137000591,-0.212538927945264,-0.100578658538717,6.66487520628118e-09,0.672110322623168,0.696740708092402,0.0147376486907181,0.532031152362079,0.0567126910315141,3.84066669076939e-07,0.00655541029729826,2.11404199726965e-06,0.0261430084812604
"% CD4+ RO+ CCR6+ CD161- d6","brown",0.107729302272649,-0.010823991001028,-0.0585469312337621,0.0114740605372429,0.0144844102345559,-0.045771429129446,0.0799985184112622,0.175603986596953,-0.221792867454299,-0.0794617364359888,0.0171676496952905,0.811300166954904,0.19619652898149,0.800199573408569,0.749350584333555,0.31244811684383,0.0771711693592385,9.47615505278643e-05,7.27551266828997e-07,0.0791833301083216
"% CD4+ M Treg (FOXP3+ HELIOS+) d1","brown",0.0267102592280292,0.0578258423730086,0.0414865942136173,-0.00855572498167438,-0.0210245218540712,0.0952839664882891,-0.074754016955743,-0.0246776685022974,-0.237200178170832,-0.175983382628069,0.555695814121716,0.201772278424568,0.359953528684288,0.850316235122035,0.642802574528133,0.0351653356620398,0.0987096638171037,0.586171683722002,1.10955582197893e-07,9.14608548955948e-05
"% CD14+ d0","brown",0.0929118952379157,-0.0355998935943265,0.0199371592029589,0.0569796162612141,-0.299443081967842,0.0857144751079688,-0.0146016931547411,0.130424253232117,-0.27815361923329,-0.0380992464653857,0.0399970991302401,0.432179821247712,0.660087278051723,0.208461467737972,1.37535038899333e-11,0.058215743007247,0.7473897565735,0.00386364531585479,3.8719720414522e-10,0.400543574154292
"% CD4+ RO+ FOXP3+ INFg- d1","brown",0.0420852667410346,0.0496953234025938,0.179177853866893,0.0788075070732325,0.0307100448527399,-0.0384584285857653,-0.00514562573161512,0.0512304511639891,-0.343039547365778,-0.230664002684102,0.353057159278325,0.272730956008238,6.76591644720966e-05,0.0816930421594425,0.498073787201798,0.396113960045327,0.909636909203067,0.258173001889929,5.9787580304038e-15,2.50392516835062e-07
"% CD4+ M CCR4+ CXCR3- d0","brown",0.154452945811523,-0.00770140204238796,0.0595010595602299,-0.134704186146751,-0.194641963501567,0.00210363667034352,-0.192919486362002,-0.106038683866406,-0.413842664414349,-0.0947987746805583,0.000609574748283124,0.86511204036549,0.188992945163212,0.00283809155135705,1.45962347745279e-05,0.962991881888879,1.74225429612424e-05,0.0190023436104747,1.17772338445298e-21,0.0361110739129188
"% CD4+ M total CCR4+ d0","brown",0.269341327456828,0.0865579209697144,0.0195580949722736,-0.187769865957062,-0.091252014101589,-0.0027730146981324,-0.259029933470348,-0.230682289980069,-0.487780502833331,-0.0815251507269873,1.42164193981839e-09,0.0557765128014882,0.666156251783181,2.9302636229317e-05,0.0437025458685853,0.951228749725098,6.14139479748757e-09,2.49831296887058e-07,1.35738598937947e-30,0.0716746573065701
"% CD4+ M CXCR5- CCR7+ d0","brown",0.305345115622922,-0.0226553467014237,-0.0244715500846393,-0.166167970458345,0.092121654137395,-0.0859302204872447,-0.0675828744418001,-0.243714263291025,-0.493938524254453,-0.0374707873456577,5.18575050386906e-12,0.617238807285168,0.589304804504562,0.000223536063704518,0.0417266697364743,0.0575835526009339,0.135603416152337,4.81373130074445e-08,1.92790997502157e-31,0.408365056830051
"% CD4+ RO+ CCR6- INFg- TNFa+ d1","brown",0.311567374807946,0.0673915514431684,-0.287225885638488,-0.229444875263561,0.0590753576776896,-0.0624773590286835,-0.131165910629171,-0.170068901884171,-0.580850362599143,-0.12785337765731,1.81039116529332e-12,0.136716396250353,9.66238594516056e-11,2.90672935983065e-07,0.192182567636388,0.167772877743017,0.00366483123221273,0.000157630407776465,1.85753344602015e-45,0.0046307107780195
"% CD4+ RO+ INFg- TNFa+ d1","brown",0.330536287683426,0.113270062742984,-0.249871843394145,-0.223500711610412,0.0506780467799065,-0.0865641588481702,-0.185289918236142,-0.22158122176223,-0.653980312386973,-0.151177015252683,6.26343770967543e-14,0.0121953512197435,2.13807372254465e-08,5.94494280728152e-07,0.263348439600633,0.0557587941339298,3.74545550775274e-05,7.45908246291902e-07,5.30141046786236e-61,0.000797190153820581
"% CD4+ INFg- TNFa+ d6","brown",0.364576192320428,0.0575843739493318,-0.180195157135493,-0.330598062995936,-0.0677599134924652,-0.0846497190507813,-0.301748890336698,-0.278974800007226,-0.721412893457214,-0.196210381932835,8.09974324297304e-17,0.203664910169271,6.13989062013335e-05,6.19277791147515e-14,0.134579756700869,0.0614205093712775,9.42024113110834e-12,3.42185061471326e-10,9.65985934255642e-80,1.24067003865981e-05
"% CD8+ RO+ CCR6- INFg- TNFa+ d1","magenta",0.909747929635114,-0.0295834214545931,-0.155759989199281,-0.313434703450852,-0.136453476721429,-0.0502321822452201,-0.335245663355145,-0.293383550461027,-0.423287505030266,-0.0549225361235996,4.68097330573975e-188,0.513977420420739,0.000546875920359035,1.31371033002328e-12,0.00249558889623473,0.267577434353769,2.61806659416129e-14,3.65928481944439e-11,1.11609367151114e-22,0.225386888618108
"% CD8+ RO+ Va7.2- INFg- TNFa+ d6","magenta",0.887053302757182,-0.135818887646024,0.00797457716400511,-0.274356610972362,-0.0927189302396127,-0.0758645254060808,-0.246832132488803,-0.191937500807669,-0.391014645217609,-0.00272091253446592,1.37376835071078e-165,0.00261522291115813,0.860375601977885,6.82023126080885e-10,0.0404137394476915,0.093789021972708,3.20031494221615e-08,1.92589723564289e-05,2.5942251338499e-19,0.95214400582706
"% CD8+ INFg- IL4+ d1","magenta",0.688979703272069,-0.0182472647029977,-0.0495023768763324,-0.192999978576537,-0.0469474416926396,-0.0954127857616135,-0.187580068351132,0.0120780194118487,-0.136291859197261,0.119275850290602,4.35886885716131e-70,0.687309550859526,0.274599555439631,1.72796284319857e-05,0.300165109064657,0.0349178103383802,2.9861662083705e-05,0.789922245819526,0.0025255741516075,0.00828401991486472
"% CD8+ INFg- TNFa+ d1 P8","magenta",0.68543069307216,-0.0140014679784242,-0.153186815530802,-0.274389042630942,-0.0612275302906574,0.0774188668674852,-0.114004189914034,-0.0594660996471675,-0.272874446278605,0.0931920179300952,4.15935937598905e-69,0.757441695448236,0.000676612090199652,6.78758105610764e-10,0.176455673059804,0.0872333042355226,0.0116427289231473,0.18925341082101,8.48693701418846e-10,0.0393987404856603
"% CD8+ RO+ CCR6- IL4+ GMCSF- d1","magenta",0.536503658461785,0.0511059937774611,-0.0619593839064223,-0.180907031132156,-0.102922152416188,-0.0739770089096282,-0.197671033539867,-0.0655157201066728,-0.0598541373419286,-0.0261555000866556,8.49997075849891e-38,0.259332854099992,0.171331716745487,5.73478163030029e-05,0.0228354836772934,0.102273155396479,1.06516129077692e-05,0.148003812783986,0.186377125701057,0.563936707263306
"% CD8+ M total CCR4+ d0","magenta",0.485454823346494,-0.0569528181111082,-0.092643290080412,-0.26433860211647,-0.0170431177979131,-0.0207064561827859,-0.109496250808355,-0.0591663329685302,-0.121914678317713,0.201819808328591,2.80782554735044e-30,0.208675886669696,0.0405780557952907,2.91409100453117e-09,0.706959190720537,0.647839160473818,0.0154175548648121,0.191497630800402,0.00695238120944219,6.86427264155432e-06
"% CD8+ M CCR4+ CXCR3- d0","magenta",0.454563892187351,0.020647702816741,-0.0849083414751382,-0.198266585730275,-0.0515737677409283,0.0540763674898768,-0.157708746740046,-0.0603701933043768,-0.138996445892859,0.10128450316728,2.62775694836724e-26,0.648771292758309,0.0606290004643505,1.00061393367274e-05,0.254992147307088,0.23262567954619,0.000464434506914611,0.182601986382897,0.00206460917744573,0.0251058899693583
"% CD8+ RO- CCR6- INFg- TNFa+ d1","magenta",0.32068230958547,-0.0271043715075714,-0.0843412075184327,-0.169610179745036,0.0456970267143672,-0.0836978787900377,-0.0277913737172726,0.0622950783963714,-0.146204767680684,0.0261831317788548,3.70343350061438e-13,0.549877145840368,0.0623758392629379,0.000164305837695095,0.313236171003201,0.0644073937161438,0.53980636109149,0.169018903230401,0.00118593774956929,0.563524856188
"% CD8+ RO- Va7.2- INFg- TNFa+ d6","magenta",0.30847029488666,0.0287019678066401,-0.142684602000324,-0.125231310878206,0.0212818717214588,-0.115077466864271,-0.0228171086033404,0.0673837565657039,-0.172826663653824,-0.0882316812827687,3.06626360982856e-12,0.526601338721944,0.00155960002317903,0.00555215617105404,0.638739358601264,0.0108746677898664,0.614727489082447,0.136761889794498,0.000122566656756838,0.0511870330951363
"% DN RO- CCR6- INFg- TNFa+ d1","magenta",0.144809957587361,-0.0685549709565333,-0.166746513955224,-0.158796401622043,0.0639506393401862,-0.144858602085499,0.0125050150009734,0.106289489949069,-0.0309316433327473,-0.0820588625230615,0.0013228421378845,0.130055924800596,0.000212353085593915,0.000423605022602151,0.157953218483092,0.00131783262071214,0.78267803715913,0.0187198031614774,0.494976667697584,0.0698302063680188
"% CD8+ RO+ CCR6- total TNFa+ d1","magenta",-0.0371415016997391,-0.0163214573280246,-0.0743411997536774,0.0203368011614463,0.153664698808662,0.0270448491067498,0.0143510539452988,0.177466582088319,0.128658246956513,0.059482884127521,0.412499128915002,0.718830457269783,0.100590408565258,0.653712907627179,0.000650545205826083,0.550754011663946,0.751582102655826,7.95676241903303e-05,0.00437694499901771,0.189128326672228
"% CD8+ RO+ Va7.2- total TNFa+ d6","magenta",-0.0702683199155479,0.0678246378616764,-0.141628491004302,-0.0314024819599565,0.113016617726349,-0.046748795481283,0.00947898380284008,0.352176570297438,0.153760675644705,0.142879666007537,0.120707815589824,0.1342070034411,0.00169118212291497,0.488430304991701,0.0123914457277377,0.302217051101277,0.834385567793464,1.00336632306307e-15,0.000645423585957045,0.00153635039986874
"% CD8+ RO+ CCR6+ IL-17- INFg+ d1","magenta",-0.576494955660643,-0.0740830609421669,0.190853516367753,0.140402238378601,0.246695735391648,0.0630363020220066,0.205277721185772,0.210888395401012,0.326106751156129,0.00765998577457388,1.18468111720054e-44,0.101780852447499,2.14991201475716e-05,0.00185669257263576,3.25835946604528e-08,0.163994960506355,4.72622407469049e-06,2.54458732433441e-06,1.40352541035776e-13,0.865830561295902
"% CD8+ RO+ Va7.2- INFg+ TNFa+ d6","magenta",-0.747159552124714,0.153970352738658,-0.104488038212304,0.194243069778033,0.151372391645305,0.0273160520534923,0.200919644142501,0.395333670643591,0.414492665118119,0.101219093221317,1.92732300661834e-88,0.00063436435826954,0.0208330963350116,1.52090775185885e-05,0.000784650411476477,0.546764300086221,7.55672837546374e-06,9.64993384824328e-20,1.003806357943e-21,0.0252004824926252
"% CD8+ RO+ Va7.2- total INFg+ d6","magenta",-0.79946026768026,0.176536870571033,-0.0760335140378478,0.226374731191016,0.161208190631688,0.0617331631661951,0.178756624905141,0.313127949596657,0.42517658885519,0.0977034125302304,7.3722731399864e-110,8.68392269028385e-05,0.0930577331750077,4.21659495442155e-07,0.000344693043612127,0.172903565660895,7.04236429014007e-05,1.38498753779856e-12,6.90412831844227e-23,0.0307579323690158
"% CD8+ RO+ CCR6- INFg+ TNFa+ d1","magenta",-0.879852166096285,0.0179339087034432,0.101485556842617,0.307727769232202,0.222175865872596,0.063805781081723,0.324633573242454,0.384544578100757,0.477219257602524,0.0879839214476118,1.87601877243102e-159,0.692403403937419,0.0248170524967433,3.47596261146421e-12,6.95429478654175e-07,0.158899041974808,1.83019933472104e-13,1.11081933317032e-18,3.52321571453297e-29,0.0518458343394178
"% CD8+ RO+ CCR6- total INFg+ d1","magenta",-0.920337012140582,0.0475082680253415,0.098800912039073,0.324326386099808,0.217510148671419,0.0695389747545002,0.321313259456515,0.336892874609972,0.472428882016737,0.0793819858458001,1.12780785347709e-200,0.294422057372216,0.0289200579310981,1.93400351280797e-13,1.19887505887192e-06,0.124620987330046,3.31150287544449e-13,1.92279904348019e-14,1.48717876422516e-28,0.0794858774406166
"% CD4+ RO+ total IL-17+ d1","black",-0.0866588823314963,0.287905373054956,0.953765790324935,0.255674539719021,-0.065509796053887,-0.00360778853506223,-0.04775718810923,0.0281980979269411,-0.00775754290992264,0.0309615186100331,0.0554903064278041,8.69063779086456e-11,2.11093058086417e-256,9.75464310488249e-09,0.148040550992053,0.936574204138705,0.291896715706329,0.533887865377866,0.864138243435794,0.49455990902592
"% CD4+ RO+ CCR6+ total IL-17+ d1","black",-0.0161206864263601,0.12105980668571,0.929143890121216,0.227737499190586,-0.118509384070084,-0.0810168831515399,-0.0149290358545614,0.117226387090376,-0.0851528633977315,-0.0944620121636539,0.722145332787911,0.00736113102222537,1.38959540069589e-212,3.57709293874063e-07,0.00871127609880386,0.0734679824099354,0.7419256362781,0.00947053454691101,0.0598884143514132,0.0367801284602548
"% CD4+ RO+ INFg- IL-17+ d1","black",-0.0547807008414479,0.272964132663791,0.924558331490823,0.239499065021064,-0.0780639732571898,-0.00646896521089404,-0.058476027553014,0.0277399866050233,-0.0652253213154327,0.0160615569045229,0.226588939434969,8.37571071319911e-10,3.34836764601622e-206,8.28610361714155e-08,0.0846230364872339,0.886538294966505,0.196739743334034,0.5405564497295,0.149812917502079,0.723122600252541
"% CD4+ RO+ CCR6+ INFg- IL-17+ d1","black",0.0101842186615151,0.102152342400319,0.895947446437304,0.214043165995863,-0.127464931868154,-0.0834737622730706,-0.0179074091297592,0.122076563100907,-0.131490929064382,-0.109548091800823,0.822261990354136,0.0238795785212322,9.06145204497538e-174,1.78315140663874e-06,0.00475787222133592,0.0651277902111413,0.692834816394184,0.00687730691822108,0.00358066422550354,0.0153686630947103
