"","Immune.magenta","Immune.blue","Immune.black","Immune.red","Immune.greenyellow","Immune.pink","Immune.purple","Immune.turquoise","Immune.brown","Immune.yellow"
"SAM000286_tp1",-0.00450170098982723,-0.0345386217579279,0.0525076494945485,0.0392781285028646,-0.0314991453674671,-0.0409751658360702,-0.0281682008343494,0.104732300247956,-0.0111706364778729,0.0158227249294888
"SAM000286_tp2",-0.000442420178233448,-0.0201594501102925,0.153465752146895,0.0351127799192703,-0.0207323933621108,-0.0337870750365773,-0.0329580570106356,0.098723281467628,-0.0178749948462762,0.001905932397871
"SAM000286_tp3",-0.00261420019354572,-0.0326753612110395,0.0264133617350327,0.028542909693322,-0.000262587778779724,-0.0219599341062683,0.0269967221650806,0.0947373262177486,-0.00443998991199283,0.050172043169308
"SAM000253_tp1",-0.00214019399534549,-0.0323068800749243,-0.0398550204718148,0.0652486053458054,0.0434128876838196,-0.0192835514132212,0.0596718304641492,0.126888567056445,0.0888401810476999,0.0923516374576589
"SAM000253_tp2",-0.0286695857542981,-0.0562390041104572,-0.0519345129988141,0.0769763985560819,0.0404139031349852,-0.0196109806515624,0.0279128474745618,0.150453751577946,0.167285982969344,0.0915689454241111
"SAM000253_tp3",-0.0264377977629084,-0.0425857324547335,-0.0133889519283202,0.0910148120011093,0.0238683919648301,-0.028957587870204,-0.00660943824264667,0.148183053298232,0.185591340411059,0.0796148272213359
"SAM000312_tp1",-0.0299326586505023,0.0295895199046169,0.0381845875828446,0.119651694753645,0.0137223412569891,-0.0409871963463275,-0.028881462707261,-0.025631216358916,-0.0257191936998366,-0.0299372440850153
"SAM000312_tp2",-0.0399144380116922,0.031051629150009,0.0335594395525716,0.1076343329647,0.0358847231754793,-0.0368998557982159,-0.0239274234882043,-0.0242125282763004,-0.00497163009935109,-0.025084959898948
"SAM000312_tp3",-0.0269809342690911,0.0230935739287145,-0.0303188559664753,0.0877731100068111,0.0382267786335435,-0.0493882770483825,-0.0308182949823372,-0.0441078091737626,-0.0258060401365896,-0.0431216336259049
"SAM000258_tp1",0.052996804586226,0.061442820187966,-0.0335391912751385,0.0175628481526124,-0.0361776816851078,-0.0407398686969493,-0.0572747494711464,-0.0253173441329895,-0.0161106857561978,-0.000764271312970893
"SAM000258_tp2",0.0225522518828114,0.0722723784434973,-0.0047824780345078,0.0285858929687935,-0.0134081005661846,-0.000985914833127027,-0.0413766218883246,-0.00940359981266167,0.00782566675797309,0.0806109319585219
"SAM000260_tp1",0.0955093554183917,0.0217242295046165,-0.0125703830024755,-0.0406983482710757,-0.0571928901068561,-0.0234378621609558,-0.0621225428456625,-0.00914182196281812,-0.00857944807182093,-0.0113949416947343
"SAM000260_tp2",0.0930671997930482,0.0750116545359708,-0.0119582048899763,-0.0338701587555404,-0.0635820612106101,-0.0201944371325083,-0.0638755879295029,-0.00842926152197716,0.0112638906821552,-0.00807468137776283
"SAM000260_tp3",0.0944026345721581,0.067986996204335,-0.0148464835259357,-0.0318831306459327,-0.108281844680781,-0.0124532599821051,-0.0598993352802051,-0.00521132980926067,-0.0177637614187411,-0.0513331613363839
"SAM000320_tp1",0.0034690535910374,0.0710612259586324,-0.0244572108422182,0.034168218526651,-0.133849606485009,-0.0116397745365854,-0.0634253010415044,-0.0411814697321687,-0.0145348020429167,-0.01956550072854
"SAM000320_tp2",0.02430607215696,0.0297434037742927,-0.0398822209517358,0.0431250014232469,-0.0895162954990577,-0.00319683330957109,-0.0578741292368685,-0.045969453910535,-0.031439734805755,-0.00920196947773136
"SAM000320_tp3",-0.038424371031344,0.0621190266549325,-0.0230130142964709,0.0602903234113275,-0.0355197633874675,-0.0190958916858659,-0.0542163482056031,-0.032221841513134,0.00742546692317261,0.00140439209488266
"SAM000266_tp1",0.0176669063438167,0.017668706647045,0.0388888981828334,-0.0333342328678922,-0.0465868778528216,-0.0254296730593044,-0.0405918669329732,0.0234496092371192,0.0290435872600727,0.0101154495192604
"SAM000266_tp2",-0.0417944057551807,0.0596467124671904,0.119267714346923,-0.0109410365509632,-0.00473277561232388,-0.0232727619712757,-0.0366346017407663,0.0758309264768267,0.0783501684365574,0.0234954455009859
"SAM000266_tp3",-0.00787579391573112,0.0463868065790184,0.08713184040057,-0.0139747931117108,-0.130628888815948,-0.0112643619791526,-0.0555456816377607,0.0592965489086527,0.0158718661052028,0.00436823617282934
"SAM000268_tp1",-0.0804320332026283,-0.00100566201149727,-0.0322927998436948,-0.0111404123417273,-0.0790185233340186,-0.0131434401481569,-0.0459337187483456,0.0296104658116212,0.0374052733070434,0.0167915612535282
"SAM000269_tp1",-0.0621937290027894,-0.0089504250933836,-0.0137156825069913,0.0141138841919512,-0.0513960059192388,-0.0373659168077614,-0.0625492722688417,-0.024855371909366,0.094168999885094,-0.0396240564167046
"SAM000296_tp1",-0.00116958983999753,-0.00230242127561181,-0.0119199050993246,0.021453808023825,-0.108024238923006,0.000778472038632008,-0.0583008137295811,-0.0179199751361249,-0.0126134124707279,-0.0390356436321537
"SAM000323_tp1",0.000687255838663639,0.0237632110084666,-0.0147458658953773,-0.0678595742828281,-0.167706337240236,0.0142178464305743,-0.0534050004688842,0.0320524559432752,-0.0342417119209384,-0.0374137689018471
"SAM000325_tp1",-0.0380195163342266,-0.0313573346885079,-0.0312915965105059,0.0418321943001731,-0.062935797538549,-0.0376147308307183,-0.0567199499090775,0.00780117206618362,-0.0493507881774081,-0.0782873701756969
"SAM000275_tp1",0.0207240912354502,0.012382990264123,-0.0284580204675759,-0.0533189378764814,-0.129279935487269,0.121709815212627,-0.0461200073776135,-0.0368859540721871,0.0237878318764558,-0.0250029070995036
"SAM000275_tp2",0.0670511602639187,-0.0063341175279698,-0.0350860428845089,-0.0497650210473549,-0.142623502553463,0.13569564169457,-0.0478751093706675,-0.0392261757891864,-0.0116382211877405,-0.0258765489802939
