"","kingdom","phylum","class","order","family","genus","specie.1","Specie.mergedColors","Specie.brown","Specie.yellow","Specie.green","Specie.turquoise","Specie.black","Specie.blue","Specie.red","Specie.brown.p","Specie.yellow.p","Specie.green.p","Specie.turquoise.p","Specie.black.p","Specie.blue.p","Specie.red.p"
"Clostridium_scindens","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Lachnoclostridium","s__Clostridium_scindens","black",-0.0451115009733516,0.036392994806668,0.113318949190095,0.0259130419001809,0.84787203912956,0.272690099108925,0.0359507177292063,0.324508433245838,0.426798615883718,0.0130784972682967,0.571565205754208,1.55551010837668e-133,1.29599925156451e-09,0.432443069285319
"Longicatena_caecimuris","k__Bacteria","p__Firmicutes","c__Erysipelotrichia","o__Erysipelotrichales","f__Erysipelotrichaceae","g__Longicatena","s__Longicatena_caecimuris","black",-0.0323941030261627,0.0166662195761149,0.12753714681031,0.0235710132945876,0.81457624579327,0.122566674849791,0.0250396488619299,0.479372094391788,0.715984751624815,0.00518327122606912,0.6068322419545,6.70492546641668e-115,0.00723939520605193,0.584603160136509
"Blautia_hydrogenotrophica","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Blautia","s__Blautia_hydrogenotrophica","black",-0.0374478534440267,0.0339409877295972,0.258788964399031,0.171548510802447,0.754497819095392,0.13748904730837,0.0634562533451701,0.413510362676797,0.458628264379559,9.06968039651143e-09,0.000161479697098324,2.77181706810992e-89,0.00256500442665188,0.165570774671545
"Roseburia_sp_AF02_12","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Roseburia","s__Roseburia_sp_AF02_12","black",-0.0264438764547126,-0.0163585531160925,0.123937468467096,0.0279904519940502,0.694991901955072,-0.0491828502095516,-0.0733785231920921,0.563708897545145,0.721007296878756,0.00660968402425039,0.541120053656077,2.42241963035585e-70,0.282707491286432,0.108728545762148
"Clostridia_unclassified_SGB4121","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridia_unclassified","f__Clostridia_unclassified","g__Clostridia_unclassified","s__Clostridia_unclassified_SGB4121","black",-0.082320469632442,0.0622232714608539,0.368153022345146,0.183145180737147,0.509794950452166,0.213297101297883,0.29571562718907,0.0718574394134773,0.173962110041728,8.03309879606661e-17,5.53021520910926e-05,4.78133329090183e-33,2.47289940691869e-06,4.01842422125255e-11
"Clostridium_symbiosum","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Lachnoclostridium","s__Clostridium_symbiosum","black",-0.0531906091615435,0.0624219808329788,0.0506935599083882,-0.0588236412135649,0.494690679846614,0.287017631388926,0.110176050297807,0.245270237825949,0.172588751444147,0.268165977842487,0.198733717630702,6.22693350496094e-31,1.54940895522524e-10,0.0158492491194478
"Ruthenibacterium_lactatiformans","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Ruthenibacterium","s__Ruthenibacterium_lactatiformans","black",-0.0594400372419362,0.0899186381512038,0.413423071425126,0.0597991895901048,0.493587288019229,0.272700185412771,0.1391838073911,0.194061235265216,0.0492051882347106,3.36656685731245e-21,0.191376079662873,8.80370380995733e-31,1.29411815337782e-09,0.00226489883384435
"Enterocloster_clostridioformis","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Enterocloster","s__Enterocloster_clostridioformis","black",-0.0412016690557551,0.0460464308528769,-0.00173740042926437,-0.0622124564591701,0.458577003749744,0.230598674220893,0.0859478766443309,0.36824338218879,0.314571553566489,0.969747046158664,0.174037089601901,2.77559115616553e-26,3.34945096022931e-07,0.0601591038907256
"Anaerotruncus_colihominis","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Anaerotruncus","s__Anaerotruncus_colihominis","black",-0.0440303530840902,0.0359151130169806,0.171969445742334,-0.00929673801529479,0.418645929277048,0.262873303282707,0.0417270109356328,0.336250592413086,0.432899331969412,0.00015550210294756,0.83918050681948,9.49518733449538e-22,5.18032659603671e-09,0.362163090994484
"Anaeromassilibacillus_sp_An250","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Anaeromassilibacillus","s__Anaeromassilibacillus_sp_An250","black",-0.0211101891418208,0.013626338418566,0.283589350734549,0.0292564076180941,0.34828797520486,0.178877929786319,0.0314364063627943,0.64489670382181,0.766114121752112,2.60447976854644e-10,0.522971571250249,4.16519147733502e-15,8.26786688193736e-05,0.49246633289884
"Bacteroides_fragilis","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__Bacteroides_fragilis","black",-0.0366171049763836,0.0209952874088688,-0.000669898531647015,-0.0841079450586098,0.331126655798025,0.113823410113271,0.0734136258130285,0.423954884969686,0.646697946865445,0.988332837940691,0.0658794796745219,1.01443390911485e-13,0.0126760119268098,0.108559046007971
"Butyricimonas_faecihominis","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Odoribacteraceae","g__Butyricimonas","s__Butyricimonas_faecihominis","black",-0.0159043004856091,-0.0296471454871685,0.0843450509791203,-0.0261404981938757,0.315959853536489,0.0353897851218599,-0.0235784760854187,0.728444734862643,0.51743362315921,0.0651181257744528,0.568192519217298,1.44986244169764e-12,0.43966343975123,0.60671833971853
"Anaerotignum_lactatifermentans","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Anaerotignum","s__Anaerotignum_lactatifermentans","black",-0.0544746967100979,0.00206506223699011,-0.0243974742250488,-0.0348529024157367,0.289042778338326,0.191063883858473,0.290923585650909,0.234044153533366,0.964045092300715,0.594276594526871,0.446638392875008,1.13627368963494e-10,2.55875704538526e-05,8.50030079871824e-11
"Blautia_caecimuris","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Blautia","s__Blautia_caecimuris","black",-0.0470308740912202,0.0420702048430465,0.0582220478698337,-0.0562810011914903,0.201664135188354,0.20395894196324,0.207799509514739,0.304326265043437,0.35822503707932,0.20337252954227,0.218874552694077,8.67211844001109e-06,6.80877495111448e-06,4.51413130441665e-06
"Enterocloster_lavalensis","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Enterocloster","s__Enterocloster_lavalensis","black",-0.0359243181819992,0.0504817804760681,-0.00561018100356084,-0.0929627957998445,0.127514538230864,0.123932224476919,0.0754626671221026,0.432781344195733,0.270173025461041,0.902530790863945,0.0419838727787631,0.00519128848008814,0.00661199635432952,0.0990209346402505
"Bifidobacterium_catenulatum","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Bifidobacteriales","f__Bifidobacteriaceae","g__Bifidobacterium","s__Bifidobacterium_catenulatum","black",-0.00403101168502403,-0.00126834389788051,0.215012776697417,0.0330506518275544,0.0925055654225315,0.0955245683208491,0.0320903813669976,0.92988235746566,0.977912154771605,2.04276454271125e-06,0.470505950158063,0.0430077979521552,0.0366199355321906,0.483504145108134
"Alistipes_finegoldii","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Rikenellaceae","g__Alistipes","s__Alistipes_finegoldii","black",-0.085802171009263,-0.0242902899410833,0.139124989579093,-0.0755594141753826,0.0906612928314816,-0.0138970928422112,-0.0450963541328666,0.060596611383358,0.595898249005747,0.00227475247159455,0.098587620870942,0.0473539601908007,0.761605843787731,0.324671080065242
"Bacteroides_timonensis","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__Bacteroides_timonensis","black",-0.0179308483969317,0.0187758889074945,-0.0499104053369192,-0.0395881769642552,0.0207186748428517,0.0362058414738197,0.0354891179465797,0.695470613808182,0.681884533621514,0.275639113752797,0.387310681607723,0.651042686906496,0.429181872288924,0.438379816453451
"Phocaeicola_massiliensis","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidales_unclassified","g__Phocaeicola","s__Phocaeicola_massiliensis","black",-0.0407301152569844,-0.0189275829874942,-0.0719486962762014,-0.0667627900052883,-0.027788144442325,-0.0310137860997086,-0.0350926673545234,0.373754742396256,0.679456374643602,0.115811813362279,0.144569097006516,0.544049090388715,0.498304883699342,0.443515739652357
"GGB9739_SGB15313","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__GGB9739","s__GGB9739_SGB15313","red",-0.0252077161525529,0.0447934909828733,0.000829195246553716,-0.00353399714451572,0.0435512669052141,0.0764060679173366,0.81513831044696,0.582083574754064,0.327934325778758,0.985558749605587,0.938509418664627,0.341539924731398,0.0948596885215609,3.49722986075971e-115
"Clostridium_sp_AT4","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Clostridiaceae","g__Clostridium","s__Clostridium_sp_AT4","red",-0.0489742611600372,0.0307758775706784,-0.0695601352579266,-0.0119709719269581,0.0730403870274859,0.171373731068181,0.808945483313003,0.284756377316948,0.501607692891309,0.128445096782163,0.793843936100716,0.110372008632803,0.000164024473727799,4.03693132376053e-112
"Holdemania_sp_Marseille_P2844","k__Bacteria","p__Firmicutes","c__Erysipelotrichia","o__Erysipelotrichales","f__Erysipelotrichaceae","g__Holdemania","s__Holdemania_sp_Marseille_P2844","red",-0.0318646431669367,0.0279902571708043,0.0140301004791977,0.0237423396564174,0.0321318916368029,0.0368282743597302,0.75129416773258,0.486587691453278,0.541122870552037,0.759394100578507,0.604219746043469,0.482938274708467,0.421285496059465,3.96456782060117e-88
"GGB3523_SGB4703","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__GGB3523","s__GGB3523_SGB4703","red",-0.0543328424170627,0.0124138684752765,-0.0273311329962322,0.0539671582151523,0.0646904811230411,0.22721089157568,0.646602418642672,0.235266167570234,0.786397676049638,0.550694560932447,0.238437122592984,0.157478754206038,5.01759975359514e-07,4.65416512439776e-58
"Clostridium_sp_AM22_11AC","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Clostridiaceae","g__Clostridium","s__Clostridium_sp_AM22_11AC","red",-0.0474223314510461,-0.00110166124994712,-0.0455346881493373,0.210325936238017,0.0275335000881601,0.0411076922041772,0.539041556896525,0.300314368537357,0.980814285332191,0.319985630955683,3.43022084049952e-06,0.547747003944238,0.369337708943378,1.86717716727144e-37
"Ruminococcus_gnavus","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Mediterraneibacter","s__Ruminococcus_gnavus","red",-0.0624408885168254,0.0452925731173829,0.0356495271069405,0.0768536426074488,0.146638476872493,0.358156876199588,0.489875541610985,0.172458495348452,0.322568175435252,0.43631147843249,0.0929349401195741,0.00128922105118347,6.0641943389809e-16,2.79624716961658e-30
"Dialister_invisus","k__Bacteria","p__Firmicutes","c__Negativicutes","o__Veillonellales","f__Veillonellaceae","g__Dialister","s__Dialister_invisus","red",-0.0648030643422253,0.00532925820126848,0.0258909859322218,0.0338989227827281,0.0178403149380966,0.0937093442004391,0.477621666139522,0.156755754657189,0.907388953366215,0.571892752365678,0.459185641142342,0.696932050333884,0.0403562704552634,1.14986925903676e-28
"Mediterraneibacter_glycyrrhizinilyticus","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Mediterraneibacter","s__Mediterraneibacter_glycyrrhizinilyticus","red",-0.0592141971913811,0.032162809480629,0.0435131004674814,0.0884882578936785,0.103216880939157,0.286395143859574,0.424786161088083,0.195763756518567,0.482517033984372,0.341963570520965,0.0529414662001812,0.0238742756970325,1.70352680436665e-10,2.08378397900622e-22
"Clostridiaceae_bacterium","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Clostridiaceae","g__Clostridiaceae_unclassified","s__Clostridiaceae_bacterium","red",-0.116395375851034,-0.0633292346000008,-0.0539586804490823,0.107778666023205,-0.0171922420706768,0.0239552150399154,0.328533409703862,0.0107892302876327,0.166420937463339,0.238510990734384,0.0182963707105012,0.707426039184316,0.600980716155951,1.61560652434834e-13
"Lachnospiraceae_bacterium","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Lachnospiraceae_unclassified","s__Lachnospiraceae_bacterium","red",-0.0315591615437853,0.00402340825716107,0.0419056557409236,0.0846168371766652,0.0396435961023084,0.075074381431058,0.321502075449628,0.490777333738332,0.930014276724136,0.360109829452525,0.0642543271176117,0.386645980104347,0.100775265126156,5.58130649206968e-13
"Bifidobacterium_bifidum","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Bifidobacteriales","f__Bifidobacteriaceae","g__Bifidobacterium","s__Bifidobacterium_bifidum","red",-0.0233070350761682,0.0527082764363008,0.105114305666952,0.0703376052225177,0.0673531999111661,0.0699677458290838,0.283179382181007,0.610867368274086,0.24958275904668,0.0213969677119203,0.124220829907292,0.141043252512751,0.126216732653855,2.7700580828709e-10
"Dorea_phocaeensis","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Dorea","s__Dorea_phocaeensis","red",-0.0293652974161105,0.0444525844982069,0.0444851542596588,0.0254108862552662,0.0242081168493981,0.112014180303686,0.235522051415549,0.521425227046217,0.331632763280287,0.331278262509663,0.579044513744543,0.597142854441786,0.0141722093639724,1.84096235582179e-07
"Parasutterella_excrementihominis","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Sutterellaceae","g__Parasutterella","s__Parasutterella_excrementihominis","red",-0.0964454331244318,-0.0183664514646748,-0.0737024207078868,-0.067097122101679,0.00274387660337052,0.10272314027263,0.201257241683451,0.0348396029609478,0.688454730118934,0.107172443176256,0.142564335307101,0.952238559517336,0.0245582070676392,9.04958097313935e-06
"Bacteroides_xylanisolvens","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__Bacteroides_xylanisolvens","red",-0.086670334225904,-0.0308923232438261,-0.137274078036933,-0.065389900534964,-0.0376266687064592,0.0548031449511493,0.142648317293495,0.0580281907820096,0.499989672171618,0.00260555713528932,0.153027712758598,0.41128224729692,0.231231940029735,0.00174881126750109
"Parabacteroides_merdae","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Tannerellaceae","g__Parabacteroides","s__Parabacteroides_merdae","red",-0.0680893689538857,-0.0209509296442209,-0.12994410069755,-0.13349706234771,0.00424387663085963,0.129963350584023,0.138481668663101,0.136739709171432,0.647393869231282,0.00439090271536324,0.00342023735985002,0.926189949324933,0.00438503303131042,0.00238511168487815
"GGB6613_SGB9347","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Alphaproteobacteria_unclassified","f__Alphaproteobacteria_unclassified","g__GGB6613","s__GGB6613_SGB9347","red",-0.0450021685934715,-0.032710317783698,-0.0643114825040321,-0.00433409069610589,-0.0262459378682294,0.0316314840122046,0.124982046581044,0.325683631555221,0.475090571937336,0.15993116678597,0.92462554715452,0.566632301604632,0.489783697323532,0.00616327702858499
"Blautia_faecicola","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Blautia","s__Blautia_faecicola","red",-0.0115701454123576,-0.0143558324990808,-0.0591290050209223,0.0534821316028073,-0.0336942629311319,0.0206802873970564,0.124763413512813,0.800599093473494,0.753985914568986,0.196408814135406,0.242689153089387,0.461902853861171,0.651646575754475,0.00625440653563206
"GGB9623_SGB15076","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__GGB9623","s__GGB9623_SGB15076","red",-0.0238770114699789,0.0324990502251634,0.0950358725247668,0.00364592419961721,0.0420946595522212,0.107961047024035,0.0842595340397828,0.602169723134646,0.477948794967385,0.0375957293028599,0.936565951166661,0.357945454812745,0.0180992508090522,0.065391884752493
"Sutterella_sp_AM11_39","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Sutterellaceae","g__Sutterella","s__Sutterella_sp_AM11_39","red",-0.0109461064135403,-0.00430422417830773,0.00546326647538802,-0.0208754188375786,0.00114013228180718,0.0628003961200984,0.0788160346943601,0.811145542134871,0.925143430585894,0.905071027684683,0.64857925382174,0.980144437951582,0.169995754624752,0.0848618366415609
"Acidaminococcus_intestini","k__Bacteria","p__Firmicutes","c__Negativicutes","o__Acidaminococcales","f__Acidaminococcaceae","g__Acidaminococcus","s__Acidaminococcus_intestini","red",0.0124830487741721,0.0146330061826227,-0.0376953756037974,-0.0201154436912794,0.0246410565494176,0.0350367425377107,0.0465469065028908,0.785236310267997,0.749393392819336,0.41042802241478,0.660558530597908,0.590598793465212,0.444242980060493,0.309335086279797
"Clostridium_fessum","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Clostridiaceae","g__Clostridium","s__Clostridium_fessum","red",-0.0553074799614527,-0.0772497548544244,-0.12363347253578,0.0947439496623933,-0.0885018019883339,-0.0629285238186166,0.0441300784882382,0.226960487336458,0.0912576834454414,0.00674493395312067,0.0381890764805412,0.0529050096280799,0.169124420829749,0.335156220088656
"Phascolarctobacterium_faecium","k__Bacteria","p__Firmicutes","c__Negativicutes","o__Acidaminococcales","f__Acidaminococcaceae","g__Phascolarctobacterium","s__Phascolarctobacterium_faecium","red",-0.136656478731565,-0.0418193639002222,-0.0198601446054424,-0.0398488207737434,-0.0152959821401079,0.0222143071825742,0.0270453425633134,0.00272533583148655,0.361100717066045,0.664602469382312,0.384190548126163,0.738444616744308,0.627695194595897,0.554870420659376
"GGB3486_SGB4658","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Clostridiaceae","g__GGB3486","s__GGB3486_SGB4658","red",-0.0110875560822202,-0.0267439949040616,-0.0278222378237899,0.0274710086695159,-0.0322826076264517,-0.0841779552578469,-0.0154638381347459,0.808751929404374,0.559290243056804,0.543554931565016,0.548656385886798,0.480886723448837,0.0656539177864991,0.735680812270712
"GGB3256_SGB4303","k__Bacteria","p__Firmicutes","c__CFGB1340","o__OFGB1340","f__FGB1340","g__GGB3256","s__GGB3256_SGB4303","red",0.0419285404773204,-0.0312755202978798,0.271025128393382,0.0622296034623058,0.0038870213007857,-0.0669999353972266,-0.0352194084225314,0.3598473302187,0.494684673972906,1.64581540381153e-09,0.173918221936971,0.932380908705105,0.143144891922149,0.441870123979579
"Clostridium_sp_AF36_4","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Clostridiaceae","g__Clostridium","s__Clostridium_sp_AF36_4","red",-0.0469981489600804,-0.0512465556424896,0.0502946878064247,0.0346234835375023,-0.0423055228423019,-0.128005068975711,-0.140827150586332,0.304663251772526,0.262973432731233,0.271954637394946,0.449637942793433,0.355540408897423,0.00501982548398392,0.0020048690695192
"Odoribacter_splanchnicus","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Odoribacteraceae","g__Odoribacter","s__Odoribacter_splanchnicus","red",-0.0713905392310446,-0.0133860934083474,-0.0976590777761077,-0.115968910961217,-0.00494593824549725,-0.149359140406217,-0.20073883331121,0.118673084813816,0.770121020425777,0.0326062016392699,0.0110837410085925,0.914023469854832,0.00104266850176162,9.55319557514879e-06
"Alistipes_shahii","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Rikenellaceae","g__Alistipes","s__Alistipes_shahii","red",-0.0738644140549535,-0.0426619519623209,0.155538807602779,-0.0361935408766549,-0.0201962704371021,-0.0599590119694531,-0.202887791477632,0.106400802965284,0.351498249302885,0.000635363975390582,0.429338780706763,0.659280283981064,0.190189988936985,7.62525857715763e-06
"Alistipes_communis","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Rikenellaceae","g__Alistipes","s__Alistipes_communis","red",-0.0412059919012571,-0.0736013397224533,0.102833259122344,-0.0045538341006301,-0.07369334268472,-0.174480197142353,-0.211877825766658,0.368193092653238,0.107656167761494,0.0244042210701486,0.920816204303392,0.107215815918198,0.000123945071219614,2.892980695988e-06
