"","KEGG.yellow","KEGG.black","KEGG.brown","KEGG.purple","KEGG.red","KEGG.turquoise","KEGG.magenta","KEGG.blue","KEGG.green"
"SAM000226_tp2",-0.0269505470457552,0.0304534306481577,0.0119677405916929,0.0284399256047784,-0.0159835445084914,-0.0100114430023825,-0.0216685450003567,-0.016364660957415,-0.00858645099144276
"SAM000227_tp1",-0.00171703864725019,0.00237929975308331,-0.00497654254186824,-0.0463178879969127,0.000424338610691608,-0.0131177386638539,-0.0232932430181621,-0.0105007927519737,-0.016377775520497
"SAM000227_tp2",-0.0351774426719621,0.0218763076723712,0.0255533728856085,-0.0482121450879107,0.0560273926861356,-0.012413823218577,-0.0215326903131076,-0.0295057879851049,-0.0159370176603741
"SAM000228_tp1",0.0434295716877315,0.0462779025054789,-0.016575861453434,0.0520531091326909,-0.0264504996171481,-0.0121816946250472,-0.0234607818974058,-0.075239743499314,-0.0152273622255639
"SAM000228_tp2",0.0133349057523975,0.0216152283737075,-0.00501070409569765,0.062529088292951,-0.0231163396225345,-0.0110485432506203,0.000601975326094259,-0.0506719532778206,-0.0131842005541412
"SAM000230_tp1",0.0198093279249211,-0.00612308846536785,0.00820148081739245,0.0158222340831238,-0.0128170839836835,-0.0107057244456234,-0.0149092584514156,-0.0185894745636512,-0.0117491422244047
"SAM000231_tp1",0.0885980490655302,-0.00217472665370404,-0.0415945892879744,0.00751160600911077,-0.0179916600183009,-0.00267731637014519,0.00707104498160128,-0.0257194009227154,-0.0136241204688288
"SAM000232_tp1",0.0585648957229928,0.0158270915493571,-0.0227606927109761,0.019567143521196,-0.0258309674366041,-0.0126974368342334,-0.0211067475869711,-0.0437404766981527,-0.0130079677696643
"SAM000233_tp1",0.00413326620580589,-0.00752167040904037,-0.0300834743668935,0.0241475423123329,-0.0156948101504448,-0.0122539560139986,-0.0215037953658477,-0.0156397306820109,-0.0133975244725235
"SAM000233_tp2",0.0275398510970412,0.00325860419213887,-0.0238591081019607,0.0266260697543826,-0.0219582090414422,-0.0125319772611736,-0.0219995935031175,-0.0173360812497843,-0.0132975063143679
"SAM000233_tp3",-0.0202641769163192,-0.0379697204448538,-0.0126972402148243,0.0143354105369598,-0.0175980662594088,-0.00944029554375738,-0.0168724106988523,0.0555196198489864,0.0352476322563901
"SAM000234_tp1",0.0663480757953307,-1.47660603746881e-06,-0.0315810120179491,0.0210316680165901,-0.00174311892181227,-0.001736253199643,0.00476977265869833,-0.0332549052627204,-0.0122734672526635
"SAM000235_tp1",0.0647601720407083,-0.00113614821209543,-0.0356085488925324,0.00706643268754322,-0.00915345416745172,-0.000161997154091643,-0.0211456498748376,-0.039846080249097,-0.0152711723520795
"SAM000235_tp2",0.0378798336385991,-0.0058625348717212,-0.0177690069538299,0.0217575582540002,-0.0222654927404166,-0.0119690752508166,-0.0147593297405125,-0.0147125758356186,-0.014079904757193
"SAM000236_tp1",0.0108438313718566,0.00869457676859838,0.00253128185724809,0.0563802937403925,-0.0197818025944546,-0.0104067021942342,-0.0212414503459659,-0.0270951886263588,-0.0106132811134344
"SAM000236_tp2",0.0179205769089492,0.0320657583752413,-0.000986127235984389,0.0202640375476134,-0.0210957204833202,-0.00936277794835816,-0.0205521311759534,-0.0395327583107319,-0.0131458619580465
"SAM000237_tp1",0.0607233770000807,-0.00302920228224562,-0.0217350614092452,-0.0419355632189754,0.157803719012289,-0.0120221677007719,-0.0228558844382849,-0.0407201471961176,-0.00882222024176865
"SAM000238_tp1",0.0341384963234699,-0.00701810579834708,-0.0238671257667995,-0.0438588580879424,-0.0150394022749959,-0.0123215366874656,-0.0125503631901023,-0.0155606974764978,-0.00715217491524992
"SAM000238_tp2",0.0115164388526757,-0.0157313532385189,-0.0094874490416871,-0.0424945821622615,0.01959640399378,-0.00422508995103715,-0.0144034925713584,0.00119420237022765,0.00511634826681136
"SAM000240_tp1",-0.0345207394139419,0.0155575968268602,0.00376683882630746,-0.0379552043320625,-0.0147694428585864,-0.0118811720918565,-0.0170602878852478,-0.0331958753201885,-0.0127912212004618
"SAM000240_tp2",-0.0187612201814061,-0.00762675780789105,-0.00287882611144809,-0.0437688055718184,-0.0270528676397046,-0.0123492060493358,-0.0218403381732879,0.00416897100358807,-0.00843905481319037
"SAM000240_tp3",-0.00736363689441212,0.0174592491359242,-0.00346904329529411,-0.0417315739496632,-0.0226317461368696,-0.0120535615377958,-0.0229359160138948,-0.0396077431477534,-0.00673436779964701
"SAM000240_tp4",-0.0355994304463017,0.00569693064037105,0.00309238640963398,-0.0431864532576806,0.0615905399719011,-0.0120393048569056,-0.0180052680580967,-0.0211450361857136,-0.0132501194318352
"SAM000241_tp1",-0.00730509650674353,-0.00857742996355593,-0.0026977787247681,-0.0401466962476767,0.000719331494437463,-0.00877280893844734,-0.0202081414764316,-0.00356806902485705,-0.0136636484943637
"SAM000241_tp2",0.0337918942522871,0.0229184643538432,-0.0176832753115486,-0.0408311343608617,0.00792240022417785,-0.00816078050714728,-0.0210069603787175,-0.0485083937547593,-0.0154642219253627
"SAM000242_tp1",-0.0379169310985467,0.00317393748506678,0.00618236731495853,-0.035758640886821,-0.0178068906296099,-0.0108252325061093,-0.0153945050640414,-0.0314324436362825,-0.0152339054885769
"SAM000243_tp1",0.129385649442949,0.0172083634987703,-0.0491411416260827,-0.0444189668116342,-0.0208083031579395,-0.0127273926250893,-0.0227039908731966,-0.0690500534361082,-0.0144145490204188
"SAM000243_tp2",0.0572540997202348,0.025297279612182,-0.0219553494386785,-0.0368063011207455,-0.0193824804226292,-0.0113992841938337,-0.0174412289037517,-0.0585713104118132,-0.0143715921669909
"SAM000245_tp1",0.0748154113630222,0.0264562013918808,-0.0373859065771892,0.0195029578347168,-0.0251688431414892,-0.012826491122949,-0.022811539909615,-0.0630716452181955,-0.016390343636379
"SAM000245_tp2",0.0131558541560903,-0.00800270692701573,-0.028580946012507,0.0135381056660071,-0.0209105654625766,-0.0126161700541682,-0.0225044160253435,-0.0111023019836443,-0.0162665052964599
"SAM000245_tp3",0.0330354802535684,-0.00131067738254255,-0.0330695070885682,0.067768294953421,0.013810596071602,-0.00893442581307881,-0.0133735701923707,-0.0334124613618788,-0.0145599810355267
"SAM000246_tp1",-0.0172020322518563,-0.00457830066090213,0.00950424071026162,-0.0385098054670353,-0.0106628865316512,0.0516413879675657,-0.0118971576859053,-0.00703826585912138,-0.0106495280721626
"SAM000246_tp2",-0.0442810606354186,0.0380544097508446,0.0307944088398902,-0.0453011990621583,-0.0281145971420526,-0.000879392611039001,0.0108586645104486,0.00736075950305691,-0.0156719479916021
"SAM000247_tp1",-0.0372482042547032,0.0567483048856084,0.0126428028687344,0.0204259694406065,-0.0173265877046434,-0.0133762329171405,-0.0186294749952518,-0.0445569101287065,-0.0143950226624136
"SAM000247_tp2",-0.0281282628269394,0.0736523837640319,0.0165763732794778,0.0122035838407961,-0.0276950359918209,-0.013812452282469,-0.0169625808931584,-0.0506100554595756,-0.0123022445529835
"SAM000247_tp3",-0.0577923228606686,-0.0286574289481715,-0.00813141855048477,0.00351048673142334,-0.0172266264030721,-0.00885721847373832,0.0141363453713904,0.060584466336496,-0.00331355256252119
"SAM000248_tp1",-0.0294985823600894,-0.02327019028891,0.000748054754707647,-0.0401567423485656,-0.0126670326780157,-0.011947753563577,-0.0222701182996575,0.0364470104725384,-0.0149648955991729
"SAM000248_tp2",-0.0146817326534544,0.0127705921396627,-0.0140948018025389,-0.0359460387132307,-0.0248583797409889,-0.0132370247862097,-0.0217048359844293,-0.0107585565096885,-0.0167728352243617
"SAM000248_tp3",-0.0696783223234998,-0.0773588245796433,0.00247735593664759,-0.0321531627138133,-0.00417908080584913,-0.00749838981466801,-0.018578533072415,0.133767810988064,-0.00714292795978187
"SAM000249_tp1",-0.0419959482511836,0.0550365838721157,0.0864324767879878,0.0257620737793597,-0.0208905161428573,0.00320009062666139,0.0370212923426436,0.0255205503500096,-0.00842977876978091
"SAM000250_tp1",0.00862207854317092,0.0523595916215834,-0.00450378470113544,-0.0442675670006067,-0.0271332754095213,-0.0141656635369774,-0.0222237301689809,-0.0659960361054359,-0.0174757235392204
"SAM000250_tp2",0.00719511207765857,0.0221855921483826,-0.0113946952012783,-0.0443257964935691,-0.014290167969806,-0.0130282564867427,-0.0226843542878307,-0.0409004017364607,-0.0130182655955658
"SAM000250_tp3",-0.0270185753982997,-0.0544067841449348,-0.00900902179141825,-0.0375289385373686,0.039886522592286,-0.0066321692737356,-0.0176313214796526,0.0574800655764654,0.010856385295748
"SAM000251_tp1",0.0064611263881803,0.0109837839608755,-0.011022294238048,-0.0198842259654467,-0.0181815307694054,-0.00881914789023196,-0.00199281328635351,-0.0309016855374401,-0.0111367534383809
"SAM000251_tp2",0.0121840778174901,-0.00472891757139442,-0.0179918301233627,-0.0271404503089165,-0.0178010041949845,-0.00736265387571613,-0.0114288287364357,-0.0153458983031608,-0.0119172320014121
"SAM000251_tp3",-0.0296786863871463,-0.0156934806425748,-0.00559914565565042,-0.0142974837871066,-0.00357702162767601,-0.000139578822385844,0.0122193865352227,0.00162291531095228,0.0571945551490545
"SAM000253_tp1",0.024673769893484,-0.00726339100206236,-0.022033672227139,-0.0315417371176372,0.00470313334260579,0.101319735778908,-0.0181667515462198,-0.0291241555730711,-0.0143904504394929
"SAM000253_tp2",-0.00822462863174124,-0.0167281698451046,-0.00434556728060934,-0.0276325605376145,-0.00300146068219332,0.0193385151878228,0.0146145446427613,-0.000857488871170614,-0.0113409886378177
"SAM000253_tp3",-0.0444821775101949,-0.0325921203085413,-0.00742579545346108,-0.0269194682307676,0.00267791573739032,0.0731657841680533,-0.0113290136870589,0.0483173655451438,-0.0014368381319262
"SAM000254_tp1",0.0349804763332381,-0.0135917079478065,-0.032486938524696,-0.0148549026577998,-0.0236639963634776,-0.0132749729313067,-0.00939528491807501,-0.0205213582167792,-0.0128091674038021
"SAM000255_tp1",-0.00434957681165048,-0.00213250056508766,-0.017257318425818,-0.0439230951648718,-0.0274304374700199,-0.0132518383350239,-0.0185938689892951,-0.00444151279786998,-0.0124218236676467
"SAM000255_tp2",-0.0797392760217738,-0.0215036836942759,0.00385108970063381,-0.0358318721040594,-0.0156693995731156,-0.00831016918287726,-0.00457879357374272,0.0418093282280213,0.0553666096177715
"SAM000255_tp3",-0.0432145002323376,-0.0675521125539152,0.00177236816903446,-0.032445177619086,-0.00570215673709187,-0.00628044117955383,0.182666295441745,0.111421111222635,-0.00160734262205863
"SAM000256_tp1",0.0348094148282621,0.120247318966278,0.0574558969653084,-0.0449935205961646,-0.0332466060502247,-0.0154583157329039,-0.0168427942252044,-0.0568896395448064,-0.0180858033324984
"SAM000256_tp2",0.0265863467003651,0.0533033145929572,-0.0188154220636081,-0.0334560898989088,-0.0290055064710797,-0.0118342354058764,-0.0172862422543171,-0.0693500196131433,-0.0157120183977929
"SAM000257_tp1",-0.0294190521048102,0.0473527249496153,0.101881352797206,0.0576382300914405,0.00665712906732902,-0.0067250627060817,-6.26903175611977e-05,0.0025941999399725,-0.00198072678073221
"SAM000258_tp1",0.107124511177462,0.0435085795953087,-0.039631552891799,-0.0432951162135167,-0.013482989298169,-0.0023900244678661,-0.0216093890875606,-0.0820331003822531,-0.0167905160333588
"SAM000258_tp2",0.0934316923868958,0.0224601671079222,-0.0508161826808054,-0.0364806856171702,0.00681768586447055,0.0166237049121805,-0.0207802235614185,-0.0661498728022554,-0.0106053948111574
"SAM000259_tp1",0.0106746031710943,0.0134547212281559,-0.00214031321591858,-0.0376780940606475,-0.0271019569836791,-0.0113366506094389,-0.00534047344428839,-0.0290063467661002,-0.0121050249461069
"SAM000260_tp1",0.0165884913884731,0.00636263893907511,-0.00679161859503333,-0.0451133062343723,-0.00186324139421136,0.00969682572058263,-0.0228120416746759,-0.0278611649399402,-0.0137810801966653
"SAM000260_tp2",0.00106711061844336,-0.0310331935221976,-0.00538612207545347,-0.0402662308099579,-0.0213284900317998,-0.00968597405088342,0.0156763493441899,0.0407278055495697,-0.00568818716584313
"SAM000260_tp3",-0.0163654145171229,-0.0467493279447628,-0.00773769345953548,-0.0360251685676853,-0.0115958774542714,0.00307495084231775,0.125120254857342,0.0489435259302476,0.00916780650542366
"SAM000261_tp1",0.00242145039337411,-0.0331488364393788,-0.0181596803929657,0.0120846433663619,-0.0243175455929218,-0.0108544524927401,-0.00619500717376323,0.0279108605381749,-0.00892228080056997
"SAM000261_tp2",0.0172618842660962,-0.0239960474749046,-0.0205475312704878,0.0195535517848931,-0.023528083894032,-0.0111436032164205,0.00485449119451543,0.0211748095292163,-0.00944504594887162
"SAM000261_tp3",-0.0390130397437479,-0.0665128919352185,-0.0131123879095904,-0.00159708580080676,-0.0156872547645205,-0.00686708543188226,0.0837660388576166,0.114288002110982,0.0280973182768524
"SAM000263_tp1",0.0407482672098997,0.016952707486682,-0.0125807852910454,0.0627755565532765,-0.0247234476941613,-0.0126340432337485,-0.023961540093954,-0.0343117843978963,-0.0145666053771489
"SAM000263_tp2",-0.0238232215386788,-0.0191705923702531,0.0093791191336898,0.0487970835755952,-0.0165280290156146,-0.00688891527214269,-0.020570598236257,0.0322963529126516,0.00647265213996959
"SAM000263_tp3",-0.0534437673568996,-0.0257271505462526,0.0195415270891811,0.0100427613247426,-0.0172001772346124,-0.00673042026710539,0.0418308830121909,0.0669623147317262,0.00209311730333026
"SAM000265_tp1",0.00291440655332967,-0.00416367580332222,-0.0302909593690844,-0.0356251332800553,-0.0102619554518909,0.027914989456506,-0.00992458359061018,-0.022743321815708,0.0575717516370686
"SAM000265_tp2",-0.0126634820299619,-0.0342015668082609,-0.0261465384998779,-0.0389230282182212,0.00269555004809466,0.00340174508747991,-0.00980830056698064,0.0300208117576447,0.0718842351073293
"SAM000265_tp3",0.0500138948971019,-0.00609170284405208,-0.0443716793150893,-0.0407051138966617,-0.0010834960587356,0.0685074251801244,-0.0170836685122814,-0.0426921719185675,-0.00318333731295975
"SAM000266_tp1",-0.0130223958174292,-0.0137010879155667,-0.000392309268175782,0.128595266556064,0.0399552824554278,0.172955771374214,0.0193806117596968,0.015301371915104,0.0449015815553898
"SAM000266_tp2",0.0201349594880632,0.0676259813447945,0.0168200827517306,0.102913182800171,0.0299609169975298,-0.00438862105852486,-0.0197921691227964,-0.0532894464489087,-0.00800620191588783
"SAM000266_tp3",-0.0360573732240382,-0.00532348537311876,0.0248350651903738,-0.00921773852646258,-0.00413301278350354,0.00301134038056358,0.0308010779101776,0.0307782784611356,0.192664985677155
"SAM000268_tp1",-0.00443808287675761,-0.038624994698714,-0.00546211964124302,0.0302686140230438,0.0189373531806819,-0.00825995333873372,-0.00757521307035901,0.0260273278834281,-0.0109457491008184
"SAM000270_tp1",-0.0284816585480555,-0.0340764083331237,0.0184754800035746,0.0178382999815223,-0.00343708834759534,-0.00434373179884351,-0.0192754104770586,0.0336247883588435,-0.00328717836813377
"SAM000270_tp2",-0.028461118542531,-0.0347654452957116,0.00960389642629048,0.00137509689692948,-0.00754321253841377,0.0107493702837575,-0.0185917239228332,0.0331623154133546,-0.00457005637305279
"SAM000270_tp3",-0.0473175889150286,-0.0512448458230457,0.0263733304474856,0.00282983587513448,0.00232533936710438,-0.00436432637610554,-0.0176964762116869,0.0590166483374574,-0.00120717974430509
"SAM000271_tp1",-0.0106712537817439,-0.00826786618542946,0.00649612126366753,0.00170778064283396,0.0844134510855001,-0.00714134708983078,-0.0103157016653294,-0.0213475926476045,-0.00519575092804619
"SAM000271_tp2",-0.0268353392703851,-0.0163675251163907,0.011857200183234,-0.0233751104857529,0.0859514123413566,-0.00546608054224141,0.027034828896322,-0.00973343042599553,0.0412555006991615
"SAM000271_tp3",0.00951121776832943,-0.0146768203274795,-0.000779522779743363,0.00484194350804892,0.451916208055978,-0.00639688831290095,-0.00495223673116381,-0.0118430283832081,-0.000311227998604451
"SAM000272_tp1",-0.0609993636012741,0.0298755754495163,0.0739056821305992,0.0069324334806464,0.0149986967797199,-0.00890373099539129,-0.0195280063822803,0.0273383669529297,-0.010555360857325
"SAM000273_tp1",0.0701301537840809,-0.0104234231346134,-0.0231296343116172,-0.0327644976541947,0.0550997984825787,-0.00874374135598642,-0.00552529751341091,-0.0271112489396457,-0.00888775215509242
"SAM000273_tp2",0.084569897274206,-0.00202012359476941,-0.0392161681385561,-0.0376706081301569,0.0563910407082901,-0.0109083609766277,-0.0100435914728148,-0.0300405521594474,-0.0132386723472022
"SAM000273_tp3",0.0279073094812918,-0.0433399729830931,-0.0291452072982558,-0.0409163285781672,0.0875878393509505,-0.00924996617483794,0.0205765592040267,0.0233412763855395,-0.00695726413884904
"SAM000275_tp1",0.00380353786971734,-0.011786651475478,-0.0209378501896743,0.0616517679048691,-0.0161117084842604,-0.00903797054958759,-0.0147424006253457,-0.0148027783252715,-0.00656584127156387
"SAM000275_tp2",-0.00875812622424836,0.0180630942877742,-0.00801010534499937,0.00720274270509601,0.26629640485281,-0.00684378426172878,-0.013904406054479,-0.0394572196781721,-0.0127365968618725
"SAM000275_tp3",-0.0502710596424862,-0.0561962532227771,-0.0193421995734437,0.0108816008145645,0.0809033291978746,-0.00277766944971024,0.037406709079368,0.091020415164452,0.00115912693673732
