model,mean_auc,median_auc,std_auc,min_auc,max_auc,q05,q25,q75,q95
10_metabolite_predictors_only,0.859013888888889,0.8611111111111112,0.05598125692944513,0.6666666666666666,0.9814814814814815,0.7569444444444445,0.8234953703703705,0.9004629629629629,0.9421296296296297
15_multiomics,0.909855687606112,0.9108658743633278,0.03796814833161096,0.769100169779287,0.9949066213921902,0.8471986417657047,0.8845500848896435,0.9380305602716468,0.967741935483871
