model,mean_auc,median_auc,std_auc,min_auc,max_auc,q05,q25,q75,q95
10_metabolite,0.859013888888889,0.8611111111111112,0.05598125692944513,0.6666666666666666,0.9814814814814815,0.7569444444444445,0.8234953703703705,0.9004629629629629,0.9421296296296297
15_multiomics,0.9062631578947369,0.9083191850594228,0.03916444137327416,0.766553480475382,0.9932088285229203,0.8344227504244482,0.8794567062818337,0.9339983022071308,0.9660865874363327
