panel_size,train_cv_auc_mean,train_cv_auc_std,heldout_test_auc,heldout_test_accuracy,heldout_test_balanced_accuracy,mean_repeated_split_auc,median_repeated_split_auc,std_repeated_split_auc,min_repeated_split_auc,max_repeated_split_auc,features
15,0.9360354166666667,0.03419661010043405,0.8251273344651952,0.76,0.7249575551782683,0.9048896434634974,0.9074702886247876,0.0412236764992844,0.766553480475382,0.9745331069609507,"quest__Vitamin B12 | species__Dysosmobacter_welbionis | metab__1-stearoyl-2-docosahexaenoyl-GPC (18:0/22:6) | metab__N-palmitoyl-sphingosine (d18:1/16:0) | metab__N-acetylglutamate | metab__3-(4-hydroxyphenyl)lactate | species__GGB1266_SGB1699 | metab__1-methylurate | metab__N4-acetylcytidine | metab__sphingomyelin (d18:1/24:1, d18:2/24:0)* | metab__N-acetylglucosamine/N-acetylgalactosamine | metab__vanillylmandelate (VMA) | species__Phocaeicola_plebeius | immune_res__% CD4+ CD161+ Va7.2- d6 | immune_pct__CD8+ DN+ MAIT % RO- CD27- d0"
