comparison,modality,variable,n_A,n_B,mean_A,mean_B,median_A,median_B,delta_mean,cohen_d,p_value,fdr_q
canonical_ME_CFS vs canonical_control,kegg,kegg__K15549,118,57,15.414553817228603,12.124438271547628,1.2526330443581117,0.0,3.2901155456809743,0.051417375465020135,0.03783965844183399,0.1319582206490962
canonical_ME_CFS vs canonical_control,kegg,kegg__K02493,118,57,740.8860013542652,693.3713404239014,733.822279496571,692.584702957986,47.51466093036379,0.31083742530061625,0.03805202954457516,0.13252165429509252
canonical_ME_CFS vs canonical_control,kegg,kegg__K07095,118,57,730.8785127249029,682.2371032150065,714.9163688745306,684.709089780681,48.641409509896334,0.3790942763988444,0.03805202954457516,0.13252165429509252
canonical_ME_CFS vs canonical_control,kegg,kegg__K17241,118,57,4.644665331423539,2.8835036874233393,0.3597113207086783,0.0,1.7611616440001998,0.14883836223561422,0.038107657175253586,0.13262684955523546
canonical_ME_CFS vs canonical_control,kegg,kegg__K07770,118,57,10.52335545474321,9.571694555379512,6.70658972205567,4.5749326574853395,0.9516608993636986,0.058691635189633634,0.03816913226157022,0.13275224200574123
canonical_ME_CFS vs canonical_control,kegg,kegg__K05596,118,57,12.599676327674935,12.336349039034095,1.6528748626580316,0.56499179512512,0.26332728864083954,0.005213701076271611,0.038319651088972506,0.1329330448459205
canonical_ME_CFS vs canonical_control,kegg,kegg__K02402,118,57,6.846688424769629,6.054440121933768,0.6482867325153474,0.0,0.7922483028358611,0.027140476386519674,0.038320363972385474,0.1329330448459205
canonical_ME_CFS vs canonical_control,kegg,kegg__K00937,118,57,3314.5081998959404,3112.1060008217405,3256.534094637618,3163.87284350354,202.40219907419987,0.38782577528065787,0.038348520700232,0.1329330448459205
canonical_ME_CFS vs canonical_control,kegg,kegg__K01751,118,57,189.06208947700483,148.86087564647994,153.71289143858934,129.4641973490945,40.20121383052489,0.30698279207238066,0.038348520700232,0.1329330448459205
canonical_ME_CFS vs canonical_control,kegg,kegg__K02472,118,57,728.9699115677425,566.6217419319756,619.2161353604562,467.245705975837,162.3481696357669,0.30443511065901074,0.038348520700232,0.1329330448459205
canonical_ME_CFS vs canonical_control,kegg,kegg__K02381,118,57,18.174834907260927,19.006201632239442,1.516363382631635,0.303031490451375,-0.8313667249785155,-0.009895122569115379,0.03851624346681742,0.1334257916111464
canonical_ME_CFS vs canonical_control,kegg,kegg__K06162,118,57,43.42102985262724,34.041646423956486,30.162243842389667,20.2234152426638,9.379383428670756,0.14756948143321452,0.03859744592391929,0.13361836455546577
canonical_ME_CFS vs canonical_control,immune_pct,immune_pct__% CD4+ RO+ IL-17+ INFg+ d6,119,56,1.281128151260504,1.5856547619047618,1.16,1.4216666666666664,-0.3045266106442579,-0.3176057086508507,0.03879629525902102,0.13421768724556543
canonical_ME_CFS vs canonical_control,quest,quest__Carbon Dioxide,120,57,0.7250096116878123,0.741718772132176,0.72318339100346,0.740484429065744,-0.016709160444363658,-0.19859356338422612,0.03885484092119124,0.13432733516071202
canonical_ME_CFS vs canonical_control,kegg,kegg__K10820,118,57,18.133692100036832,18.255998099550183,3.127822940736437,0.8707899643919067,-0.12230599951335108,-0.0016840739308288982,0.03887948554584534,0.13432733516071202
canonical_ME_CFS vs canonical_control,kegg,kegg__K01893,118,57,2469.3895692219066,2647.900935316116,2440.432653978107,2539.1342261909704,-178.51136609420928,-0.39215082161266274,0.03894739764381347,0.13447291430031427
canonical_ME_CFS vs canonical_control,kegg,kegg__K02024,118,57,30.049287834346252,32.22349326863428,1.7397916181814184,0.347856626664652,-2.1742054342880266,-0.016384314087846446,0.03907714606663862,0.1348316607338979
canonical_ME_CFS vs canonical_control,kegg,kegg__K08154,118,57,17.281114161415193,16.698248841294976,1.4420944841819392,0.3402920697060505,0.5828653201202165,0.008390271019417092,0.039162289103698976,0.13499119646760485
canonical_ME_CFS vs canonical_control,species,species__Parasutterella_excrementihominis,118,57,0.0026902603728079506,0.0037395134289418567,0.00015014999995419294,0.0005121499975771496,-0.001049253056133906,-0.18476711518569308,0.03921079866028729,0.13499119646760485
canonical_ME_CFS vs canonical_control,kegg,kegg__K13049,118,57,29.663025181364816,32.99751596377159,22.37856530422563,31.560115635181347,-3.3344907824067747,-0.13707336427006955,0.03924364509347334,0.13499119646760485
canonical_ME_CFS vs canonical_control,kegg,kegg__K22230,118,57,130.68325330454448,108.79583591972126,117.45022625652382,97.8528016775293,21.887417384823223,0.32339356404163627,0.03924980332158888,0.13499119646760485
canonical_ME_CFS vs canonical_control,kegg,kegg__K02848,118,57,11.243767501050296,8.159844560354546,0.8201452918417234,0.0,3.08392294069575,0.061084557678978114,0.03925275925653758,0.13499119646760485
canonical_ME_CFS vs canonical_control,immune_pct,immune_pct__% CD4+ RO+ CD161- total IL-17+ d6,119,56,2.765094537815126,3.1683184523809524,2.103333333333333,2.8975,-0.4032239145658263,-0.23192835147947166,0.03940437089099339,0.13542332209375
canonical_ME_CFS vs canonical_control,kegg,kegg__K23004,118,57,361.81937041826063,313.42125774979337,355.1734899005785,278.85594839977705,48.39811266846726,0.2826763927898885,0.03955408991581378,0.13575938400662985
canonical_ME_CFS vs canonical_control,kegg,kegg__K03574,118,57,388.4660019675429,431.7689443115658,370.648954848123,419.231523432812,-43.30294234402288,-0.26037616659653817,0.03955420043896442,0.13575938400662985
canonical_ME_CFS vs canonical_control,kegg,kegg__K07777,118,57,74.46193966323159,87.10772374244908,51.43159222842313,62.26120716490493,-12.645784079217492,-0.145337341266799,0.039836163851408486,0.13654152659556257
canonical_ME_CFS vs canonical_control,kegg,kegg__K18206,118,57,26.142586612720883,33.655708182804396,6.995101301678394,19.073779486767016,-7.513121570083513,-0.13929984369219992,0.03985405094263469,0.13654152659556257
canonical_ME_CFS vs canonical_control,kegg,kegg__K03476,118,57,72.47357208843293,58.091096457806245,50.07183803986243,40.4588703419495,14.382475630626686,0.16967687156290756,0.039860599004225,0.13654152659556257
canonical_ME_CFS vs canonical_control,kegg,kegg__K07019,118,57,17.98329678467405,13.571096146135812,3.047767347285795,1.895792304902135,4.412200638538238,0.07084936271357355,0.03992150338509687,0.1366604220210304
canonical_ME_CFS vs canonical_control,kegg,kegg__K21968,118,57,9.879319383936489,9.19445148572083,0.600050816558095,0.0,0.6848678982156589,0.016181411204091795,0.040153222692728925,0.13732747065384365
canonical_ME_CFS vs canonical_control,kegg,kegg__K13015,118,57,29.97706079307487,22.0249890781365,20.773162136240515,14.051620942926734,7.95207171493837,0.2744149512902347,0.04016900905075051,0.13732747065384365
canonical_ME_CFS vs canonical_control,immune_pct,immune_pct__% CD8+ MAIT IL-17+ INFg- d6,119,56,1.2634481792717087,1.6327380952380952,0.8333333333333334,1.2616666666666667,-0.3692899159663865,-0.26025875777539387,0.04032962523529901,0.1377862834659823
canonical_ME_CFS vs canonical_control,kegg,kegg__K07343,118,57,12.923279536889758,8.651577370562205,3.7261495484532876,2.8249589756256,4.271702166327554,0.1252831541588817,0.0404624381379434,0.13811722812464
canonical_ME_CFS vs canonical_control,kegg,kegg__K03424,118,57,1226.2722867330544,1167.2024273282625,1215.9528747250502,1150.88542869539,59.06985940479194,0.23060464053617927,0.04047944063687456,0.13811722812464
canonical_ME_CFS vs canonical_control,kegg,kegg__K03690,118,57,8.828181498764382,9.019814063790562,0.6269204148584695,0.0,-0.19163256502618076,-0.004987464337748738,0.04064170163276048,0.13849686574238582
canonical_ME_CFS vs canonical_control,immune_pct,immune_pct__% CD4+ RO+ total IL-17+ d6,119,56,4.590995098039216,5.2093154761904765,3.88,5.138333333333334,-0.6183203781512603,-0.260052192744711,0.04064379939651,0.13849686574238582
canonical_ME_CFS vs canonical_control,kegg,kegg__K15836,118,57,27.218186920224483,24.978698443717693,1.9948115098378967,0.552760500730525,2.2394884765067893,0.019757196077252875,0.04069599795043137,0.13858194196238988
canonical_ME_CFS vs canonical_control,kegg,kegg__K10806,118,57,31.34037863709352,15.347980360678841,11.284168295637668,6.08339726496819,15.992398276414677,0.4291970285199054,0.040767101168769505,0.13858194196238988
canonical_ME_CFS vs canonical_control,kegg,kegg__K03641,118,57,51.432196803520974,65.15580567377147,31.893524265105484,43.32249377242,-13.723608870250494,-0.16571293993583625,0.04079145285566774,0.13858194196238988
canonical_ME_CFS vs canonical_control,kegg,kegg__K18928,118,57,348.71359288566487,311.3936712006633,337.8697730627578,281.428568971101,37.31992168500159,0.2675973936330633,0.04079190384574117,0.13858194196238988
canonical_ME_CFS vs canonical_control,kegg,kegg__K02468,118,57,11.239930444876668,9.136006470254832,0.9907835400482276,0.0,2.1039239746218357,0.04643620979921513,0.04080158383251502,0.13858194196238988
canonical_ME_CFS vs canonical_control,immune_res,immune_res__% CD8+ total TNFa+ d1,119,56,-1.5085001878806341,1.9197145250807257,-0.9224776573593505,1.5734427488693834,-3.42821471296136,-0.3030672149885092,0.04095868526373488,0.13902502343585224
canonical_ME_CFS vs canonical_control,kegg,kegg__K03472,118,57,17.052442526348628,15.992901605474893,1.7169497563810583,0.2815123705190485,1.0595409208737347,0.01460695791562666,0.04106109239809359,0.13915817233622976
canonical_ME_CFS vs canonical_control,species,species__Collinsella_aerofaciens,118,57,0.0013808189975483922,0.0014490061282857137,0.0003550500057518,0.0013291333535847,-6.818713073732151e-05,-0.032443499242683686,0.04106109239809359,0.13915817233622976
canonical_ME_CFS vs canonical_control,kegg,kegg__K13292,118,57,344.94921569365397,380.7317415733336,308.1391563710239,371.99286924593,-35.78252587967961,-0.2315041440421909,0.0411064087851599,0.13915817233622976
canonical_ME_CFS vs canonical_control,species,species__Roseburia_inulinivorans,118,57,0.0027548458962572218,0.0034793210647657965,0.00084470000078055,0.0018919998899568,-0.0007244751685085747,-0.15218468444433395,0.041123221791557245,0.13915817233622976
canonical_ME_CFS vs canonical_control,kegg,kegg__K14061,118,57,5.954244695651227,4.088932677846281,0.39716833249657146,0.0,1.8653120178049463,0.07755388244410044,0.04113128268017372,0.13915817233622976
canonical_ME_CFS vs canonical_control,kegg,kegg__K18344,118,57,17.95904775285499,21.14026463324916,13.508345766882176,17.504164662019615,-3.181216880394171,-0.2140594773698529,0.04126329419832667,0.1395143265279781
canonical_ME_CFS vs canonical_control,kegg,kegg__K22605,118,57,2.814088890838507,1.934590767723345,1.4293596487068614,0.7233132176944,0.879498123115162,0.22519203410254804,0.041313988764278095,0.1395952586679008
canonical_ME_CFS vs canonical_control,kegg,kegg__K00554,118,57,984.2466731264589,1073.9320414369095,975.145614788434,1011.781972168558,-89.6853683104506,-0.3469349130816383,0.0414229655874584,0.13976182819910593
canonical_ME_CFS vs canonical_control,kegg,kegg__K01256,118,57,1006.53052100189,879.2548517121662,942.9171737019242,795.021778115748,127.27566928972374,0.3129214266188156,0.0414229655874584,0.13976182819910593
canonical_ME_CFS vs canonical_control,kegg,kegg__K09475,118,57,15.908718813192978,13.691181124116591,0.9824688061767245,0.0,2.217537689076387,0.03401278049144202,0.04144365501706285,0.13976182819910593
canonical_ME_CFS vs canonical_control,kegg,kegg__K13787,118,57,26.066014942740036,27.247998879302248,14.244369030649718,21.5241504051753,-1.1819839365622116,-0.04059074691670562,0.04157242835393006,0.1401055288904736
canonical_ME_CFS vs canonical_control,kegg,kegg__K16264,118,57,288.15641111272396,238.03972729931002,261.804055063117,214.60007708696,50.11668381341394,0.3263160508772718,0.04174158440933376,0.1405847939725592
canonical_ME_CFS vs canonical_control,kegg,kegg__K06402,118,57,1.2890590482059667,0.632844154165763,0.568048022174418,0.2543524257007595,0.6562148940402037,0.3682652188427554,0.04180813387691081,0.14064867626134694
canonical_ME_CFS vs canonical_control,kegg,kegg__K23187,118,57,9.437521710058808,10.869276165610296,0.5174543380098442,0.0,-1.4317544555514878,-0.032900716625345265,0.04181447132094099,0.14064867626134694
canonical_ME_CFS vs canonical_control,kegg,kegg__K10231,118,57,5.097026911452485,4.92098588379863,2.252174493866377,3.3045601932070703,0.17604102765385488,0.017854966242983755,0.04195143466821621,0.14101845017015718
canonical_ME_CFS vs canonical_control,kegg,kegg__K06887,118,57,26.231836258900394,9.516450333503803,1.128848715821885,0.0,16.71538592539659,0.1673087060565718,0.04199386150769558,0.14102756486322895
canonical_ME_CFS vs canonical_control,kegg,kegg__K23237,118,57,15.187428425652094,12.838291659770405,0.8768428551561964,0.0,2.3491367658816884,0.0375940256254125,0.04202574137127306,0.14102756486322895
canonical_ME_CFS vs canonical_control,kegg,kegg__K01745,118,57,2151.5502370955332,1901.987913012063,2135.790390655323,1937.458906098297,249.56232408347023,0.3509913891211812,0.04206227543170103,0.14102756486322895
canonical_ME_CFS vs canonical_control,kegg,kegg__K21573,118,57,2814.163417585131,2441.4798970287766,2600.2482497401197,2190.446100200162,372.6835205563543,0.30232286245083234,0.04206227543170103,0.14102756486322895
canonical_ME_CFS vs canonical_control,kegg,kegg__K05297,118,57,20.84603710134959,25.12265397660077,16.626691375075026,19.7742052718971,-4.276616875251179,-0.2291306267181337,0.042384933300911705,0.14192734268307008
canonical_ME_CFS vs canonical_control,kegg,kegg__K18138,118,57,3164.8395457025226,2857.8860092087693,3048.945717193575,2843.847046637855,306.9535364937533,0.29459628036748037,0.04238504885954058,0.14192734268307008
canonical_ME_CFS vs canonical_control,kegg,kegg__K01720,118,57,15.426758587279684,22.198865306788033,1.3640834125740766,0.2543524257007595,-6.772106719508349,-0.07565474354580073,0.042540449419344366,0.14234986731458202
canonical_ME_CFS vs canonical_control,immune_res,immune_res__% CD8+ MAIT total INFg+ d6,119,56,3.42403425013332,1.4268161681384857,6.288648431801607,4.221981765134938,1.9972180819948344,0.21460170137785886,0.042565802762267194,0.14234986731458202
canonical_ME_CFS vs canonical_control,kegg,kegg__K01854,118,57,1226.490141711992,1335.5583074171263,1176.6933013193025,1328.52673843571,-109.06816570513433,-0.2733980461927819,0.04270991492174315,0.14247917880302494
canonical_ME_CFS vs canonical_control,kegg,kegg__K01950,118,57,2700.053229503197,2648.9789945117404,2694.207260090103,2601.72043648818,51.074234991456706,0.15227402467531898,0.04270991492174315,0.14247917880302494
canonical_ME_CFS vs canonical_control,kegg,kegg__K07718,118,57,844.3356454051233,920.6247223444193,746.1304763480296,880.574276965647,-76.28907693929602,-0.1686681906220538,0.04270991492174315,0.14247917880302494
canonical_ME_CFS vs canonical_control,kegg,kegg__K17465,118,57,5.842402792694735,2.3170888555789144,1.0590561368284939,0.3637519887721955,3.52531393711582,0.13371893222106637,0.04273512852827441,0.14247917880302494
canonical_ME_CFS vs canonical_control,kegg,kegg__K00836,118,57,10.00647538885817,17.180365794610772,2.8716340263615505,6.6331260087663,-7.173890405752601,-0.2888336223008989,0.04274222103701343,0.14247917880302494
canonical_ME_CFS vs canonical_control,kegg,kegg__K23186,118,57,11.704185464495787,11.092928278831817,0.6040724540719098,0.0,0.6112571856639697,0.01215779307033817,0.04276833314271364,0.14247917880302494
canonical_ME_CFS vs canonical_control,kegg,kegg__K21030,118,57,28.121277624682424,36.30866497911978,10.155176459468002,16.35200960016797,-8.187387354437359,-0.17051548438624003,0.042957549642086666,0.14282660506027955
canonical_ME_CFS vs canonical_control,species,species__Ruminococcus_bicirculans,118,57,0.006015475679776102,0.008825347896817706,0.00024389999292596666,0.0029166999688257002,-0.002809872217041604,-0.20586224480618373,0.0429797449831214,0.14282660506027955
canonical_ME_CFS vs canonical_control,kegg,kegg__K17234,118,57,41.60379910037745,53.644019759151256,36.267256046367365,45.369134720306704,-12.040220658773805,-0.3085627300276901,0.04303279968401927,0.14282660506027955
canonical_ME_CFS vs canonical_control,kegg,kegg__K00800,118,57,1355.3476122983682,1269.3627906892477,1339.9928030344583,1292.013738865085,85.98482160912044,0.43083890498555055,0.04303688387095256,0.14282660506027955
canonical_ME_CFS vs canonical_control,kegg,kegg__K06409,118,57,526.7207463985907,579.1503186231585,431.4040053280105,561.3488104025837,-52.42957222456778,-0.17309560510064118,0.04303688387095256,0.14282660506027955
canonical_ME_CFS vs canonical_control,kegg,kegg__K15923,118,57,4598.201671828012,3957.636643820131,4310.666865578696,3715.9304199904504,640.5650280078808,0.3549475672850223,0.04303688387095256,0.14282660506027955
canonical_ME_CFS vs canonical_control,kegg,kegg__K03087,118,57,21.629845183191712,20.21553544170527,7.28828373142597,2.382044487942355,1.4143097414864414,0.02138320853252806,0.043267089767121035,0.1434624251968519
canonical_ME_CFS vs canonical_control,kegg,kegg__K02074,118,57,13.1418908045664,14.345265674383802,3.84040101394873,8.88946295369181,-1.2033748698174023,-0.0598675646128984,0.04331153687664671,0.1434624251968519
canonical_ME_CFS vs canonical_control,kegg,kegg__K01042,118,57,53.09280153698693,45.99301605671142,29.32350886772617,21.36220761916242,7.099785480275514,0.06244139531646656,0.04336596598340721,0.1434624251968519
canonical_ME_CFS vs canonical_control,kegg,kegg__K07533,118,57,166.09142130783417,195.7016236167597,147.03780552562216,166.66932880466777,-29.610202308925523,-0.2514959724423936,0.04336596598340721,0.1434624251968519
canonical_ME_CFS vs canonical_control,kegg,kegg__K22010,118,57,157.4981834105552,176.62628533449018,146.83621844696938,169.20041682784571,-19.128101923934963,-0.26670601880599004,0.04336596598340721,0.1434624251968519
canonical_ME_CFS vs canonical_control,kegg,kegg__K05778,118,57,14.789738075126653,14.60114576091368,0.9613010547062033,0.0,0.18859231421297373,0.0028262263328371604,0.043451033109623026,0.143579876469542
canonical_ME_CFS vs canonical_control,kegg,kegg__K07703,118,57,10.436136778560325,8.541352941537319,0.8804941925331506,0.0,1.894783837023006,0.045307127964180176,0.04345651235296278,0.143579876469542
canonical_ME_CFS vs canonical_control,immune_pct,immune_pct__% CD4+ CCR7+ RO- CD31+ CXCR3+ d0,119,56,2.7637535014005596,2.1219345238095237,2.075,1.6316666666666668,0.6418189775910359,0.3553861028909939,0.04355380404698778,0.14381025045135143
canonical_ME_CFS vs canonical_control,kegg,kegg__K08326,118,57,12.688458653305085,10.901000725646034,0.6743875448073475,0.0,1.7874579276590516,0.027721713954921984,0.043599925822838934,0.14382727945670917
canonical_ME_CFS vs canonical_control,kegg,kegg__K19303,118,57,8.534339481234076,7.041651803784905,0.7440993932222506,0.0,1.4926876774491706,0.0422690067363504,0.0436184270926065,0.14382727945670917
canonical_ME_CFS vs canonical_control,kegg,kegg__K08350,118,57,8.408379881595025,5.867096707618209,0.2859050551817235,0.0,2.541283173976816,0.07801553632733467,0.04364166827294817,0.14382727945670917
canonical_ME_CFS vs canonical_control,kegg,kegg__K01867,118,57,1833.9637621255617,1965.4678056597772,1827.1255209158849,1861.85356004695,-131.5040435342155,-0.3903270770532906,0.04369717155877889,0.14382848203290188
canonical_ME_CFS vs canonical_control,kegg,kegg__K08602,118,57,291.08468104460246,336.88994128322537,251.60693856983133,309.3711095423285,-45.80526023862291,-0.2134142695789387,0.04369717155877889,0.14382848203290188
canonical_ME_CFS vs canonical_control,kegg,kegg__K11607,118,57,8.076717318029447,5.437629743232346,1.430250260511795,0.1364398149214495,2.6390875747971005,0.09711929036449064,0.043888236092344525,0.14436628480060618
canonical_ME_CFS vs canonical_control,kegg,kegg__K09009,118,57,6.994789588682427,7.4942070633131594,1.8570849255972517,4.04468304853276,-0.49941747463073227,-0.041889908005711775,0.04427138864699529,0.14545215730117123
canonical_ME_CFS vs canonical_control,kegg,kegg__K05982,118,57,10.458445731049874,8.993820816964032,1.2622902905480933,0.1364398149214495,1.4646249140858423,0.035331003368272385,0.044307909310007616,0.14545215730117123
canonical_ME_CFS vs canonical_control,kegg,kegg__K06966,118,57,18.165437120115318,15.502125434430987,1.4669478693865992,0.2543524257007595,2.663311685684331,0.036204513521116685,0.044307909310007616,0.14545215730117123
canonical_ME_CFS vs canonical_control,kegg,kegg__K08308,118,57,7.670870396036538,6.006447040075776,0.9078806091842533,0.0,1.6644233559607615,0.057813100450305126,0.04432986967775776,0.14545215730117123
canonical_ME_CFS vs canonical_control,kegg,kegg__K13052,118,57,37.611539539531165,46.03732531650297,30.02794300413951,39.17567558787145,-8.425785776971807,-0.23076400601574415,0.044365875438140266,0.14547880085529716
canonical_ME_CFS vs canonical_control,kegg,kegg__K07701,118,57,25.726139766442195,19.444537054218017,2.1567044296271165,0.303031490451375,6.281602712224178,0.06407600070825993,0.04439899814744933,0.14549596315027838
canonical_ME_CFS vs canonical_control,kegg,kegg__K14187,118,57,16.251000658762447,13.357687850434065,2.8665490227391253,1.3058844973573003,2.893312808328382,0.05127742926282928,0.04446805700654577,0.14563079309676666
canonical_ME_CFS vs canonical_control,kegg,kegg__K12660,118,57,14.963792095452177,10.551238003837218,5.345102091203982,1.9718377223606502,4.412554091614959,0.10209745963132305,0.0446643697951667,0.14596617632769246
canonical_ME_CFS vs canonical_control,kegg,kegg__K21011,118,57,64.15361767906234,71.18725893557858,50.619990896721646,60.3496753794397,-7.033641256516248,-0.10683008522172516,0.044699448238100244,0.14596617632769246
canonical_ME_CFS vs canonical_control,kegg,kegg__K06042,118,57,145.53713942025874,165.12636863287756,135.2922873346505,162.31154619681135,-19.589229212618818,-0.27870116526380045,0.04470363240718162,0.14596617632769246
canonical_ME_CFS vs canonical_control,kegg,kegg__K07644,118,57,25.151230216611143,17.983330922799627,2.0682442376516086,0.76305727710228,7.167899293811516,0.0918623558937354,0.04471867579133555,0.14596617632769246
canonical_ME_CFS vs canonical_control,kegg,kegg__K16291,118,57,12.841265316566341,11.32670872718895,1.1075770107679588,0.0,1.5145565893773902,0.02911069282762344,0.04475711104644592,0.14596617632769246
canonical_ME_CFS vs canonical_control,kegg,kegg__K14287,118,57,16.72540920049958,15.246414264544,1.7174717648292601,0.0,1.4789949359555798,0.020950687385005773,0.04492558385743017,0.14596617632769246
canonical_ME_CFS vs canonical_control,kegg,kegg__K15724,118,57,11.666325429226383,15.129773752269914,8.17855599022262,9.377336143924085,-3.463448323043531,-0.15740093375310954,0.04497617659087569,0.14596617632769246
canonical_ME_CFS vs canonical_control,kegg,kegg__K10679,118,57,36.14668061537752,19.040834078938804,11.942890115214972,6.990159200019755,17.105846536438715,0.3364970457297793,0.04500100930537163,0.14596617632769246
canonical_ME_CFS vs canonical_control,kegg,kegg__K01755,118,57,2327.584129307109,2514.4737985335137,2229.67052653875,2290.20587316396,-186.88966922640475,-0.2846179084553875,0.045043435293865494,0.14596617632769246
canonical_ME_CFS vs canonical_control,kegg,kegg__K02876,118,57,771.9858543557567,866.0608643486045,747.5120463403799,777.719742432935,-94.07500999284775,-0.3468325428659567,0.045043435293865494,0.14596617632769246
canonical_ME_CFS vs canonical_control,kegg,kegg__K02933,118,57,999.1666066251096,1104.2340661927642,966.1693365816288,1043.324675210404,-105.06745956765462,-0.3666716681772903,0.045043435293865494,0.14596617632769246
canonical_ME_CFS vs canonical_control,kegg,kegg__K04762,118,57,311.4594922055009,293.23616686967205,315.9916818138629,284.151516209276,18.22332533582886,0.21466131637148486,0.045043435293865494,0.14596617632769246
canonical_ME_CFS vs canonical_control,kegg,kegg__K06967,118,57,140.8849212358196,162.73762036126135,120.24537574943636,150.462016728849,-21.852699125441745,-0.2433851278584533,0.045043435293865494,0.14596617632769246
canonical_ME_CFS vs canonical_control,kegg,kegg__K14441,118,57,1665.3805057520094,1598.0695277800323,1645.2094964038351,1601.94410199058,67.31097797197708,0.35413386124619056,0.045043435293865494,0.14596617632769246
canonical_ME_CFS vs canonical_control,kegg,kegg__K19294,118,57,344.94673360074984,409.8446490453829,267.3245351606878,359.2367991128225,-64.89791544463304,-0.2478413560910207,0.045043435293865494,0.14596617632769246
canonical_ME_CFS vs canonical_control,immune_pct,immune_pct__% CD4+ RO+ CD161- IL-17+ INFg- d6,119,56,2.079033613445378,2.3267857142857147,1.64,2.2425,-0.24775210084033672,-0.19989325182980294,0.04507372612231527,0.14596617632769246
canonical_ME_CFS vs canonical_control,immune_pct,immune_pct__% CD4+ RO+ CCR6+ d6,119,56,13.168662464985996,11.533214285714285,11.850000000000001,10.003333333333334,1.6354481792717106,0.2901170579656611,0.045074086652082145,0.14596617632769246
canonical_ME_CFS vs canonical_control,immune_res,immune_res__% CD4+ RO+ CCR6+ d6,119,56,13.168662464985996,11.533214285714285,11.850000000000001,10.003333333333334,1.6354481792717106,0.2901170579656611,0.045074086652082145,0.14596617632769246
canonical_ME_CFS vs canonical_control,kegg,kegg__K07483,118,57,652.215451245296,528.7639694158448,526.5183257202966,490.7289192585924,123.45148182945115,0.30096125397136686,0.045385413487556044,0.14688318992839944
canonical_ME_CFS vs canonical_control,kegg,kegg__K07345,118,57,23.021538545395636,22.337941330647116,2.1142105507889903,0.3637519887721955,0.6835972147485201,0.007487832869137679,0.04551536961075162,0.14721245087370813
canonical_ME_CFS vs canonical_control,kegg,kegg__K03969,118,57,31.407827035699547,37.240946681864244,17.552915517945372,27.645594229701892,-5.833119646164697,-0.143651796691378,0.04572278596838671,0.1476306964272317
canonical_ME_CFS vs canonical_control,kegg,kegg__K04767,118,57,33.62652830962976,27.456782294244615,32.74099412452467,19.14112653079437,6.169746015385147,0.2216138961936992,0.04572836464943499,0.1476306964272317
canonical_ME_CFS vs canonical_control,kegg,kegg__K04769,118,57,213.20825756712645,244.27094912578832,200.33991552626122,220.23452660320953,-31.062691558661868,-0.3194285073563919,0.04572957742503478,0.1476306964272317
canonical_ME_CFS vs canonical_control,kegg,kegg__K11926,118,57,5.55333160220129,4.657712341907644,0.4016952375895483,0.0,0.8956192602936461,0.03642921090038192,0.04582906242495188,0.14781302503740626
canonical_ME_CFS vs canonical_control,kegg,kegg__K13255,118,57,11.887922868722747,10.07724430948803,1.0333501529702969,0.0,1.8106785592347165,0.03742883049010164,0.04584272081857837,0.14781302503740626
canonical_ME_CFS vs canonical_control,kegg,kegg__K07312,118,57,8.904583455509929,8.175545820788548,0.7395983827974558,0.0,0.7290376347213812,0.01927440101157388,0.04594420607977801,0.14804874806559723
canonical_ME_CFS vs canonical_control,kegg,kegg__K03675,118,57,7.498670769328477,5.855491645941402,0.9667290909863229,0.19148304568428567,1.6431791233870747,0.05481147811367608,0.04597626115440996,0.1480605891620721
canonical_ME_CFS vs canonical_control,kegg,kegg__K09913,118,57,5.257725869296705,3.8243663378587884,0.3458981096225816,0.0,1.4333595314379162,0.06793297482494108,0.04601544285075527,0.14809535185218398
canonical_ME_CFS vs canonical_control,kegg,kegg__K02887,118,57,720.0984241063119,827.4405686653198,684.1853759060336,729.8076046562726,-107.34214455900792,-0.36846057925036213,0.046075937565334325,0.14819862285964808
canonical_ME_CFS vs canonical_control,kegg,kegg__K12209,118,57,6.867595507032618,2.8655976081699692,0.0,0.761652259403975,4.0019978988626494,0.11122497061013187,0.04634537528100285,0.14897339669808493
canonical_ME_CFS vs canonical_control,kegg,kegg__K01811,118,57,4177.986469193293,3679.0398583813526,3917.9541549934547,3549.85213276787,498.94661081194,0.31142745589147997,0.04642450438956142,0.14913586169971796
canonical_ME_CFS vs canonical_control,kegg,kegg__K12299,118,57,16.937067037305784,13.44993502614761,1.1995645618679451,0.4237150409694635,3.487132011158174,0.05207371442671197,0.04664443201166807,0.14961782929892378
canonical_ME_CFS vs canonical_control,kegg,kegg__K00088,118,57,2959.186992054863,3322.258489980395,2808.7069190449733,2974.86438219584,-363.0714979255322,-0.34315941787234394,0.046775288400717784,0.14961782929892378
canonical_ME_CFS vs canonical_control,kegg,kegg__K01881,118,57,2596.1908184372774,2851.589091301804,2536.9348009188952,2649.88246445783,-255.39827286452646,-0.37302440932449976,0.046775288400717784,0.14961782929892378
canonical_ME_CFS vs canonical_control,kegg,kegg__K01966,118,57,1707.8138511944205,1466.884559193241,1572.3199820265058,1449.99274463985,240.92929200117942,0.3716513972047789,0.046775288400717784,0.14961782929892378
canonical_ME_CFS vs canonical_control,kegg,kegg__K02435,118,57,136.25833245579898,152.85133955614913,120.6671907788855,140.16168194062035,-16.59300710035015,-0.18338200049738385,0.046775288400717784,0.14961782929892378
