comparison,modality,variable,n_A,n_B,mean_A,mean_B,median_A,median_B,delta_mean,cohen_d,p_value,fdr_q
canonical_ME_CFS vs canonical_control,model_error_metrics,mean_prob,121,58,0.8296906821327936,0.21530373633628355,0.8780036132504715,0.21351295167161657,0.6143869457965101,3.8635963715449875,4.015889003049171e-27,1.0832528508082199e-23
canonical_ME_CFS vs canonical_control,model_error_metrics,median_prob,121,58,0.8310558551181073,0.21450581638149283,0.8816873767780273,0.21398011897740415,0.6165500387366145,3.8656314010511896,4.1527807199855086e-27,1.0832528508082199e-23
canonical_ME_CFS vs canonical_control,kegg,kegg__K00385,118,57,24.298927999833328,9.592162041886928,14.77548691921584,6.21456408188379,14.7067659579464,0.6031595541003251,4.2101041074864206e-07,0.0007321371042918885
canonical_ME_CFS vs canonical_control,kegg,kegg__K01972,118,57,2319.365054420667,2102.869711541769,2315.74469828081,2081.02248642495,216.4953428788981,0.6705882915065562,1.7203708506456606e-06,0.001618746446614619
canonical_ME_CFS vs canonical_control,quest,quest__Non HDL Cholesterol,120,57,0.5337077340800137,0.4294728803681598,0.516036655211913,0.40053455517373,0.10423485371185393,0.7701064555974025,2.429970158611645e-06,0.001618746446614619
canonical_ME_CFS vs canonical_control,kegg,kegg__K20444,118,57,709.5599999608198,930.3045337004827,649.4306951714168,923.1272538109066,-220.74453373966287,-0.6305246458706172,3.318580769066662e-06,0.001618746446614619
canonical_ME_CFS vs canonical_control,kegg,kegg__K01151,118,57,896.8400448392902,789.0034202061694,918.6517295336134,815.734110033769,107.83662463312078,0.7150387639174264,3.5844439000892395e-06,0.001618746446614619
canonical_ME_CFS vs canonical_control,kegg,kegg__K02517,118,57,747.2803067646317,592.0633666406761,729.0335142693773,580.0612998753306,155.21694012395562,0.7247954863428909,3.930476118072439e-06,0.001618746446614619
canonical_ME_CFS vs canonical_control,kegg,kegg__K00567,118,57,361.599328319904,277.00389608962814,343.3912614163469,257.778035156957,84.59543223027583,0.7879211297956735,4.115282262390238e-06,0.001618746446614619
canonical_ME_CFS vs canonical_control,kegg,kegg__K01548,118,57,374.9570182376036,291.9143436691269,377.389565501066,295.612310447101,83.04267456847674,0.787524511327676,4.1787139338459775e-06,0.001618746446614619
canonical_ME_CFS vs canonical_control,kegg,kegg__K04564,118,57,562.4421144518885,444.19318329844276,566.693981149802,454.620723613566,118.24893115344577,0.764986688903008,4.649701660205955e-06,0.001618746446614619
canonical_ME_CFS vs canonical_control,kegg,kegg__K03519,118,57,4.349798134842175,1.3223367147203693,1.6733536604351684,0.0,3.0274614201218055,0.26999284946871654,4.936820582584408e-06,0.001618746446614619
canonical_ME_CFS vs canonical_control,kegg,kegg__K07862,118,57,314.79272255865067,438.38180224147266,309.698553214909,401.978186632829,-123.58907968282199,-0.6825630912972322,4.9412421746073685e-06,0.001618746446614619
canonical_ME_CFS vs canonical_control,kegg,kegg__K00244,118,57,510.98854885201087,722.7285201093869,442.97982774000957,657.225741238207,-211.739971257376,-0.5710858782013679,5.3303368395318324e-06,0.001618746446614619
canonical_ME_CFS vs canonical_control,quest,"quest__Cholesterol, Total",120,57,0.45211281446540874,0.33565044687189677,0.4237421383647797,0.304245283018868,0.11646236759351197,0.7175511283233268,5.347684729902068e-06,0.001618746446614619
canonical_ME_CFS vs canonical_control,kegg,kegg__K06975,118,57,227.2967753390273,175.02650112514723,224.3708091154964,163.645195803597,52.27027421388007,0.7273350818083525,5.9246503362965755e-06,0.001618746446614619
canonical_ME_CFS vs canonical_control,kegg,kegg__K22607,118,57,3.3196605538750594,1.0846209051392908,1.175153068264911,0.0,2.2350396487357687,0.4585054139273076,5.9765963643780524e-06,0.001618746446614619
canonical_ME_CFS vs canonical_control,kegg,kegg__K00287,118,57,468.4472244810912,405.42967353471,470.07492738556664,403.4131965848295,63.01755094638122,0.7233367991560221,6.3874453660357105e-06,0.001618746446614619
canonical_ME_CFS vs canonical_control,quest,quest__LDL-Cholesterol,120,57,0.5046985062340089,0.4145758661887695,0.4870071684587815,0.39740143369175596,0.0901226400452394,0.703432481026928,6.83069567092299e-06,0.001618746446614619
canonical_ME_CFS vs canonical_control,kegg,kegg__K02067,118,57,729.6984857129502,581.0430208340774,725.2135529694305,597.440431513001,148.65546487887275,0.7352611612010103,6.988514994017944e-06,0.001618746446614619
canonical_ME_CFS vs canonical_control,kegg,kegg__K03602,118,57,177.92634722635427,150.4563652904634,181.56371205753868,145.227062060257,27.46998193589087,0.776039208595972,6.988514994017944e-06,0.001618746446614619
canonical_ME_CFS vs canonical_control,kegg,kegg__K15977,118,57,291.9732801413499,215.74779527145392,280.8836060953058,202.294351709748,76.22548486989598,0.8027460026897713,6.988514994017944e-06,0.001618746446614619
canonical_ME_CFS vs canonical_control,kegg,kegg__K21578,118,57,9.893026434387275,2.83833500807471,3.6052212417424725,1.14850910466523,7.054691426312566,0.42711507096385387,7.136509157012888e-06,0.001618746446614619
canonical_ME_CFS vs canonical_control,kegg,kegg__K00338,118,57,318.59301226021165,249.1318437963812,310.12377127316154,252.74201498873649,69.46116846383046,0.7446617341146583,8.481788210071594e-06,0.0017430763932522611
canonical_ME_CFS vs canonical_control,kegg,kegg__K23535,118,57,6.197347219977882,1.741311024267471,2.2270790061407553,0.60606298090275,4.456036195710411,0.3468761751575577,9.190650132892586e-06,0.0017430763932522611
canonical_ME_CFS vs canonical_control,kegg,kegg__K03803,118,57,192.6594664258956,148.96264141306574,193.723318791763,145.822451706175,43.69682501282986,0.7388145386459157,9.407567925024334e-06,0.0017430763932522611
canonical_ME_CFS vs canonical_control,kegg,kegg__K06196,118,57,23.236058011986568,11.131217422774283,16.75957426998805,7.704850479127306,12.104840589212285,0.6442863122300382,9.407567925024334e-06,0.0017430763932522611
canonical_ME_CFS vs canonical_control,kegg,kegg__K03101,118,57,719.2719051048616,628.9972299455692,717.8324888283639,650.5552543867157,90.27467515929243,0.7174233660099377,9.689326318634382e-06,0.0017430763932522611
canonical_ME_CFS vs canonical_control,kegg,kegg__K09768,118,57,197.7045436759364,284.3053312177226,186.74203852890525,275.819757362013,-86.60078754178619,-0.6959096358717473,9.689326318634382e-06,0.0017430763932522611
canonical_ME_CFS vs canonical_control,kegg,kegg__K03575,118,57,757.1841033587243,625.6229568573264,760.0244612149355,613.333717047371,131.56114650139796,0.7492220551258281,1.1727000977509413e-05,0.0020142881524940442
canonical_ME_CFS vs canonical_control,kegg,kegg__K03733,118,57,711.6909261309736,596.1287863436328,716.2560067751878,597.595575860735,115.56213978734081,0.7033148778580548,1.2252220510996187e-05,0.0020142881524940442
canonical_ME_CFS vs canonical_control,quest,quest__Vitamin B12,120,57,0.4897462397137348,0.3368059302462621,0.41699588271574073,0.292560550749279,0.15294030946747272,0.7669080768993961,1.2414012630072105e-05,0.0020142881524940442
canonical_ME_CFS vs canonical_control,kegg,kegg__K03527,118,57,870.2998433267638,760.0079812524833,870.5212060555015,755.0813251268415,110.29186207428052,0.7087056116791918,1.2987517093739619e-05,0.0020142881524940442
canonical_ME_CFS vs canonical_control,kegg,kegg__K06888,118,57,11.012663700667378,4.240949166536685,4.66416362242352,1.47570955882189,6.771714534130693,0.38365891702197275,1.312742901759584e-05,0.0020142881524940442
canonical_ME_CFS vs canonical_control,kegg,kegg__K02111,118,57,3418.4707476115555,4173.457652176239,3244.0655167799696,3807.1116439485195,-754.9869045646838,-0.6106394850938668,1.3566420926153057e-05,0.0020221719420497283
canonical_ME_CFS vs canonical_control,kegg,kegg__K17363,118,57,2.9293732784252846,1.068220956558637,0.9938600871704698,0.0,1.8611523218666477,0.44701231899669636,1.4753394480702087e-05,0.0021380127501617443
canonical_ME_CFS vs canonical_control,kegg,kegg__K06306,118,57,21.777364958935042,9.031412791743188,14.1401978534766,3.79615977957615,12.745952167191854,0.5652530377103836,1.5885968275889696e-05,0.0022223852635573083
canonical_ME_CFS vs canonical_control,kegg,kegg__K22431,118,57,121.85687057041321,179.45134841709373,112.19606169151383,170.54624316337785,-57.59447784668052,-0.6675791970555293,1.660908343636731e-05,0.0022223852635573083
canonical_ME_CFS vs canonical_control,kegg,kegg__K05919,118,57,224.06580249206857,311.0275112388058,193.016914990395,289.9650002867465,-86.96170874673723,-0.6625067265282497,1.7093558613728246e-05,0.0022223852635573083
canonical_ME_CFS vs canonical_control,kegg,kegg__K01560,118,57,76.60609012765406,106.30526184284695,68.58758052644279,102.6788310086785,-29.69917171519289,-0.5999458960092253,1.7845596666210102e-05,0.0022223852635573083
canonical_ME_CFS vs canonical_control,kegg,kegg__K18139,118,57,997.4369666653732,807.4843356406916,1002.1482645831416,825.0365611931423,189.95263102468164,0.6715161056715288,1.8364356167778693e-05,0.0022223852635573083
canonical_ME_CFS vs canonical_control,quest,quest__Sed Rate,120,57,0.21809416704153547,0.1096132143223556,0.179037336932074,0.06432748538011686,0.10848095271917987,0.7154971008456518,1.8603501037478882e-05,0.0022223852635573083
canonical_ME_CFS vs canonical_control,kegg,kegg__K23547,118,57,6.445550211388763,1.420286057888464,1.5806127679940989,0.0,5.0252641535002995,0.24489748704014533,1.8832248830915144e-05,0.0022223852635573083
canonical_ME_CFS vs canonical_control,kegg,kegg__K10026,118,57,496.47174252295605,416.7495417460332,494.50493441046683,409.084133457489,79.72220077692288,0.6809556338523165,1.8897461542069807e-05,0.0022223852635573083
canonical_ME_CFS vs canonical_control,kegg,kegg__K03324,118,57,2862.925548245707,3282.501259163391,2729.1321212684397,2988.323225697485,-419.57571091768386,-0.3887204462462593,1.9169510611477642e-05,0.0022223852635573083
canonical_ME_CFS vs canonical_control,kegg,kegg__K10716,118,57,779.8643169399339,619.4842453233795,770.5722829081772,582.158189920274,160.38007161655446,0.6560154423396012,2.088179403126788e-05,0.0023062453613167076
canonical_ME_CFS vs canonical_control,species,species__Coprococcus_eutactus,118,57,0.0020737971062483674,0.007659976476433704,0.0,0.00122534992994455,-0.0055861793701853365,-0.5300401290106431,2.0896899281742014e-05,0.0023062453613167076
canonical_ME_CFS vs canonical_control,kegg,kegg__K03118,118,57,761.097606329843,609.2746864134626,741.2873003054635,630.1672231576415,151.82291991638033,0.7031500578618383,2.1791608253582567e-05,0.0023062453613167076
canonical_ME_CFS vs canonical_control,kegg,kegg__K17398,118,57,10.690113713770193,24.389191665239355,0.0,11.2995458696555,-13.699077951469162,-0.45263136937340576,2.1862750520846732e-05,0.0023062453613167076
canonical_ME_CFS vs canonical_control,kegg,kegg__K00605,118,57,1088.3979254029816,910.0013039743731,1077.3650902126974,908.514925439083,178.39662142860857,0.6374070895410122,2.210317578413559e-05,0.0023062453613167076
canonical_ME_CFS vs canonical_control,kegg,kegg__K22405,118,57,32.88752428951726,15.38942115998917,15.0826520135221,6.2497516444009165,17.49810312952809,0.41106646705948324,2.2738836460906515e-05,0.002326049212089202
canonical_ME_CFS vs canonical_control,species,species__Clostridium_sp_AF15_49,118,57,0.0010825047854016352,0.003183502590692437,0.0,0.0,-0.002100997805290802,-0.3689052935004218,2.325411344489533e-05,0.0023330136508080564
canonical_ME_CFS vs canonical_control,kegg,kegg__K02346,118,57,1506.9271161313663,1336.8402130312072,1479.0884390144367,1320.78547036501,170.08690310015913,0.7298290695030542,2.510461615347936e-05,0.0024711468391075816
canonical_ME_CFS vs canonical_control,kegg,kegg__K00688,118,57,6004.512225680422,6779.602754156123,5856.623349428623,6659.00043747288,-775.0905284757018,-0.6227890449836891,2.7703071131414366e-05,0.002615532191019222
canonical_ME_CFS vs canonical_control,kegg,kegg__K06200,118,57,953.3288940091077,1254.7743085912873,881.6229009611461,1183.5382981696698,-301.44541458217964,-0.599559106317545,2.8094524683036075e-05,0.002615532191019222
canonical_ME_CFS vs canonical_control,kegg,kegg__K07263,118,57,2626.9509903276276,2074.1901397952092,2580.440348889818,2152.119942838755,552.7608505324183,0.720992491721613,2.849123333939445e-05,0.002615532191019222
canonical_ME_CFS vs canonical_control,kegg,kegg__K01197,118,57,1052.1711457184776,813.1494151397159,1030.035098573299,773.33410547087,239.02173057876178,0.6878896116230093,2.8893263572714458e-05,0.002615532191019222
canonical_ME_CFS vs canonical_control,species,species__Ruminococcus_gnavus,118,57,0.0016699477349398058,0.0005969616909938776,0.00030378332682913457,0.0,0.0010729860439459282,0.38942639595961737,2.9078180387026044e-05,0.002615532191019222
canonical_ME_CFS vs canonical_control,kegg,kegg__K01547,118,57,2225.226628971322,1792.2907198876082,2143.8881749055063,1720.35585865505,432.9359090837138,0.6420507445202166,3.186222961600249e-05,0.0028092954806243626
canonical_ME_CFS vs canonical_control,kegg,kegg__K05832,118,57,508.80871941642476,644.9859747374517,477.57823797341564,628.469033261752,-136.1772553210269,-0.5715535235319202,3.230932122627214e-05,0.0028092954806243626
canonical_ME_CFS vs canonical_control,kegg,kegg__K17204,118,57,4.9550395932470765,4.457306559049216,1.9324763898755677,1.14850910466523,0.49773303419786075,0.02603190608305402,3.314251813980586e-05,0.002834500280907658
canonical_ME_CFS vs canonical_control,kegg,kegg__K03770,118,57,1910.8068314459981,1542.3624287845862,1900.741999038259,1580.48761546573,368.4444026614119,0.6824570505890293,3.610685865539839e-05,0.003038217445245377
canonical_ME_CFS vs canonical_control,kegg,kegg__K01935,118,57,502.7249047561265,406.5919100642607,481.2981270615299,411.331848476487,96.1329946918658,0.7158981135836859,3.816099304308637e-05,0.003105447006152247
canonical_ME_CFS vs canonical_control,kegg,kegg__K02112,118,57,3264.7731831756823,3968.8712848380096,3090.0317122365923,3572.36659048166,-704.0981016623273,-0.5951256720252411,3.816099304308637e-05,0.003105447006152247
canonical_ME_CFS vs canonical_control,kegg,kegg__K02338,118,57,1371.1759196247353,1208.323435307056,1351.923493240605,1196.747705482555,162.85248431767945,0.66596358600939,3.8691595821333345e-05,0.003105447006152247
canonical_ME_CFS vs canonical_control,kegg,kegg__K21577,118,57,22.40882824567861,10.78003607787226,13.090387359269364,4.635243948467835,11.628792167806349,0.4338519956646262,4.144721742076699e-05,0.0032688097282327546
canonical_ME_CFS vs canonical_control,kegg,kegg__K00979,118,57,720.2481807804413,599.7360753322548,727.7003819646661,605.878855686913,120.5121054481865,0.6630616477935095,4.260668229247217e-05,0.0032688097282327546
canonical_ME_CFS vs canonical_control,kegg,kegg__K05606,118,57,361.82971609812626,299.65182651018966,351.3952338960007,302.262852013285,62.17788958793659,0.5225339714366185,4.260668229247217e-05,0.0032688097282327546
canonical_ME_CFS vs canonical_control,kegg,kegg__K10010,118,57,92.27382112971932,130.85463499878168,84.15319177022343,120.686930636301,-38.580813869062354,-0.5286384070928075,4.563019846639423e-05,0.003445841360974434
canonical_ME_CFS vs canonical_control,kegg,kegg__K01546,118,57,1707.471431027255,1395.814564086483,1668.1889825849876,1379.65708957244,311.65686694077203,0.6472890100145678,4.625883338755224e-05,0.003445841360974434
canonical_ME_CFS vs canonical_control,kegg,kegg__K02121,118,57,437.0228491487261,363.5914865272616,446.43432887332426,354.5026906467375,73.43136262146447,0.6372381359378203,4.689567502955431e-05,0.003445841360974434
canonical_ME_CFS vs canonical_control,kegg,kegg__K05807,118,57,663.2878660218228,545.061974513139,640.34180462421,540.127311690356,118.22589150868373,0.6033029066016029,5.0894780127271686e-05,0.003687057603551649
canonical_ME_CFS vs canonical_control,kegg,kegg__K06911,118,57,637.7459777138052,503.3635152346592,623.9667407671977,517.974055146482,134.38246247914606,0.6858530772179035,5.159195036597093e-05,0.003687057603551649
canonical_ME_CFS vs canonical_control,kegg,kegg__K02424,118,57,101.5335346348023,138.02741226419292,90.24249637637,126.942420625718,-36.493877629390624,-0.5213338026123503,5.596879554203516e-05,0.003794473276459401
canonical_ME_CFS vs canonical_control,kegg,kegg__K10542,118,57,586.0004427994656,751.7231007810841,571.5854443204114,690.5860969425955,-165.72265798161845,-0.5757634339262769,5.596879554203516e-05,0.003794473276459401
canonical_ME_CFS vs canonical_control,kegg,kegg__K10241,118,57,4.806292904803278,1.1503496752235949,1.7166066314527,0.3616566088472005,3.655943229579683,0.36232399674815374,5.656914109124979e-05,0.003794473276459401
canonical_ME_CFS vs canonical_control,kegg,kegg__K21576,118,57,14.420878484389165,9.055519576528624,8.128340383186451,2.95344846086935,5.365358907860541,0.27401330259549006,5.664201738836418e-05,0.003794473276459401
canonical_ME_CFS vs canonical_control,kegg,kegg__K03559,118,57,547.0763885869814,431.07253270723237,533.097846080866,433.9660545882403,116.00385587974898,0.6718403177484995,5.67316303553447e-05,0.003794473276459401
canonical_ME_CFS vs canonical_control,kegg,kegg__K20866,118,57,378.32627612861734,303.6074027584433,381.89536663241,289.6253085804795,74.71887337017404,0.6462028300126792,5.75043063473283e-05,0.003797416518694657
canonical_ME_CFS vs canonical_control,kegg,kegg__K02548,118,57,658.7855153428741,523.546088092017,635.9397640008505,519.654488353518,135.23942725085703,0.6408209270254567,5.828694254339676e-05,0.003797416518694657
canonical_ME_CFS vs canonical_control,kegg,kegg__K02340,118,57,1053.0040459046454,955.6249630969851,1063.2529424633788,996.1849898241835,97.37908280766032,0.5561319547295248,5.988257831823089e-05,0.003797416518694657
canonical_ME_CFS vs canonical_control,kegg,kegg__K18866,118,57,4.788043513925723,2.0755818549470892,2.925272482615395,0.9867216780375233,2.712461658978634,0.6004929219599039,6.025405892180327e-05,0.003797416518694657
canonical_ME_CFS vs canonical_control,kegg,kegg__K08659,118,57,256.9260177292101,342.46123911542475,243.41450532028702,317.788931558239,-85.53522138621463,-0.5629811551906483,6.069582265713874e-05,0.003797416518694657
canonical_ME_CFS vs canonical_control,kegg,kegg__K06405,118,57,141.90394459924966,181.61583261634675,137.47018668046047,176.077245725578,-39.711888017097095,-0.5216598275565082,6.235378640654462e-05,0.003797416518694657
canonical_ME_CFS vs canonical_control,kegg,kegg__K14155,118,57,1945.0458084501558,1667.611927097951,1911.45194682385,1585.3150086773267,277.43388135220493,0.6449045285299014,6.319875884985738e-05,0.003797416518694657
canonical_ME_CFS vs canonical_control,kegg,kegg__K01092,118,57,659.3537722923303,536.7910862470003,662.0263733732531,569.827164439112,122.56268604533,0.6968005286465085,6.405456270751961e-05,0.003797416518694657
canonical_ME_CFS vs canonical_control,kegg,kegg__K10194,118,57,141.4860104174216,196.25826277435712,123.22888177270809,179.11548362233,-54.772252356935525,-0.5801657483487084,6.405456270751961e-05,0.003797416518694657
canonical_ME_CFS vs canonical_control,kegg,kegg__K21417,118,57,30.952628462571457,18.001653520987237,23.089618630385452,13.98305723798235,12.95097494158422,0.5803564785771315,6.405456270751961e-05,0.003797416518694657
canonical_ME_CFS vs canonical_control,kegg,kegg__K11358,118,57,410.23927558814376,528.1464019345622,404.57482812053127,533.8227336226059,-117.90712634641841,-0.5851122775408352,6.49213280372648e-05,0.0038055569479821406
canonical_ME_CFS vs canonical_control,kegg,kegg__K00254,118,57,161.08724224741295,99.90247692417715,123.7991794820975,70.8087007766089,61.184765323235794,0.5009035506070412,6.668827056924973e-05,0.0038232165665909434
canonical_ME_CFS vs canonical_control,kegg,kegg__K18979,118,57,247.51690140946,172.58984110426036,207.94569474879097,141.13153154892248,74.92706030519963,0.4222853404573476,6.668827056924973e-05,0.0038232165665909434
canonical_ME_CFS vs canonical_control,kegg,kegg__K08092,118,57,34.7472949381031,18.492691182631567,14.136916973025585,6.31680007565875,16.254603755471535,0.21153128390841058,6.75531714940084e-05,0.003830705387872194
canonical_ME_CFS vs canonical_control,kegg,kegg__K17865,118,57,13.45950978365501,6.045291959954742,7.9805606258114405,2.8870648357524846,7.414217823700268,0.5305005827169265,7.006074229861184e-05,0.003930181640557613
canonical_ME_CFS vs canonical_control,kegg,kegg__K16951,118,57,16.029477896359555,7.906946962828158,10.947729481580293,4.419480809280745,8.122530933531397,0.5159720786686592,7.125093638443849e-05,0.0039544269693363365
canonical_ME_CFS vs canonical_control,kegg,kegg__K09922,118,57,280.25499278399155,234.01982185071574,285.6182856634115,226.588741610571,46.23517093327581,0.5221701317291575,8.039222184775331e-05,0.004414802330312937
canonical_ME_CFS vs canonical_control,kegg,kegg__K13012,118,57,75.02919046052718,116.25763283464083,69.2810892420625,111.228783834651,-41.228442374113655,-0.6790488572299009,8.146668595360152e-05,0.004422560555650209
canonical_ME_CFS vs canonical_control,kegg,kegg__K01524,118,57,634.7175424064569,493.04772753689696,580.1184340462344,449.845463847538,141.66981486955996,0.552092240401478,8.365646505265964e-05,0.004422560555650209
canonical_ME_CFS vs canonical_control,kegg,kegg__K02619,118,57,279.2240058908683,221.2587203325062,268.5768104937015,200.27288815979102,57.9652855583621,0.6539171269639326,8.47721018909375e-05,0.004422560555650209
canonical_ME_CFS vs canonical_control,kegg,kegg__K07078,118,57,408.924531447205,332.743293727627,421.871194069407,354.225096139199,76.18123771957801,0.5879601455110974,8.47721018909375e-05,0.004422560555650209
canonical_ME_CFS vs canonical_control,kegg,kegg__K20265,118,57,1806.916922767609,1509.7611203339611,1785.0436352545282,1461.3379851981942,297.155802433648,0.5229034345721217,8.47721018909375e-05,0.004422560555650209
canonical_ME_CFS vs canonical_control,kegg,kegg__K10540,118,57,508.6372112357483,655.165788856831,466.7994658847915,663.2792280964658,-146.52857762108272,-0.502061658808845,8.704568790075839e-05,0.004440750221147155
canonical_ME_CFS vs canonical_control,kegg,kegg__K09790,118,57,247.01020393882047,201.80337836405792,240.56117136961984,196.68373909081492,45.20682557476255,0.6233081182587014,8.820396950372972e-05,0.004440750221147155
canonical_ME_CFS vs canonical_control,kegg,kegg__K11741,118,57,103.51871387970101,68.60824148620125,93.5544106144213,62.85329202608885,34.91047239349976,0.7249583692219779,8.820396950372972e-05,0.004440750221147155
canonical_ME_CFS vs canonical_control,kegg,kegg__K07735,118,57,302.30036804115633,236.07038002339098,293.25745692360704,225.27268910033598,66.22998801776535,0.6714493039787868,8.937680146069603e-05,0.004440750221147155
canonical_ME_CFS vs canonical_control,kegg,kegg__K09793,118,57,174.87626120160175,127.42242311282124,157.59875246973735,116.65796136494,47.453838088780515,0.5522102642998492,8.937680146069603e-05,0.004440750221147155
canonical_ME_CFS vs canonical_control,kegg,kegg__K23536,118,57,6.068924773485556,2.3461093478557036,2.5588193956192686,1.14850910466523,3.722815425629852,0.28616533979795533,9.129229363908438e-05,0.00449313109353871
canonical_ME_CFS vs canonical_control,kegg,kegg__K03270,118,57,480.00748516171564,397.29938556399014,480.87026791133246,396.83688352558,82.7080995977255,0.6303553232467999,9.29843161220664e-05,0.0045336371701758926
canonical_ME_CFS vs canonical_control,kegg,kegg__K03386,118,57,708.6580058349748,594.2724822996847,705.5550423285413,615.153897520046,114.38552353529008,0.6042076807921022,9.421707544702699e-05,0.004551208172288331
canonical_ME_CFS vs canonical_control,kegg,kegg__K02123,118,57,1583.9040294625502,1365.5871977014597,1586.5973577149275,1397.49695220433,218.3168317610905,0.6553280534809504,9.54652574504589e-05,0.004569194936871964
canonical_ME_CFS vs canonical_control,kegg,kegg__K03117,118,57,59.350930888250176,84.63472751131893,52.719846317784686,74.40177712568484,-25.283796623068753,-0.4783962684420664,9.67290422697133e-05,0.004576000840515034
canonical_ME_CFS vs canonical_control,kegg,kegg__K21579,118,57,6.783408937486302,2.0781006835769356,1.8524032819305516,0.3760777692518235,4.705308253909366,0.35858823974136683,9.736172001095817e-05,0.004576000840515034
canonical_ME_CFS vs canonical_control,kegg,kegg__K05341,118,57,332.79731428726586,453.41649308814414,319.1068512086363,433.48441035731753,-120.61917880087827,-0.5718351915866677,9.930415059111117e-05,0.004625622800302026
canonical_ME_CFS vs canonical_control,kegg,kegg__K10979,118,57,2.9163908044120253,0.991609053763013,1.0169651837564877,0.10523422867229333,1.9247817506490121,0.4111909528700386,0.00010173022415211388,0.0046966953929343195
canonical_ME_CFS vs canonical_control,kegg,kegg__K00428,118,57,271.1216846778496,172.75976065913642,237.00222242404698,162.439665347815,98.36192401871318,0.6220602596308153,0.00010464974398336806,0.004727759421924528
canonical_ME_CFS vs canonical_control,kegg,kegg__K01939,118,57,2443.6423122442593,2793.9261916968794,2377.61433467785,2649.642868600067,-350.2838794526201,-0.5504207757772109,0.00010464974398336806,0.004727759421924528
canonical_ME_CFS vs canonical_control,kegg,kegg__K01186,118,57,1318.0922798985634,1001.8029350769963,1202.7061320663533,969.390639252217,316.28934482156717,0.6079485817964315,0.00010602795713344255,0.004727759421924528
canonical_ME_CFS vs canonical_control,kegg,kegg__K01580,118,57,1463.557303710306,1222.8698489236533,1445.7317887053975,1182.8820777198746,240.68745478665278,0.5837312995356255,0.00010602795713344255,0.004727759421924528
canonical_ME_CFS vs canonical_control,kegg,kegg__K17103,118,57,557.3496126176108,492.57140747973096,555.4055779298286,474.65811306971204,64.77820513787981,0.5564072766404409,0.00010742328538438475,0.0047493837275452136
canonical_ME_CFS vs canonical_control,kegg,kegg__K22293,118,57,112.91100603530359,161.71238492995906,95.06615422242274,141.8078708305145,-48.80137889465547,-0.5323238295867705,0.00010883592695702265,0.004771403621300733
canonical_ME_CFS vs canonical_control,kegg,kegg__K11529,118,57,124.97312958829092,171.8029073594802,110.1520329611365,157.8612570332523,-46.829777771189285,-0.5221160355794325,0.00011026608217853225,0.00479381792271169
canonical_ME_CFS vs canonical_control,kegg,kegg__K03639,118,57,219.15073409919844,283.3161127232167,192.15190649287496,270.533027563006,-64.16537862401825,-0.45382845497831475,0.0001117139535024343,0.004800477499377908
canonical_ME_CFS vs canonical_control,immune_pct,immune_pct__% CD4+ RO+ CCR6+ IL-22+ IL-17+ d1,119,56,0.7388697478991597,1.0366964285714286,0.5866666666666667,1.025,-0.2978266806722689,-0.5201207113640509,0.00011298871919540251,0.004800477499377908
canonical_ME_CFS vs canonical_control,kegg,kegg__K23059,118,57,148.79317919148858,197.60132679653026,136.8502545861251,184.918967124769,-48.80814760504168,-0.5655375809888712,0.00011317974552874885,0.004800477499377908
canonical_ME_CFS vs canonical_control,kegg,kegg__K01835,118,57,2878.3271199459577,3075.5528372866606,2844.8699454012126,3016.97874719802,-197.2257173407029,-0.6512328746011228,0.00011466366502431499,0.004824196293805253
canonical_ME_CFS vs canonical_control,kegg,kegg__K02018,118,57,227.05625758019846,280.7504260029232,212.892839606737,277.939203328985,-53.694168422724715,-0.4827397278107105,0.00011768672444769958,0.004872790805108323
canonical_ME_CFS vs canonical_control,kegg,kegg__K08678,118,57,852.7811613317682,686.0058443243436,841.735353713407,716.74438305025,166.77531700742463,0.6235126409573415,0.00011768672444769958,0.004872790805108323
canonical_ME_CFS vs canonical_control,kegg,kegg__K02020,118,57,208.4016451166117,268.2451216953379,188.13097973515823,255.6150700932665,-59.84347657872621,-0.4863391171097637,0.00011922628892844023,0.004897665742832068
canonical_ME_CFS vs canonical_control,kegg,kegg__K09760,118,57,1098.4516578845387,995.2461624529416,1123.7490053118768,1014.4996945329973,103.20549543159711,0.5225901770616904,0.00012078483002606298,0.004922925455046645
canonical_ME_CFS vs canonical_control,kegg,kegg__K00700,118,57,3226.707598492889,3630.8098176022227,3159.154048414205,3436.43535600084,-404.1022191093339,-0.49963243413870867,0.00012236256565201404,0.0049485698062523824
canonical_ME_CFS vs canonical_control,kegg,kegg__K00162,118,57,65.4558934477394,32.32703836967666,36.18030617321813,16.9907529445759,33.12885507806274,0.555086396230315,0.0001239597160099255,0.00497459875710601
canonical_ME_CFS vs canonical_control,immune_pct,immune_pct__% CD4+ RO+ INFg+ TNFa- d1,119,56,0.387343137254902,0.532952380952381,0.27,0.4675,-0.14560924369747896,-0.3950063501809817,0.00012953910611674315,0.005119738762204917
canonical_ME_CFS vs canonical_control,immune_res,immune_res__% CD4+ RO+ INFg+ TNFa- d1,119,56,0.387343137254902,0.532952380952381,0.27,0.4675,-0.14560924369747896,-0.3950063501809817,0.00012953910611674315,0.005119738762204917
