model,mean_auc,median_auc,std_auc,min_auc,max_auc,q05,q25,q75,q95
10_metabolite_predictors_only,0.859013888888889,0.8611111111111112,0.05598125692944513,0.6666666666666666,0.9814814814814815,0.7569444444444445,0.8234953703703705,0.9004629629629629,0.9421296296296297
15_multiomics,0.9089473684210527,0.9104414261460103,0.03731708946492108,0.7928692699490663,0.9881154499151104,0.8436757215619695,0.8860356536502546,0.9371816638370118,0.966044142614601
